Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,65.34178,[204 177] ; [223  42],[251.8374613 129.1625387] ; [175.1625387  89.8374613],1
p7,1,0.0,62.285378,[218 160] ; [226  34],[263.05956113 114.94043887] ; [180.94043887  79.05956113],1
p3,1,0.0,37.653423,[166 216] ; [180  85],[204.28438949 177.71561051] ; [141.71561051 123.28438949],1
p8,1,0.0,29.173361,[189 188] ; [188  75],[222.0765625 154.9234375] ; [154.9234375 108.0765625],1
s7,1,0.0,25.619421,[159 209] ; [161  91],[189.93548387 178.06451613] ; [130.06451613 121.93548387],1
p5,1,1e-06,23.936548,[ 30 352] ; [ 56 209],[ 50.77588872 331.22411128] ; [ 35.22411128 229.77588872],1
s8,1,1e-06,23.379814,[144 236] ; [151 113],[174.06832298 205.93167702] ; [120.93167702 143.06832298],1
n4,1,1.3e-05,19.016547,[291  90] ; [238  27],[311.99535604  69.00464396] ; [217.00464396  47.99535604],1
p1,1,7e-05,15.806955,[ 21 361] ; [ 39 226],[ 35.42503864 346.57496136] ; [ 24.57496136 240.42503864],1
a1,1,0.000175,14.082548,[  7 376] ; [ 21 244],[ 16.54938272 366.45061728] ; [ 11.45061728 253.54938272],1
s5,1,0.000561,11.900333,[114 260] ; [110 140],[134.25641026 239.74358974] ; [ 89.74358974 160.25641026],1
p12,1,0.000933,10.955235,[ 21 360] ; [ 34 229],[ 32.53881988 348.46118012] ; [ 22.46118012 240.53881988],1
s2,1,0.001117,10.622606,[179 200] ; [158 104],[199.25585023 179.74414977] ; [137.74414977 124.25585023],0
b2,1,0.002156,9.411678,[ 71 148] ; [82 90],[ 85.69565217 133.30434783] ; [ 67.30434783 104.69565217],0
b3,1,0.002156,9.411678,[ 71 148] ; [82 90],[ 85.69565217 133.30434783] ; [ 67.30434783 104.69565217],0
u1,1,0.002583,9.081195,[ 59 324] ; [ 66 199],[ 73.88117284 309.11882716] ; [ 51.11882716 213.88117284],0
v1,1,0.006828,7.317667,[190 181] ; [162  99],[206.63291139 164.36708861] ; [145.36708861 115.63291139],0
d1,1,0.007043,7.261916,[214 169] ; [176  89],[230.50925926 152.49074074] ; [159.49074074 105.50925926],0
s6,1,0.012748,6.203783,[245 131] ; [190  65],[259.20760697 116.79239303] ; [175.79239303  79.20760697],0
a4,1,0.01699,5.697373,[159 223] ; [135 129],[173.85139319 208.14860681] ; [120.14860681 143.85139319],0
a5,1,0.028558,4.794087,[276 107] ; [211  54],[287.84104938  95.15895062] ; [199.15895062  65.84104938],0
n5,1,0.030846,4.661501,[299  82] ; [225  39],[309.5255814  71.4744186] ; [214.4744186  49.5255814],0
a3,1,0.034329,4.478264,[266 116] ; [203  60],[277.76434109 104.23565891] ; [191.23565891  71.76434109],0
p9,1,0.035943,4.399821,[328  48] ; [244  20],[336.05  39.95] ; [235.95  28.05],0
d2,1,0.036002,4.397031,[177 205] ; [145 120],[190.11437403 191.88562597] ; [131.88562597 133.11437403],0
b1,1,0.037298,4.336745,[120 263] ; [104 161],[132.39506173 250.60493827] ; [ 91.60493827 173.39506173],0
d4,1,0.038856,4.26717,[306  76] ; [228  36],[315.77089783  66.22910217] ; [218.22910217  45.77089783],0
a2,1,0.039073,4.257672,[ 84 299] ; [ 77 188],[ 95.15895062 287.84104938] ; [ 65.84104938 199.15895062],0
r2,1,0.049951,3.843118,[356  25] ; [252   8],[361.38533541  19.61466459] ; [246.61466459  13.38533541],0
d3,1,0.059145,3.561209,[261 122] ; [198  66],[271.71097372 111.28902628] ; [187.28902628  76.71097372],0
u4,1,0.070701,3.266667,[  5 378] ; [  9 255],[  8.28748068 374.71251932] ; [  5.71251932 258.28748068],0
s3,1,0.07504,3.169174,[205 171] ; [162 101],[215.94992175 160.05007825] ; [151.05007825 111.94992175],0
p10,1,0.076148,3.145251,[320  59] ; [234  28],[327.5600624  51.4399376] ; [226.4399376  35.5600624],0
u3,1,0.116991,2.457149,[56 60] ; [37 24],[60.94915254 55.05084746] ; [32.05084746 28.94915254],0
s1,1,0.133465,2.251733,[  6 370] ; [  9 254],[  8.82629108 367.17370892] ; [  6.17370892 256.82629108],0
r4,1,0.134127,2.244075,[344  39] ; [247  18],[349.31018519  33.68981481] ; [241.68981481  23.31018519],0
n1,1,0.270701,1.213189,[27 56] ; [21 29],[29.95488722 53.04511278] ; [18.04511278 31.95488722],0
v3,1,0.315778,1.006354,[145 228] ; [111 148],[151.08860759 221.91139241] ; [104.91139241 154.08860759],0
n2,1,0.320388,0.987363,[63 20] ; [34 16],[60.53383459 22.46616541] ; [36.46616541 13.53383459],0
r1,1,0.345156,0.891185,[304  76] ; [219  45],[308.60248447  71.39751553] ; [214.39751553  49.60248447],0
d5,1,0.398571,0.712632,[312  71] ; [221  42],[316.00464396  66.99535604] ; [216.99535604  46.00464396],0
p11,1,0.418703,0.653954,[316  67] ; [225  40],[319.75771605  63.24228395] ; [221.24228395  43.75771605],0
a6,1,0.419414,0.651957,[264 119] ; [174  90],[259.2797527 123.7202473] ; [178.7202473  85.2797527],0
u2,1,0.435454,0.608233,[56 59] ; [34 28],[58.47457627 56.52542373] ; [31.52542373 30.47457627],0
s4,1,0.45422,0.5601,[ 58 323] ; [ 45 213],[ 61.41314554 319.58685446] ; [ 41.58685446 216.41314554],0
b5,1,0.48727,0.482548,[233 150] ; [154 111],[228.73611111 154.26388889] ; [158.26388889 106.73611111],0
a7,1,0.546236,0.364104,[278 104] ; [197  66],[281.31782946 100.68217054] ; [193.68217054  69.31782946],0
v2,1,0.551473,0.354685,[205 161] ; [153 109],[208.6433121 157.3566879] ; [149.3566879 112.6433121],0
a8,1,0.7278,0.121141,[ 51 294] ; [ 38 202],[ 52.48717949 292.51282051] ; [ 36.51282051 203.48717949],0
n3,1,0.735198,0.114392,[63 22] ; [35 14],[62.1641791 22.8358209] ; [35.8358209 13.1641791],0
r3,1,0.741477,0.108832,[366  15] ; [253   9],[366.77916019  14.22083981] ; [252.22083981   9.77916019],0
b4,1,0.775006,0.081701,[224 159] ; [152 113],[222.2345679 160.7654321] ; [153.7654321 111.2345679],0
