Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.000815,11.20784,[55 52] ; [59 19],[65.93513514 41.06486486] ; [48.06486486 29.93513514],1
v2,1,0.001073,10.697674,[29 71] ; [41 36],[39.5480226 60.4519774] ; [30.4519774 46.5480226],0
a5,1,0.003817,8.368724,[44 63] ; [50 30],[53.78609626 53.21390374] ; [40.21390374 39.78609626],0
n2,1,0.007283,7.201705,[25 15] ; [19  1],[29.33333333 10.66666667] ; [14.66666667  5.33333333],0
v3,1,0.009184,6.786645,[23 79] ; [32 47],[30.99447514 71.00552486] ; [24.00552486 54.99447514],0
r2,1,0.010646,6.523398,[86 21] ; [73  5],[91.96216216 15.03783784] ; [67.03783784 10.96216216],0
n4,1,0.011873,6.329799,[65 42] ; [61 17],[72.87567568 34.12432432] ; [53.12432432 24.87567568],0
p10,1,0.014281,6.003026,[61 42] ; [59 18],[68.66666667 34.33333333] ; [51.33333333 25.66666667],0
r4,1,0.015454,5.863972,[73 34] ; [67 13],[80.10695187 26.89304813] ; [59.89304813 20.10695187],0
a7,1,0.016464,5.752677,[51 55] ; [52 27],[59.01621622 46.98378378] ; [43.98378378 35.01621622],0
a3,1,0.019424,5.462943,[42 64] ; [45 34],[49.84864865 56.15135135] ; [37.15135135 41.84864865],0
p1,1,0.019663,5.441604,[ 8 98] ; [15 64],[13.17837838 92.82162162] ; [ 9.82162162 69.17837838],0
a2,1,0.019705,5.437824,[  3 104] ; [ 9 71],[  6.86631016 100.13368984] ; [ 5.13368984 74.86631016],0
n3,1,0.021045,5.323059,[26 12] ; [19  1],[29.48275862  8.51724138] ; [15.51724138  4.48275862],0
p9,1,0.043405,4.079542,[66 36] ; [62 17],[72.13259669 29.86740331] ; [55.86740331 23.13259669],0
d3,1,0.055307,3.67282,[20 85] ; [25 55],[25.54054054 79.45945946] ; [19.45945946 60.54054054],0
b5,1,0.058898,3.568146,[52 55] ; [50 30],[58.36363636 48.63636364] ; [43.63636364 36.36363636],0
u3,1,0.067763,3.336401,[23 42] ; [19 16],[27.3 37.7] ; [14.7 20.3],0
n5,1,0.075231,3.165039,[74 33] ; [63 15],[79.23783784 27.76216216] ; [57.76216216 20.23783784],0
r3,1,0.07703,3.126468,[84 23] ; [69  9],[88.49189189 18.50810811] ; [64.50810811 13.49189189],0
u1,1,0.088181,2.907267,[  1 106] ; [ 4 76],[  2.86096257 104.13903743] ; [ 2.13903743 77.86096257],0
