Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,1e-06,24.579492,[32  8] ; [11 32],[20.72289157 19.27710843] ; [22.27710843 20.72289157],1
s8,1,1.4e-05,18.935795,[27 13] ; [ 9 35],[17.14285714 22.85714286] ; [18.85714286 25.14285714],1
s6,1,0.000328,12.905455,[36  4] ; [24 20],[28.57142857 11.42857143] ; [31.42857143 12.57142857],1
s5,1,0.001132,10.597715,[22 16] ; [10 34],[14.82926829 23.17073171] ; [17.17073171 26.82926829],0
p6,1,0.030083,4.704552,[19 21] ; [10 31],[14.32098765 25.67901235] ; [14.67901235 26.32098765],0
p1,1,0.072472,3.226127,[ 8 31] ; [ 3 40],[ 5.23170732 33.76829268] ; [ 5.76829268 37.23170732],0
n2,1,0.096731,2.758636,[6 4] ; [10  1],[7.61904762 2.38095238] ; [8.38095238 2.61904762],0
r3,1,0.115169,2.481818,[39  1] ; [39  5],[37.14285714  2.85714286] ; [40.85714286  3.14285714],0
r1,1,0.119855,2.419215,[23 16] ; [33 11],[26.31325301 12.68674699] ; [29.68674699 14.31325301],0
n3,1,0.122398,2.386364,[5 5] ; [9 2],[6.66666667 3.33333333] ; [7.33333333 3.66666667],0
d1,1,0.123536,2.371907,[24 16] ; [19 25],[20.47619048 19.52380952] ; [22.52380952 21.47619048],0
d2,1,0.142649,2.149151,[18 22] ; [13 31],[14.76190476 25.23809524] ; [16.23809524 27.76190476],0
b4,1,0.145194,2.122028,[28 12] ; [24 20],[24.76190476 15.23809524] ; [27.23809524 16.76190476],0
b5,1,0.165307,1.925,[26 14] ; [22 22],[22.85714286 17.14285714] ; [25.14285714 18.85714286],0
p7,1,0.180803,1.791009,[27 12] ; [36  8],[29.60240964  9.39759036] ; [33.39759036 10.60240964],0
u1,1,0.225949,1.466182,[ 6 34] ; [ 3 41],[ 4.28571429 35.71428571] ; [ 4.71428571 39.28571429],0
d4,1,0.254582,1.297981,[34  6] ; [33 11],[31.9047619  8.0952381] ; [35.0952381  8.9047619],0
n1,1,0.269004,1.221818,[4 6] ; [2 9],[2.85714286 7.14285714] ; [3.14285714 7.85714286],0
r4,1,0.274387,1.194681,[32  8] ; [39  5],[33.80952381  6.19047619] ; [37.19047619  6.80952381],0
p8,1,0.306568,1.045406,[22 18] ; [29 15],[24.28571429 15.71428571] ; [26.71428571 17.28571429],0
p12,1,0.332314,0.93986,[ 4 36] ; [ 2 42],[ 2.85714286 37.14285714] ; [ 3.14285714 40.85714286],0
p4,1,0.338805,0.914948,[31  9] ; [30 14],[29.04761905 10.95238095] ; [31.95238095 12.04761905],0
