Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,1e-06,24.579492,[32  8] ; [11 32],[20.72289157 19.27710843] ; [22.27710843 20.72289157],1
s7,1,0.416007,0.661568,[17 19] ; [16 26],[15.23076923 20.76923077] ; [17.76923077 24.23076923],0
p11,1,0.444208,0.585387,[26 14] ; [32 12],[27.61904762 12.38095238] ; [30.38095238 13.61904762],0
a7,1,0.448956,0.573287,[28 12] ; [34 10],[29.52380952 10.47619048] ; [32.47619048 11.52380952],0
a8,1,0.540581,0.374464,[ 1 38] ; [ 2 36],[ 1.51948052 37.48051948] ; [ 1.48051948 36.51948052],0
p5,1,0.546857,0.362978,[ 3 37] ; [ 5 39],[ 3.80952381 36.19047619] ; [ 4.19047619 39.80952381],0
a1,1,0.567597,0.32672,[ 3 37] ; [ 2 42],[ 2.38095238 37.61904762] ; [ 2.61904762 41.38095238],0
a6,1,0.577541,0.310227,[26 14] ; [26 18],[24.76190476 15.23809524] ; [27.23809524 16.76190476],0
p9,1,0.581276,0.304177,[30  9] ; [36  8],[31.01204819  7.98795181] ; [34.98795181  9.01204819],0
n5,1,0.590569,0.289456,[12 27] ; [16 28],[13.15662651 25.84337349] ; [14.84337349 29.15662651],0
r2,1,0.598222,0.277686,[36  4] ; [41  3],[36.66666667  3.33333333] ; [40.33333333  3.66666667],0
v4,1,0.598222,0.277686,[36  4] ; [41  3],[36.66666667  3.33333333] ; [40.33333333  3.66666667],0
s4,1,0.613893,0.254545,[11 29] ; [10 34],[10. 30.] ; [11. 33.],0
b2,1,0.61425,0.254032,[ 7 13] ; [ 7 18],[ 6.22222222 13.77777778] ; [ 7.77777778 17.22222222],0
b3,1,0.61425,0.254032,[ 7 13] ; [ 7 18],[ 6.22222222 13.77777778] ; [ 7.77777778 17.22222222],0
v3,1,0.623037,0.241623,[ 9 28] ; [12 29],[ 9.96153846 27.03846154] ; [11.03846154 29.96153846],0
a2,1,0.624856,0.239102,[ 7 33] ; [ 6 38],[ 6.19047619 33.80952381] ; [ 6.80952381 37.19047619],0
p2,1,0.659789,0.19378,[32  8] ; [36  7],[32.77108434  7.22891566] ; [35.22891566  7.77108434],0
n6,1,0.694837,0.153899,[25 14] ; [30 14],[25.84337349 13.15662651] ; [29.15662651 14.84337349],0
p10,1,0.725835,0.12297,[27 12] ; [32 12],[27.72289157 11.27710843] ; [31.27710843 12.72289157],0
b1,1,0.767673,0.087273,[16 24] ; [19 25],[16.66666667 23.33333333] ; [18.33333333 25.66666667],0
u3,1,0.778746,0.078935,[11  4] ; [11  5],[10.64516129  4.35483871] ; [11.35483871  4.64516129],0
d5,1,0.788178,0.072188,[31  9] ; [33 11],[30.47619048  9.52380952] ; [33.52380952 10.47619048],0
v2,1,0.820615,0.051417,[18 19] ; [21 20],[18.5 18.5] ; [20.5 20.5],0
v1,1,0.822572,0.050283,[18 19] ; [22 21],[18.5 18.5] ; [21.5 21.5],0
d3,1,0.877232,0.023864,[27 13] ; [29 15],[26.66666667 13.33333333] ; [29.33333333 14.66666667],0
a3,1,0.914159,0.01162,[25 15] ; [28 16],[25.23809524 14.76190476] ; [27.76190476 16.23809524],0
u2,1,0.919347,0.010253,[9 5] ; [10  6],[8.86666667 5.13333333] ; [10.13333333  5.86666667],0
a4,1,0.94672,0.004466,[13 27] ; [14 30],[12.85714286 27.14285714] ; [14.14285714 29.85714286],0
a5,1,0.963703,0.002071,[28 12] ; [31 13],[28.0952381 11.9047619] ; [30.9047619 13.0952381],0
