Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,8.6e-05,15.432138,[36  5] ; [21 23],[27.49411765 13.50588235] ; [29.50588235 14.49411765],1
s8,1,0.629748,0.232402,[17 24] ; [16 28],[15.91764706 25.08235294] ; [17.08235294 26.91764706],0
n1,1,0.653329,0.201728,[5 3] ; [9 8],[4.48 3.52] ; [9.52 7.48],0
u3,1,0.721277,0.127273,[10  8] ; [12 12],[9.42857143 8.57142857] ; [12.57142857 11.42857143],0
b2,1,0.756052,0.096515,[11 19] ; [ 9 13],[11.53846154 18.46153846] ; [ 8.46153846 13.53846154],0
b3,1,0.756052,0.096515,[11 19] ; [ 9 13],[11.53846154 18.46153846] ; [ 8.46153846 13.53846154],0
d4,1,0.781026,0.077274,[30 11] ; [31 13],[29.42352941 11.57647059] ; [31.57647059 12.42352941],0
n3,1,0.818733,0.052521,[6 2] ; [12  5],[5.76 2.24] ; [12.24  4.76],0
p7,1,0.834949,0.043413,[35  6] ; [36  7],[34.6547619  6.3452381] ; [36.3452381  6.6547619],0
p2,1,0.870373,0.026629,[35  6] ; [37  7],[34.72941176  6.27058824] ; [37.27058824  6.72941176],0
v2,1,0.911535,0.012344,[21 20] ; [21 21],[20.74698795 20.25301205] ; [21.25301205 20.74698795],0
r2,1,0.916416,0.011014,[37  4] ; [40  4],[37.14117647  3.85882353] ; [39.85882353  4.14117647],0
p11,1,0.931612,0.007364,[32  9] ; [34 10],[31.83529412  9.16470588] ; [34.16470588  9.83529412],0
b4,1,0.934649,0.006724,[22 19] ; [24 20],[22.18823529 18.81176471] ; [23.81176471 20.18823529],0
b1,1,0.958617,0.002692,[17 24] ; [18 26],[16.88235294 24.11764706] ; [18.11764706 25.88235294],0
