Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,8.6e-05,15.432138,[36  5] ; [21 23],[27.49411765 13.50588235] ; [29.50588235 14.49411765],1
n4,1,0.009045,6.813949,[34  7] ; [25 19],[28.45882353 12.54117647] ; [30.54117647 13.45882353],0
n5,1,0.017406,5.655008,[36  5] ; [29 15],[31.35294118  9.64705882] ; [33.64705882 10.35294118],0
p1,1,0.024505,5.058539,[10 31] ; [ 3 41],[ 6.27058824 34.72941176] ; [ 6.72941176 37.27058824],0
n6,1,0.032161,4.589904,[35  6] ; [28 15],[30.75 10.25] ; [32.25 10.75],0
d5,1,0.05082,3.814192,[32  9] ; [25 18],[27.82142857 13.17857143] ; [29.17857143 13.82142857],0
s7,1,0.056145,3.647747,[23 15] ; [16 25],[18.75949367 19.24050633] ; [20.24050633 20.75949367],0
p5,1,0.057402,3.610889,[10 31] ; [ 4 40],[ 6.75294118 34.24705882] ; [ 7.24705882 36.75294118],0
s6,1,0.066972,3.35572,[30 10] ; [24 19],[26.02409639 13.97590361] ; [27.97590361 15.02409639],0
r1,1,0.067852,3.334232,[31 10] ; [25 19],[27.01176471 13.98823529] ; [28.98823529 15.01176471],0
p8,1,0.067852,3.334232,[31 10] ; [25 19],[27.01176471 13.98823529] ; [28.98823529 15.01176471],0
p10,1,0.095278,2.782851,[32  9] ; [27 17],[28.45882353 12.54117647] ; [30.54117647 13.45882353],0
v3,1,0.122717,2.382303,[17 24] ; [11 32],[13.66666667 27.33333333] ; [14.33333333 28.66666667],0
r4,1,0.13591,2.223669,[38  3] ; [36  8],[35.69411765  5.30588235] ; [38.30588235  5.69411765],0
v1,1,0.191943,1.702637,[23 18] ; [18 25],[20.01190476 20.98809524] ; [20.98809524 22.01190476],0
d1,1,0.242541,1.365764,[14 27] ; [10 34],[11.57647059 29.42352941] ; [12.42352941 31.57647059],0
a7,1,0.261079,1.263028,[28 12] ; [25 18],[25.54216867 14.45783133] ; [27.45783133 15.54216867],0
a3,1,0.270008,1.216707,[23 17] ; [20 24],[20.47619048 19.52380952] ; [22.52380952 21.47619048],0
p9,1,0.283858,1.148525,[33  8] ; [31 13],[30.87058824 10.12941176] ; [33.12941176 10.87058824],0
s5,1,0.319699,0.990176,[13 24] ; [11 33],[10.96296296 26.03703704] ; [13.03703704 30.96296296],0
s4,1,0.325255,0.967697,[10 30] ; [ 7 36],[ 8.19277108 31.80722892] ; [ 8.80722892 34.19277108],0
a8,1,0.330939,0.94522,[ 5 33] ; [ 9 33],[ 6.65 31.35] ; [ 7.35 34.65],0
r3,1,0.353326,0.861477,[39  1] ; [41  3],[38.0952381  1.9047619] ; [41.9047619  2.0952381],0
n2,1,0.355703,0.853006,[7 1] ; [12  5],[6.08 1.92] ; [12.92  4.08],0
b5,1,0.357012,0.848376,[25 16] ; [31 13],[27.01176471 13.98823529] ; [28.98823529 15.01176471],0
s3,1,0.429981,0.622876,[24 17] ; [22 22],[22.18823529 18.81176471] ; [23.81176471 20.18823529],0
a6,1,0.440291,0.595525,[23 18] ; [21 23],[21.22352941 19.77647059] ; [22.77647059 21.22352941],0
s2,1,0.449678,0.571463,[22 19] ; [20 24],[20.25882353 20.74117647] ; [21.74117647 22.25882353],0
u2,1,0.463071,0.538462,[10  8] ; [16  8],[11.14285714  6.85714286] ; [14.85714286  9.14285714],0
a4,1,0.48389,0.490085,[10 31] ; [ 8 36],[ 8.68235294 32.31764706] ; [ 9.31764706 34.68235294],0
d2,1,0.488726,0.47933,[11 30] ; [ 9 35],[ 9.64705882 31.35294118] ; [10.35294118 33.64705882],0
u1,1,0.515394,0.4231,[ 2 39] ; [ 1 43],[ 1.44705882 39.55294118] ; [ 1.55294118 42.44705882],0
a1,1,0.515394,0.4231,[ 2 39] ; [ 1 43],[ 1.44705882 39.55294118] ; [ 1.55294118 42.44705882],0
d3,1,0.58984,0.290594,[22 19] ; [25 17],[23.21686747 17.78313253] ; [23.78313253 18.21686747],0
s1,1,0.598954,0.276576,[ 1 40] ; [ 2 42],[ 1.44705882 39.55294118] ; [ 1.55294118 42.44705882],0
p12,1,0.622475,0.242405,[ 4 37] ; [ 3 41],[ 3.37647059 37.62352941] ; [ 3.62352941 40.37647059],0
