Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,34.65271,[54  6] ; [30 44],[37.6119403 22.3880597] ; [46.3880597 27.6119403],1
s2,1,0.0,29.641498,[36 24] ; [11 63],[21.04477612 38.95522388] ; [25.95522388 48.04477612],1
s5,1,1e-06,24.325384,[26 33] ; [ 5 66],[14.06923077 44.93076923] ; [16.93076923 54.06923077],1
p4,1,2e-06,23.053442,[36 23] ; [15 59],[22.62406015 36.37593985] ; [28.37593985 45.62406015],1
s8,1,2e-06,22.61753,[26 34] ; [ 6 68],[14.32835821 45.67164179] ; [17.67164179 56.32835821],1
n6,1,3e-06,21.7313,[50 10] ; [32 41],[36.9924812 23.0075188] ; [45.0075188 27.9924812],1
s7,1,1.4e-05,18.86188,[30 25] ; [12 57],[18.62903226 36.37096774] ; [23.37096774 45.62903226],1
r3,1,2.4e-05,17.881423,[52  7] ; [40 34],[40.81203008 18.18796992] ; [51.18796992 22.81203008],1
r1,1,7.3e-05,15.72336,[46 13] ; [32 41],[34.86363636 24.13636364] ; [43.13636364 29.86363636],1
v4,1,8.5e-05,15.454729,[56  4] ; [48 26],[46.56716418 13.43283582] ; [57.43283582 16.56716418],1
s3,1,0.000344,12.81486,[37 22] ; [23 50],[26.81818182 32.18181818] ; [33.18181818 39.81818182],1
p2,1,0.000503,12.105102,[44 15] ; [33 41],[34.15789474 24.84210526] ; [42.84210526 31.15789474],1
u3,1,0.001153,10.563539,[15  6] ; [ 8 23],[ 9.28846154 11.71153846] ; [13.71153846 17.28846154],0
p5,1,0.001283,10.367309,[10 49] ; [ 1 72],[ 4.91666667 54.08333333] ; [ 6.08333333 66.91666667],0
r2,1,0.002597,9.071052,[56  4] ; [52 19],[49.46564885 10.53435115] ; [58.53435115 12.46564885],0
v1,1,0.008223,6.984222,[25 35] ; [15 58],[18.04511278 41.95488722] ; [21.95488722 51.04511278],0
p9,1,0.008367,6.953153,[39 20] ; [30 40],[31.55813953 27.44186047] ; [37.44186047 32.55813953],0
d5,1,0.008608,6.902374,[46 13] ; [41 32],[38.88636364 20.11363636] ; [48.11363636 24.88636364],0
p10,1,0.016413,5.758128,[32 26] ; [25 48],[25.23664122 32.76335878] ; [31.76335878 41.23664122],0
p1,1,0.018264,5.570669,[11 49] ; [ 4 70],[ 6.71641791 53.28358209] ; [ 8.28358209 65.71641791],0
p7,1,0.020712,5.350861,[30 29] ; [23 51],[23.5112782 35.4887218] ; [29.4887218 44.5112782],0
d4,1,0.023394,5.139012,[46 13] ; [44 30],[39.92481203 19.07518797] ; [50.07518797 23.92481203],0
a7,1,0.040216,4.208749,[44 16] ; [41 32],[38.34586466 21.65413534] ; [46.65413534 26.34586466],0
s4,1,0.055545,3.665645,[16 44] ; [10 64],[11.64179104 48.35820896] ; [14.35820896 59.64179104],0
p8,1,0.060991,3.510228,[22 38] ; [16 57],[17.14285714 42.85714286] ; [20.85714286 52.14285714],0
p3,1,0.06611,3.377066,[24 35] ; [19 55],[19.07518797 39.92481203] ; [23.92481203 50.07518797],0
u1,1,0.070415,3.273324,[10 50] ; [ 5 69],[ 6.71641791 53.28358209] ; [ 8.28358209 65.71641791],0
u2,1,0.089488,2.883564,[11 10] ; [ 9 22],[ 8.07692308 12.92307692] ; [11.92307692 19.07692308],0
v3,1,0.103771,2.64661,[16 43] ; [11 60],[12.25384615 46.74615385] ; [14.74615385 56.25384615],0
d1,1,0.115634,2.475476,[30 30] ; [27 47],[25.52238806 34.47761194] ; [31.47761194 42.52238806],0
d3,1,0.134015,2.245369,[38 21] ; [37 35],[33.77862595 25.22137405] ; [41.22137405 30.77862595],0
n5,1,0.155228,2.020108,[42 18] ; [43 31],[38.05970149 21.94029851] ; [46.94029851 27.05970149],0
b5,1,0.16992,1.883648,[41 19] ; [42 32],[37.1641791 22.8358209] ; [45.8358209 28.1641791],0
n2,1,0.195922,1.672512,[19  9] ; [17 16],[16.52459016 11.47540984] ; [19.47540984 13.52459016],0
a6,1,0.221239,1.496318,[28 31] ; [43 31],[31.4962406 27.5037594] ; [39.5037594 34.4962406],0
b1,1,0.260176,1.267819,[39 21] ; [41 33],[35.82089552 24.17910448] ; [44.17910448 29.82089552],0
