Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.001282,10.36828,[22  7] ; [12 22],[15.65079365 13.34920635] ; [18.34920635 15.65079365],0
s8,1,0.001966,9.581476,[16 11] ; [ 7 27],[10.18032787 16.81967213] ; [12.81967213 21.18032787],0
n6,1,0.005912,7.576899,[25  3] ; [19 14],[20.19672131  7.80327869] ; [23.80327869  9.19672131],0
s5,1,0.0176,5.635546,[13 15] ; [ 6 27],[ 8.72131148 19.27868852] ; [10.27868852 22.72131148],0
s6,1,0.025617,4.981685,[21  7] ; [16 18],[16.70967742 11.29032258] ; [20.29032258 13.70967742],0
p9,1,0.02865,4.788547,[23  6] ; [18 16],[18.87301587 10.12698413] ; [22.12698413 11.87301587],0
s7,1,0.059801,3.542892,[15 12] ; [10 22],[11.44067797 15.55932203] ; [13.55932203 18.44067797],0
a4,1,0.073174,3.210353,[14 15] ; [ 9 25],[10.58730159 18.41269841] ; [12.41269841 21.58730159],0
p10,1,0.09731,2.749094,[22  7] ; [19 15],[18.87301587 10.12698413] ; [22.12698413 11.87301587],0
b1,1,0.106361,2.607477,[12 17] ; [21 13],[15.19047619 13.80952381] ; [17.80952381 16.19047619],0
p6,1,0.119565,2.423011,[15 14] ; [11 23],[11.96825397 17.03174603] ; [14.03174603 19.96825397],0
v4,1,0.121642,2.396045,[27  2] ; [27  7],[24.85714286  4.14285714] ; [29.14285714  4.85714286],0
n5,1,0.130425,2.287439,[23  6] ; [21 13],[20.25396825  8.74603175] ; [23.74603175 10.25396825],0
r1,1,0.152745,2.044625,[22  7] ; [20 14],[19.33333333  9.66666667] ; [22.66666667 11.33333333],0
a6,1,0.177544,1.818065,[13 15] ; [21 12],[15.60655738 12.39344262] ; [18.39344262 14.60655738],0
p11,1,0.195056,1.679014,[20  9] ; [18 16],[17.49206349 11.50793651] ; [20.50793651 13.49206349],0
s3,1,0.214798,1.538793,[19 10] ; [17 17],[16.57142857 12.42857143] ; [19.42857143 14.57142857],0
p4,1,0.227213,1.458222,[15 13] ; [13 21],[12.64516129 15.35483871] ; [15.35483871 18.64516129],0
u1,1,0.229691,1.442771,[ 3 26] ; [ 1 33],[ 1.84126984 27.15873016] ; [ 2.15873016 31.84126984],0
u3,1,0.248767,1.330215,[9 5] ; [5 7],[7.53846154 6.46153846] ; [6.46153846 5.53846154],0
n4,1,0.259403,1.27194,[21  8] ; [20 14],[18.87301587 10.12698413] ; [22.12698413 11.87301587],0
d3,1,0.268165,1.226107,[15 13] ; [13 20],[12.85245902 15.14754098] ; [15.14754098 17.85245902],0
v3,1,0.276107,1.186155,[11 18] ; [ 8 24],[ 9.03278689 19.96721311] ; [ 9.96721311 22.03278689],0
a3,1,0.29687,1.088199,[15 14] ; [22 12],[17.03174603 11.96825397] ; [19.96825397 14.03174603],0
s1,1,0.325578,0.966405,[ 2 27] ; [ 5 29],[ 3.22222222 25.77777778] ; [ 3.77777778 30.22222222],0
s4,1,0.341984,0.90298,[ 7 22] ; [ 5 29],[ 5.52380952 23.47619048] ; [ 6.47619048 27.52380952],0
n3,1,0.382733,0.761905,[6 1] ; [6 3],[5.25 1.75] ; [6.75 2.25],0
b2,1,0.438302,0.600725,[ 7 14] ; [ 5 17],[ 5.86046512 15.13953488] ; [ 6.13953488 15.86046512],0
b3,1,0.438302,0.600725,[ 7 14] ; [ 5 17],[ 5.86046512 15.13953488] ; [ 6.13953488 15.86046512],0
v2,1,0.45935,0.547477,[19 10] ; [18 14],[17.59016393 11.40983607] ; [19.40983607 12.59016393],0
d4,1,0.477004,0.505706,[21  7] ; [22 11],[19.73770492  8.26229508] ; [23.26229508  9.73770492],0
d5,1,0.478045,0.50332,[18 10] ; [24  9],[19.27868852  8.72131148] ; [22.72131148 10.27868852],0
r4,1,0.478869,0.501438,[25  4] ; [27  7],[23.93650794  5.06349206] ; [28.06349206  5.93650794],0
r3,1,0.51177,0.430447,[27  2] ; [30  4],[26.23809524  2.76190476] ; [30.76190476  3.23809524],0
b4,1,0.520843,0.412223,[16 13] ; [16 18],[14.73015873 14.26984127] ; [17.26984127 16.73015873],0
p5,1,0.525857,0.402391,[ 4 24] ; [ 3 30],[ 3.21311475 24.78688525] ; [ 3.78688525 29.21311475],0
a8,1,0.560192,0.339372,[ 4 23] ; [ 7 27],[ 4.86885246 22.13114754] ; [ 6.13114754 27.86885246],0
r2,1,0.573216,0.31733,[26  3] ; [28  5],[25.25806452  3.74193548] ; [28.74193548  4.25806452],0
p3,1,0.609774,0.260504,[13 15] ; [18 16],[14. 14.] ; [17. 17.],0
p8,1,0.773367,0.082929,[13 16] ; [16 17],[13.56451613 15.43548387] ; [15.43548387 17.56451613],0
a5,1,0.792987,0.068872,[18 11] ; [20 14],[17.49206349 11.50793651] ; [20.50793651 13.49206349],0
n1,1,0.832662,0.044643,[3 4] ; [3 5],[2.8 4.2] ; [3.2 4.8],0
p1,1,0.869305,0.027074,[ 2 27] ; [ 2 32],[ 1.84126984 27.15873016] ; [ 2.15873016 31.84126984],0
a2,1,0.869305,0.027074,[ 2 27] ; [ 2 32],[ 1.84126984 27.15873016] ; [ 2.15873016 31.84126984],0
p12,1,0.869305,0.027074,[ 2 27] ; [ 2 32],[ 1.84126984 27.15873016] ; [ 2.15873016 31.84126984],0
u2,1,0.896669,0.016866,[6 8] ; [5 6],[6.16 7.84] ; [4.84 6.16],0
d1,1,0.9232,0.009294,[14 15] ; [16 18],[13.80952381 15.19047619] ; [16.19047619 17.80952381],0
b5,1,0.946318,0.004534,[19 10] ; [22 12],[18.87301587 10.12698413] ; [22.12698413 11.87301587],0
a7,1,0.980225,0.000614,[18 11] ; [21 13],[17.95238095 11.04761905] ; [21.04761905 12.95238095],0
d2,1,0.99312,7.4e-05,[11 17] ; [13 20],[11.01639344 16.98360656] ; [12.98360656 20.01639344],0
