Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,1.1e-05,19.346538,[14  2] ; [ 6 24],[6.95652174 9.04347826] ; [13.04347826 16.95652174],1
p4,1,6.8e-05,15.854882,[8 8] ; [ 1 32],[ 2.93877551 13.06122449] ; [ 6.06122449 26.93877551],1
p10,1,0.000148,14.4,[12  4] ; [ 6 26],[ 6. 10.] ; [12. 20.],1
s8,1,0.000345,12.80777,[8 8] ; [ 2 31],[ 3.26530612 12.73469388] ; [ 6.73469388 26.26530612],1
s5,1,0.000724,11.426938,[8 7] ; [ 3 30],[ 3.4375 11.5625] ; [ 7.5625 25.4375],1
p11,1,0.001289,10.358417,[8 8] ; [ 3 30],[ 3.59183673 12.40816327] ; [ 7.40816327 25.59183673],0
p3,1,0.001398,10.208591,[7 9] ; [ 2 31],[ 2.93877551 13.06122449] ; [ 6.06122449 26.93877551],0
v4,1,0.00279,8.940025,[14  2] ; [14 19],[9.14285714 6.85714286] ; [18.85714286 14.14285714],0
s2,1,0.004759,7.968925,[7 9] ; [ 3 30],[ 3.26530612 12.73469388] ; [ 6.73469388 26.26530612],0
s6,1,0.0067,7.351638,[9 7] ; [ 6 27],[ 4.89795918 11.10204082] ; [10.10204082 22.89795918],0
b5,1,0.019419,5.463349,[11  5] ; [11 22],[7.18367347 8.81632653] ; [14.81632653 18.18367347],0
s7,1,0.039609,4.234557,[7 9] ; [ 5 26],[ 4.08510638 11.91489362] ; [ 7.91489362 23.08510638],0
p8,1,0.049065,3.873112,[ 5 11] ; [ 3 30],[ 2.6122449 13.3877551] ; [ 5.3877551 27.6122449],0
p6,1,0.064838,3.409091,[ 3 13] ; [ 1 31],[ 1.33333333 14.66666667] ; [ 2.66666667 29.33333333],0
u3,1,0.081481,3.035102,[4 3] ; [ 3 12],[2.22727273 4.77272727] ; [ 4.77272727 10.22727273],0
n6,1,0.083862,2.988412,[11  5] ; [14 19],[8.16326531 7.83673469] ; [16.83673469 16.16326531],0
s3,1,0.088407,2.903147,[7 9] ; [ 6 24],[ 4.52173913 11.47826087] ; [ 8.47826087 21.52173913],0
b2,1,0.100728,2.693981,[2 7] ; [13 11],[4.09090909 4.90909091] ; [10.90909091 13.09090909],0
b3,1,0.100728,2.693981,[2 7] ; [13 11],[4.09090909 4.90909091] ; [10.90909091 13.09090909],0
r4,1,0.104883,2.629677,[ 5 11] ; [ 4 29],[ 2.93877551 13.06122449] ; [ 6.06122449 26.93877551],0
p12,1,0.194763,1.681214,[ 2 14] ; [ 1 32],[ 0.97959184 15.02040816] ; [ 2.02040816 30.97959184],0
u1,1,0.194763,1.681214,[ 2 14] ; [ 1 32],[ 0.97959184 15.02040816] ; [ 2.02040816 30.97959184],0
v1,1,0.225882,1.466605,[ 6 10] ; [ 7 26],[ 4.24489796 11.75510204] ; [ 8.75510204 24.24489796],0
u2,1,0.262193,1.257143,[3 4] ; [ 3 12],[1.90909091 5.09090909] ; [ 4.09090909 10.90909091],0
d3,1,0.265948,1.23753,[9 7] ; [13 20],[7.18367347 8.81632653] ; [14.81632653 18.18367347],0
v3,1,0.286853,1.134331,[ 2 13] ; [ 9 24],[ 3.4375 11.5625] ; [ 7.5625 25.4375],0
n1,1,0.315594,1.007119,[4 7] ; [10  8],[5.31034483 5.68965517] ; [8.68965517 9.31034483],0
b4,1,0.342774,0.900029,[11  5] ; [18 15],[9.46938776 6.53061224] ; [19.53061224 13.46938776],0
b1,1,0.362427,0.829467,[8 8] ; [21 12],[9.46938776 6.53061224] ; [19.53061224 13.46938776],0
s1,1,0.372719,0.794581,[ 1 15] ; [ 5 28],[ 1.95918367 14.04081633] ; [ 4.04081633 28.95918367],0
s4,1,0.403775,0.697054,[ 4 12] ; [ 5 28],[ 2.93877551 13.06122449] ; [ 6.06122449 26.93877551],0
p5,1,0.440108,0.596002,[ 2 14] ; [ 2 31],[ 1.30612245 14.69387755] ; [ 2.69387755 30.30612245],0
n4,1,0.466348,0.530615,[10  6] ; [24  9],[11.10204082  4.89795918] ; [22.89795918 10.10204082],0
