Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,2.4e-05,17.814783,[34  5] ; [3 9],[28.29411765 10.70588235] ; [8.70588235 3.29411765],1
b1,1,0.002451,9.176471,[ 9 30] ; [9 4],[13.5 25.5] ; [4.5 8.5],0
s8,1,0.012631,6.220096,[18 21] ; [ 1 12],[14.25 24.75] ; [4.75 8.25],0
r3,1,0.01623,5.777778,[38  1] ; [10  3],[36.  3.] ; [12.  1.],0
p11,1,0.037232,4.339753,[22 17] ; [ 3 10],[18.75 20.25] ; [6.25 6.75],0
v2,1,0.053885,3.716258,[20 17] ; [ 3 10],[17.02 19.98] ; [5.98 7.02],0
v4,1,0.062265,3.476008,[36  2] ; [10  3],[34.2745098  3.7254902] ; [11.7254902  1.2745098],0
p7,1,0.063531,3.442729,[23 15] ; [4 9],[20.11764706 17.88235294] ; [6.88235294 6.11764706],0
a5,1,0.092389,2.832244,[28 11] ; [6 7],[25.5 13.5] ; [8.5 4.5],0
p3,1,0.105109,2.626263,[14 25] ; [8 5],[16.5 22.5] ; [5.5 7.5],0
n6,1,0.134548,2.239234,[27 12] ; [6 7],[24.75 14.25] ; [8.25 4.75],0
p2,1,0.134548,2.239234,[27 12] ; [6 7],[24.75 14.25] ; [8.25 4.75],0
r1,1,0.165205,1.925926,[29 10] ; [7 6],[27. 12.] ; [9. 4.],0
a7,1,0.183314,1.770547,[28 10] ; [7 6],[26.07843137 11.92156863] ; [8.92156863 4.07843137],0
p6,1,0.187986,1.733333,[17 22] ; [ 3 10],[15. 24.] ; [5. 8.],0
n1,1,0.231605,1.430976,[2 7] ; [4 4],[3.17647059 5.82352941] ; [2.82352941 5.17647059],0
d3,1,0.240294,1.378868,[32  6] ; [9 4],[30.54901961  7.45098039] ; [10.45098039  2.54901961],0
d1,1,0.253364,1.304659,[25 14] ; [6 7],[23.25 15.75] ; [7.75 5.25],0
u1,1,0.289978,1.119724,[ 8 31] ; [ 1 12],[ 6.75 32.25] ; [ 2.25 10.75],0
s3,1,0.312612,1.019608,[24 15] ; [10  3],[25.5 13.5] ; [8.5 4.5],0
b5,1,0.312612,1.019608,[27 12] ; [7 6],[25.5 13.5] ; [8.5 4.5],0
r2,1,0.367932,0.810636,[38  1] ; [11  1],[37.47058824  1.52941176] ; [11.52941176  0.47058824],0
n2,1,0.402388,0.701178,[5 4] ; [6 2],[5.82352941 3.17647059] ; [5.17647059 2.82352941],0
a4,1,0.405783,0.691122,[13 26] ; [6 7],[14.25 24.75] ; [4.75 8.25],0
u2,1,0.410117,0.678462,[8 5] ; [2 3],[7.22222222 5.77777778] ; [2.77777778 2.22222222],0
u3,1,0.45675,0.553846,[12  1] ; [4 1],[11.55555556  1.44444444] ; [4.44444444 0.55555556],0
s6,1,0.475896,0.508253,[30  8] ; [9 4],[29.05882353  8.94117647] ; [9.94117647 3.05882353],0
a2,1,0.4816,0.495238,[ 6 33] ; [ 1 12],[ 5.25 33.75] ; [ 1.75 11.25],0
v1,1,0.487752,0.481481,[13 26] ; [ 3 10],[12. 27.] ; [4. 9.],0
n3,1,0.490168,0.476157,[7 2] ; [5 3],[6.35294118 2.64705882] ; [5.64705882 2.35294118],0
a6,1,0.510358,0.433333,[25 14] ; [7 6],[24. 15.] ; [8. 5.],0
s2,1,0.523373,0.40724,[27 11] ; [8 5],[26.07843137 11.92156863] ; [8.92156863 4.07843137],0
r4,1,0.525492,0.403101,[33  6] ; [10  3],[32.25  6.75] ; [10.75  2.25],0
b3,1,0.540158,0.375247,[ 6 17] ; [3 5],[ 6.67741935 16.32258065] ; [2.32258065 5.67741935],0
b2,1,0.540158,0.375247,[ 6 17] ; [3 5],[ 6.67741935 16.32258065] ; [2.32258065 5.67741935],0
p8,1,0.561423,0.337247,[12 26] ; [ 3 10],[11.17647059 26.82352941] ; [3.82352941 9.17647059],0
p1,1,0.616226,0.251208,[ 4 35] ; [ 2 11],[ 4.5 34.5] ; [ 1.5 11.5],0
s5,1,0.673659,0.177352,[18 19] ; [5 7],[17.36734694 19.63265306] ; [5.63265306 6.36734694],0
d5,1,0.715134,0.133203,[31  7] ; [10  3],[30.54901961  7.45098039] ; [10.45098039  2.54901961],0
s7,1,0.722279,0.12632,[23 15] ; [6 5],[22.48979592 15.51020408] ; [6.51020408 4.48979592],0
a3,1,0.736429,0.11329,[26 13] ; [8 5],[25.5 13.5] ; [8.5 4.5],0
b4,1,0.736429,0.11329,[26 13] ; [8 5],[25.5 13.5] ; [8.5 4.5],0
d2,1,0.748774,0.102564,[20 19] ; [6 7],[19.5 19.5] ; [6.5 6.5],0
d4,1,0.832393,0.044789,[32  7] ; [11  2],[32.25  6.75] ; [10.75  2.25],0
n4,1,0.864475,0.029132,[13 26] ; [4 9],[12.75 26.25] ; [4.25 8.75],0
v3,1,0.867057,0.028022,[12 27] ; [4 8],[12.23529412 26.76470588] ; [3.76470588 8.23529412],0
p4,1,0.870382,0.026626,[16 23] ; [5 8],[15.75 23.25] ; [5.25 7.75],0
