Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,103.150956,[204  48] ; [165 242],[141.1047041 110.8952959] ; [227.8952959 179.1047041],1
v1,1,0.0,32.656181,[164  88] ; [174 238],[128.27710843 123.72289157] ; [209.72289157 202.27710843],1
s8,1,1.4e-05,18.833372,[134 119] ; [150 268],[107.08196721 145.91803279] ; [176.91803279 241.08196721],1
s7,1,2.1e-05,18.14042,[139 102] ; [164 242],[112.86398764 128.13601236] ; [190.13601236 215.86398764],1
n4,1,0.000323,12.934343,[219  36] ; [310 108],[200.43833581  54.56166419] ; [328.56166419  89.43833581],1
n5,1,0.000494,12.136807,[217  38] ; [307 110],[198.83928571  56.16071429] ; [325.16071429  91.83928571],1
p3,1,0.001555,10.01214,[138 118] ; [173 245],[118.12462908 137.87537092] ; [192.87537092 225.12462908],0
a3,1,0.001674,9.876657,[196  58] ; [274 143],[177.91356185  76.08643815] ; [292.08643815 124.91356185],0
d1,1,0.001776,9.76767,[167  89] ; [222 197],[147.53185185 108.46814815] ; [241.46814815 177.53185185],0
a2,1,0.001885,9.658012,[ 79 177] ; [ 85 334],[ 62.19851852 193.80148148] ; [101.80148148 317.19851852],0
d2,1,0.0042,8.195207,[141 113] ; [184 233],[123.02533532 130.97466468] ; [201.97466468 215.02533532],0
p12,1,0.005311,7.770327,[ 22 232] ; [ 15 402],[ 14.00596125 239.99403875] ; [ 22.99403875 394.00596125],0
r4,1,0.013359,6.12097,[238  18] ; [364  55],[228.31407407  27.68592593] ; [373.68592593  45.31407407],0
d3,1,0.014896,5.928758,[189  67] ; [271 147],[174.71810089  81.28189911] ; [285.28189911 132.71810089],0
p7,1,0.017834,5.612394,[167  80] ; [241 172],[152.69090909  94.30909091] ; [255.30909091 157.69090909],0
r2,1,0.018426,5.555198,[246   7] ; [384  29],[239.32432432  13.67567568] ; [390.67567568  22.32432432],0
a1,1,0.02103,5.324296,[ 14 242] ; [  9 410],[  8.72296296 247.27703704] ; [ 14.27703704 404.72296296],0
s4,1,0.021093,5.31909,[ 35 219] ; [ 86 326],[ 46.14714715 207.85285285] ; [ 74.85285285 337.14714715],0
d4,1,0.021934,5.251028,[217  37] ; [328  91],[205.69093611  48.30906389] ; [339.30906389  79.69093611],0
s2,1,0.02518,5.01143,[137 115] ; [189 227],[122.98203593 129.01796407] ; [203.01796407 212.98203593],0
r1,1,0.029141,4.759252,[211  45] ; [313 103],[199.61904762  56.38095238] ; [324.38095238  91.61904762],0
r3,1,0.032301,4.582462,[248   7] ; [390  27],[242.09821429  12.90178571] ; [395.90178571  21.09821429],0
p10,1,0.039171,4.253441,[214  39] ; [324  91],[203.76347305  49.23652695] ; [334.23652695  80.76347305],0
s3,1,0.065969,3.380579,[144 105] ; [210 206],[132.55037594 116.44962406] ; [221.44962406 194.55037594],0
u1,1,0.072962,3.215105,[ 57 199] ; [ 70 349],[ 48.16592593 207.83407407] ; [ 78.83407407 340.16592593],0
d5,1,0.083067,3.003857,[214  41] ; [328  90],[205.3640416  49.6359584] ; [336.6359584  81.3640416],0
s6,1,0.103016,2.658222,[172  76] ; [262 153],[162.34087481  85.65912519] ; [271.65912519 143.34087481],0
v4,1,0.124586,2.358695,[247   9] ; [392  26],[242.70623145  13.29376855] ; [396.29376855  21.70623145],0
a6,1,0.140223,2.175505,[179  76] ; [271 148],[170.25222552  84.74777448] ; [279.74777448 139.25222552],0
u4,1,0.147215,2.100877,[  6 250] ; [  4 415],[  3.79259259 252.20740741] ; [  6.20740741 412.79259259],0
