Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,6e-06,20.378525,[57  5] ; [2 5],[53.01449275  8.98550725] ; [5.98550725 1.01449275],1
p9,1,1e-05,19.5926,[61  1] ; [4 3],[58.4057971  3.5942029] ; [6.5942029 0.4057971],1
a7,1,0.009026,6.817749,[47 15] ; [2 5],[44.02898551 17.97101449] ; [4.97101449 2.02898551],0
a5,1,0.016588,5.739401,[51 11] ; [3 4],[48.52173913 13.47826087] ; [5.47826087 1.52173913],0
v2,1,0.021351,5.297915,[36 24] ; [1 6],[33.13432836 26.86567164] ; [3.86567164 3.13432836],0
p7,1,0.049235,3.867312,[51  8] ; [4 3],[49.16666667  9.83333333] ; [5.83333333 1.16666667],0
a3,1,0.06076,3.516523,[53  9] ; [4 3],[51.2173913 10.7826087] ; [5.7826087 1.2173913],0
a6,1,0.085962,2.948411,[38 23] ; [2 5],[35.88235294 25.11764706] ; [4.11764706 2.88235294],0
p2,1,0.088487,2.901681,[57  5] ; [5 2],[55.71014493  6.28985507] ; [6.28985507 0.71014493],0
s1,1,0.088487,2.901681,[ 5 57] ; [2 5],[ 6.28985507 55.71014493] ; [0.71014493 6.28985507],0
b4,1,0.100251,2.701542,[33 29] ; [6 1],[35.04347826 26.95652174] ; [3.95652174 3.04347826],0
b1,1,0.262309,1.256531,[22 40] ; [4 3],[23.36231884 38.63768116] ; [2.63768116 4.36231884],0
d4,1,0.274117,1.196027,[53  8] ; [5 2],[52.02941176  8.97058824] ; [5.97058824 1.02941176],0
b5,1,0.302949,1.06117,[23 39] ; [4 3],[24.26086957 37.73913043] ; [2.73913043 4.26086957],0
n6,1,0.318447,0.995316,[58  3] ; [6 1],[57.41176471  3.58823529] ; [6.58823529 0.41176471],0
p8,1,0.335578,0.927253,[53  9] ; [5 2],[52.11594203  9.88405797] ; [5.88405797 1.11594203],0
v3,1,0.336992,0.921841,[37 23] ; [3 4],[35.82089552 24.17910448] ; [4.17910448 2.82089552],0
s2,1,0.365823,0.817805,[43 19] ; [6 1],[44.02898551 17.97101449] ; [4.97101449 2.02898551],0
d3,1,0.440399,0.595243,[44 17] ; [6 1],[44.85294118 16.14705882] ; [5.14705882 1.85294118],0
b2,1,0.441105,0.593407,[24 24] ; [2 4],[23.11111111 24.88888889] ; [2.88888889 3.11111111],0
b3,1,0.441105,0.593407,[24 24] ; [2 4],[23.11111111 24.88888889] ; [2.88888889 3.11111111],0
p1,1,0.451131,0.567808,[18 44] ; [3 4],[18.86956522 43.13043478] ; [2.13043478 4.86956522],0
u1,1,0.487329,0.482418,[11 51] ; [2 5],[11.68115942 50.31884058] ; [1.31884058 5.68115942],0
v1,1,0.487724,0.481544,[42 18] ; [4 3],[41.19402985 18.80597015] ; [4.80597015 2.19402985],0
d5,1,0.501849,0.451024,[50 11] ; [5 2],[49.33823529 11.66176471] ; [5.66176471 1.33823529],0
p3,1,0.501849,0.451024,[50 11] ; [5 2],[49.33823529 11.66176471] ; [5.66176471 1.33823529],0
p6,1,0.530515,0.393406,[42 19] ; [4 3],[41.26470588 19.73529412] ; [4.73529412 2.26470588],0
d2,1,0.57251,0.318501,[33 28] ; [3 4],[32.29411765 28.70588235] ; [3.70588235 3.29411765],0
d1,1,0.572829,0.317972,[42 20] ; [4 3],[41.33333333 20.66666667] ; [4.66666667 2.33333333],0
s8,1,0.581276,0.304177,[49 12] ; [5 2],[48.44117647 12.55882353] ; [5.55882353 1.44117647],0
s5,1,0.705627,0.142684,[38 21] ; [4 3],[37.54545455 21.45454545] ; [4.45454545 2.54545455],0
u2,1,0.735317,0.114286,[5 4] ; [2 1],[5.25 3.75] ; [1.75 1.25],0
r1,1,0.814484,0.055059,[55  7] ; [6 1],[54.8115942  7.1884058] ; [6.1884058 0.8115942],0
p4,1,0.826981,0.047775,[54  7] ; [6 1],[53.82352941  7.17647059] ; [6.17647059 0.82352941],0
a4,1,0.907515,0.013496,[28 34] ; [3 4],[27.85507246 34.14492754] ; [3.14492754 3.85507246],0
a8,1,0.917638,0.010693,[ 9 48] ; [1 6],[ 8.90625 48.09375] ; [1.09375 5.90625],0
a1,1,0.986903,0.000269,[ 9 53] ; [1 6],[ 8.98550725 53.01449275] ; [1.01449275 5.98550725],0
u3,1,1.0,0.0,[6 3] ; [2 1],[6. 3.] ; [2. 1.],0
