Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,55.467076,[120  16] ; [22 38],[98.53061224 37.46938776] ; [43.46938776 16.53061224],1
n6,1,6e-06,20.373557,[124  12] ; [39 21],[113.10204082  22.89795918] ; [49.89795918 10.10204082],1
s7,1,5.6e-05,16.23887,[96 33] ; [25 32],[83.91935484 45.08064516] ; [37.08064516 19.91935484],1
p11,1,0.00102,10.790455,[108  28] ; [34 26],[98.53061224 37.46938776] ; [43.46938776 16.53061224],0
b3,1,0.00456,8.046038,[30 47] ; [ 3 26],[23.97169811 53.02830189] ; [ 9.02830189 19.97169811],0
b2,1,0.00456,8.046038,[30 47] ; [ 3 26],[23.97169811 53.02830189] ; [ 9.02830189 19.97169811],0
r1,1,0.008583,6.907539,[113  23] ; [39 20],[106.01025641  29.98974359] ; [45.98974359 13.01025641],0
a3,1,0.01553,5.855354,[100  35] ; [34 26],[92.76923077 42.23076923] ; [41.23076923 18.76923077],0
a4,1,0.023042,5.1653,[64 71] ; [18 42],[56.76923077 78.23076923] ; [25.23076923 34.76923077],0
s4,1,0.034977,4.446316,[33 99] ; [24 36],[39.1875 92.8125] ; [17.8125 42.1875],0
p4,1,0.055701,3.660972,[85 50] ; [29 31],[78.92307692 56.07692308] ; [35.07692308 24.92307692],0
p6,1,0.079948,3.065957,[56 79] ; [17 43],[50.53846154 84.46153846] ; [22.46153846 37.53846154],0
v3,1,0.084415,2.977773,[43 89] ; [12 47],[38.0104712 93.9895288] ; [16.9895288 42.0104712],0
p5,1,0.08607,2.946385,[ 11 124] ; [ 1 58],[  8.35051546 126.64948454] ; [ 3.64948454 55.35051546],0
n1,1,0.102544,2.665528,[13 19] ; [ 3 14],[10.44897959 21.55102041] ; [ 5.55102041 11.44897959],0
a8,1,0.105783,2.616124,[ 17 107] ; [ 3 52],[ 13.8547486 110.1452514] ; [ 6.1452514 48.8547486],0
d3,1,0.106942,2.598844,[89 45] ; [46 13],[93.73056995 40.26943005] ; [41.26943005 17.73056995],0
p1,1,0.131338,2.276619,[ 13 121] ; [ 2 57],[ 10.41450777 123.58549223] ; [ 4.58549223 54.41450777],0
d5,1,0.140507,2.1724,[109  26] ; [42 17],[105.07731959  29.92268041] ; [45.92268041 13.07731959],0
b1,1,0.156844,2.004395,[60 76] ; [20 40],[55.51020408 80.48979592] ; [24.48979592 35.51020408],0
p2,1,0.169365,1.888554,[116  19] ; [46 13],[112.73195876  22.26804124] ; [49.26804124  9.73195876],0
a1,1,0.172078,1.864748,[  5 131] ; [ 5 55],[  6.93877551 129.06122449] ; [ 3.06122449 56.93877551],0
p8,1,0.206572,1.595291,[70 64] ; [25 34],[65.95854922 68.04145078] ; [29.04145078 29.95854922],0
s8,1,0.215027,1.537255,[72 64] ; [26 34],[68. 68.] ; [30. 30.],0
a2,1,0.218799,1.51223,[ 36 100] ; [11 49],[ 32.6122449 103.3877551] ; [14.3877551 45.6122449],0
p3,1,0.232259,1.426973,[66 68] ; [24 36],[62.16494845 71.83505155] ; [27.83505155 32.16494845],0
d1,1,0.259903,1.269272,[82 54] ; [31 29],[78.40816327 57.59183673] ; [34.59183673 25.40816327],0
n2,1,0.282209,1.156422,[26  7] ; [11  6],[24.42  8.58] ; [12.58  4.42],0
d2,1,0.282688,1.154119,[72 63] ; [27 33],[68.53846154 66.46153846] ; [30.46153846 29.53846154],0
p9,1,0.295678,1.093588,[112  21] ; [46 13],[109.44791667  23.55208333] ; [48.55208333 10.44791667],0
b4,1,0.329758,0.949849,[76 60] ; [38 22],[79.10204082 56.89795918] ; [34.89795918 25.10204082],0
n3,1,0.333808,0.934069,[23 10] ; [14  3],[24.42  8.58] ; [12.58  4.42],0
a6,1,0.355997,0.851963,[87 47] ; [43 17],[89.79381443 44.20618557] ; [40.20618557 19.79381443],0
u3,1,0.451402,0.56713,[23 13] ; [13 11],[21.6 14.4] ; [14.4  9.6],0
b5,1,0.508984,0.436156,[77 59] ; [37 23],[79.10204082 56.89795918] ; [34.89795918 25.10204082],0
r4,1,0.531462,0.391595,[120  16] ; [51  9],[118.65306122  17.34693878] ; [52.34693878  7.65306122],0
p12,1,0.533931,0.386905,[ 10 125] ; [ 3 57],[  9. 126.] ; [ 4. 56.],0
r3,1,0.569466,0.323576,[128   7] ; [58  2],[128.76923077   6.23076923] ; [57.23076923  2.76923077],0
p10,1,0.570334,0.322125,[110  25] ; [46 13],[108.55670103  26.44329897] ; [47.44329897 11.55670103],0
u2,1,0.624293,0.23988,[21 15] ; [13 12],[20.06557377 15.93442623] ; [13.93442623 11.06557377],0
u1,1,0.632139,0.229172,[ 29 107] ; [11 49],[ 27.75510204 108.24489796] ; [12.24489796 47.75510204],0
v4,1,0.64988,0.206051,[129   7] ; [55  4],[128.32820513   7.67179487] ; [55.67179487  3.32820513],0
r2,1,0.65866,0.195155,[128   7] ; [55  4],[127.34536082   7.65463918] ; [55.65463918  3.34536082],0
s3,1,0.661992,0.191112,[117  17] ; [51  9],[116.04123711  17.95876289] ; [51.95876289  8.04123711],0
s1,1,0.663295,0.189546,[  9 127] ; [ 3 57],[  8.32653061 127.67346939] ; [ 3.67346939 56.32653061],0
v2,1,0.757155,0.095616,[57 75] ; [26 31],[57.96825397 74.03174603] ; [25.03174603 31.96825397],0
d4,1,0.825783,0.04845,[109  25] ; [48 12],[108.44329897  25.55670103] ; [48.55670103 11.44329897],0
a7,1,0.828788,0.046767,[101  34] ; [45 14],[101.59793814  33.40206186] ; [44.40206186 14.59793814],0
a5,1,0.838218,0.041687,[92 43] ; [40 20],[91.38461538 43.61538462] ; [40.61538462 19.38461538],0
s5,1,0.845334,0.038055,[50 82] ; [20 35],[49.41176471 82.58823529] ; [20.58823529 34.41176471],0
s6,1,0.861222,0.030562,[113  21] ; [50 10],[112.58762887  21.41237113] ; [50.41237113  9.58762887],0
p7,1,0.961112,0.002377,[86 46] ; [38 20],[86.14736842 45.85263158] ; [37.85263158 20.14736842],0
