Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.001185,10.51296,[21 34] ; [25  9],[28.42696629 26.57303371] ; [17.57303371 16.42696629],0
s7,1,0.002194,9.379403,[10 43] ; [17 17],[16.44827586 36.55172414] ; [10.55172414 23.44827586],0
a8,1,0.013793,6.06443,[ 3 47] ; [ 8 24],[ 6.70731707 43.29268293] ; [ 4.29268293 27.70731707],0
a4,1,0.014433,5.984416,[13 42] ; [17 18],[18.33333333 36.66666667] ; [11.66666667 23.33333333],0
d5,1,0.025095,5.017331,[29 26] ; [26  8],[33.98876404 21.01123596] ; [21.01123596 12.98876404],0
s8,1,0.028714,4.784677,[ 9 45] ; [13 22],[13.34831461 40.65168539] ; [ 8.65168539 26.34831461],0
a2,1,0.033904,4.499561,[ 5 50] ; [ 9 26],[ 8.55555556 46.44444444] ; [ 5.44444444 29.55555556],0
d4,1,0.035388,4.426349,[33 21] ; [28  6],[37.43181818 16.56818182] ; [23.56818182 10.43181818],0
s3,1,0.046354,3.968686,[27 28] ; [24 10],[31.51685393 23.48314607] ; [19.48314607 14.51685393],0
d1,1,0.051577,3.789442,[17 38] ; [18 17],[21.38888889 33.61111111] ; [13.61111111 21.38888889],0
u2,1,0.066206,3.374657,[17 15] ; [2 8],[14.47619048 17.52380952] ; [4.52380952 5.47619048],0
s5,1,0.068352,3.322166,[ 8 45] ; [11 24],[11.44318182 41.55681818] ; [ 7.55681818 27.44318182],0
p2,1,0.073628,3.200222,[38 17] ; [30  5],[41.55555556 13.44444444] ; [26.44444444  8.55555556],0
n2,1,0.076518,3.137349,[11  6] ; [12  1],[13.03333333  3.96666667] ; [9.96666667 3.03333333],0
a5,1,0.086795,2.932841,[26 29] ; [23 12],[29.94444444 25.05555556] ; [19.05555556 15.94444444],0
d3,1,0.120876,2.405932,[28 27] ; [23 11],[31.51685393 23.48314607] ; [19.48314607 14.51685393],0
a1,1,0.129633,2.296889,[ 1 54] ; [ 3 32],[ 2.44444444 52.55555556] ; [ 1.55555556 33.44444444],0
a6,1,0.202448,1.624625,[28 27] ; [22 12],[30.8988764 24.1011236] ; [19.1011236 14.8988764],0
b1,1,0.211443,1.561521,[31 24] ; [15 20],[28.11111111 26.88888889] ; [17.88888889 17.11111111],0
n4,1,0.221091,1.497277,[30 25] ; [23 11],[32.75280899 22.24719101] ; [20.24719101 13.75280899],0
b4,1,0.223965,1.478784,[29 26] ; [23 12],[31.77777778 23.22222222] ; [20.22222222 14.77777778],0
s6,1,0.241831,1.369889,[24 30] ; [20 15],[26.69662921 27.30337079] ; [17.30337079 17.69662921],0
u3,1,0.26419,1.246667,[17 17] ; [3 7],[15.45454545 18.54545455] ; [4.54545455 5.45454545],0
p3,1,0.266123,1.236623,[27 28] ; [13 22],[24.44444444 30.55555556] ; [15.55555556 19.44444444],0
a7,1,0.293811,1.102075,[30 25] ; [23 12],[32.38888889 22.61111111] ; [20.61111111 14.38888889],0
n5,1,0.317152,1.000655,[28 27] ; [21 13],[30.28089888 24.71910112] ; [18.71910112 15.28089888],0
b3,1,0.334564,0.931151,[ 5 23] ; [ 7 17],[ 6.46153846 21.53846154] ; [ 5.53846154 18.46153846],0
b2,1,0.334564,0.931151,[ 5 23] ; [ 7 17],[ 6.46153846 21.53846154] ; [ 5.53846154 18.46153846],0
n3,1,0.368042,0.810264,[12  5] ; [11  2],[13.03333333  3.96666667] ; [9.96666667 3.03333333],0
r4,1,0.373468,0.792093,[43 12] ; [30  5],[44.61111111 10.38888889] ; [28.38888889  6.61111111],0
s1,1,0.388548,0.74348,[ 4 51] ; [ 1 33],[ 3.08988764 51.91011236] ; [ 1.91011236 32.08988764],0
p11,1,0.398548,0.712702,[28 27] ; [21 14],[29.94444444 25.05555556] ; [19.05555556 15.94444444],0
v3,1,0.43744,0.602988,[13 42] ; [10 22],[14.54022989 40.45977011] ; [ 8.45977011 23.54022989],0
v1,1,0.468021,0.526646,[22 33] ; [11 23],[20.39325843 34.60674157] ; [12.60674157 21.39325843],0
v2,1,0.513953,0.426011,[22 31] ; [17 18],[23.48863636 29.51136364] ; [15.51136364 19.48863636],0
r3,1,0.540818,0.374026,[48  7] ; [32  3],[48.88888889  6.11111111] ; [31.11111111  3.88888889],0
s4,1,0.647753,0.208745,[ 8 46] ; [ 4 31],[ 7.28089888 46.71910112] ; [ 4.71910112 30.28089888],0
p8,1,0.661488,0.191721,[28 26] ; [16 18],[27. 27.] ; [17. 17.],0
n1,1,0.668129,0.183799,[ 7 10] ; [4 8],[ 6.44827586 10.55172414] ; [4.55172414 7.44827586],0
r2,1,0.671528,0.17982,[47  8] ; [31  4],[47.66666667  7.33333333] ; [30.33333333  4.66666667],0
p6,1,0.684745,0.164834,[22 32] ; [12 21],[21.10344828 32.89655172] ; [12.89655172 20.10344828],0
v4,1,0.697879,0.150688,[48  6] ; [32  3],[48.53932584  5.46067416] ; [31.46067416  3.53932584],0
p12,1,0.744446,0.106257,[ 1 54] ; [ 1 34],[ 1.22222222 53.77777778] ; [ 0.77777778 34.22222222],0
p5,1,0.75567,0.096828,[ 4 50] ; [ 2 33],[ 3.64044944 50.35955056] ; [ 2.35955056 32.64044944],0
r1,1,0.759766,0.093506,[36 19] ; [24 11],[36.66666667 18.33333333] ; [23.33333333 11.66666667],0
b5,1,0.813494,0.055659,[38 17] ; [25 10],[38.5 16.5] ; [24.5 10.5],0
n6,1,0.850137,0.0357,[36 18] ; [22 12],[35.59090909 18.40909091] ; [22.40909091 11.59090909],0
p4,1,0.852132,0.034745,[28 27] ; [18 16],[28.42696629 26.57303371] ; [17.57303371 16.42696629],0
u1,1,0.854505,0.033626,[ 7 48] ; [ 4 31],[ 6.72222222 48.27777778] ; [ 4.27777778 30.72222222],0
s2,1,0.940387,0.005592,[20 35] ; [13 22],[20.16666667 34.83333333] ; [12.83333333 22.16666667],0
p1,1,0.958176,0.00275,[ 3 52] ; [ 2 33],[ 3.05555556 51.94444444] ; [ 1.94444444 33.05555556],0
d2,1,0.964535,0.001977,[24 31] ; [15 19],[24.1011236 30.8988764] ; [14.8988764 19.1011236],0
