Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,44.268009,[263  40] ; [51 42],[240.25757576  62.74242424] ; [73.74242424 19.25757576],1
p10,1,0.0,34.381355,[251  51] ; [51 44],[229.73299748  72.26700252] ; [72.26700252 22.73299748],1
r3,1,0.0,28.924561,[293  11] ; [79 20],[280.61538462  23.38461538] ; [91.38461538  7.61538462],1
p2,1,0.0,25.671602,[258  46] ; [59 38],[240.319202  63.680798] ; [76.680798 20.319202],1
r4,1,1e-06,24.251873,[280  25] ; [72 27],[265.74257426  39.25742574] ; [86.25742574 12.74257426],1
p8,1,9e-06,19.73476,[169 128] ; [30 67],[150.00761421 146.99238579] ; [48.99238579 48.00761421],1
b1,1,0.000541,11.968084,[101 204] ; [52 47],[115.50742574 189.49257426] ; [37.49257426 61.50742574],1
p4,1,0.000608,11.752511,[178 126] ; [37 59],[163.4 140.6] ; [51.6 44.4],1
n6,1,0.000917,10.988706,[263  42] ; [71 28],[252.15346535  52.84653465] ; [81.84653465 17.15346535],1
p7,1,0.001543,10.025959,[189 113] ; [42 53],[175.72292191 126.27707809] ; [55.27707809 39.72292191],0
n4,1,0.002112,9.449174,[228  77] ; [58 41],[215.91584158  89.08415842] ; [70.08415842 28.91584158],0
v1,1,0.004523,8.060808,[162 139] ; [37 62],[149.7475 151.2525] ; [49.2525 49.7475],0
s1,1,0.011389,6.403604,[  3 300] ; [ 5 93],[  6.04488778 296.95511222] ; [ 1.95511222 96.04488778],0
n5,1,0.014773,5.943287,[219  84] ; [58 40],[209.3042394  93.6957606] ; [67.6957606 30.3042394],0
s2,1,0.024968,5.026115,[ 37 265] ; [21 77],[ 43.79 258.21] ; [14.21 83.79],0
p1,1,0.026407,4.929172,[ 26 278] ; [ 2 97],[ 21.12158809 282.87841191] ; [ 6.87841191 92.12158809],0
a6,1,0.026957,4.893568,[218  87] ; [59 40],[209.12128713  95.87871287] ; [67.87871287 31.12128713],0
v2,1,0.040277,4.206193,[170 124] ; [45 53],[161.25 132.75] ; [53.75 44.25],0
