Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,30.141259,[46 62] ; [177  65],[68.81142857 39.18857143] ; [154.18857143  87.81142857],1
d3,1,2e-06,22.803602,[50 58] ; [176  66],[69.73714286 38.26285714] ; [156.26285714  85.73714286],1
a2,1,0.001401,10.204786,[11 97] ; [ 61 182],[22.15384615 85.84615385] ; [ 49.84615385 193.15384615],0
d4,1,0.001425,10.173243,[72 35] ; [200  42],[83.39255014 23.60744986] ; [188.60744986  53.39255014],0
b5,1,0.003109,8.742554,[55 53] ; [164  79],[67.38461538 40.61538462] ; [151.61538462  91.38461538],0
d5,1,0.008888,6.845256,[73 34] ; [196  46],[82.47277937 24.52722063] ; [186.52722063  55.47277937],0
u1,1,0.01159,6.372549,[  8 100] ; [ 43 200],[15.69230769 92.30769231] ; [ 35.30769231 207.69230769],0
p2,1,0.018106,5.585832,[79 29] ; [204  39],[87.07692308 20.92307692] ; [195.92307692  47.07692308],0
d1,1,0.038743,4.272094,[48 60] ; [137 106],[56.92307692 51.07692308] ; [128.07692308 114.92307692],0
p4,1,0.049251,3.866768,[52 55] ; [145  97],[60.3982808 46.6017192] ; [136.6017192 105.3982808],0
s2,1,0.075135,3.167124,[44 63] ; [124 117],[51.65517241 55.34482759] ; [116.34482759 124.65517241],0
u3,1,0.090564,2.864319,[21 19] ; [54 25],[25.21008403 14.78991597] ; [49.78991597 29.21008403],0
b1,1,0.096816,2.757234,[52 56] ; [ 94 149],[44.92307692 63.07692308] ; [101.07692308 141.92307692],0
p5,1,0.139884,2.179233,[16 91] ; [ 23 218],[11.99137931 95.00862069] ; [ 27.00862069 213.99137931],0
s8,1,0.150004,2.072208,[49 58] ; [ 91 151],[42.9226361 64.0773639] ; [ 97.0773639 144.9226361],0
s5,1,0.155731,2.015201,[40 63] ; [ 73 163],[34.33333333 68.66666667] ; [ 78.66666667 157.33333333],0
p11,1,0.164129,1.93577,[87 21] ; [179  64],[81.84615385 26.15384615] ; [184.15384615  58.84615385],0
p8,1,0.170506,1.878489,[47 61] ; [124 117],[52.91690544 55.08309456] ; [118.08309456 122.91690544],0
n3,1,0.220095,1.503755,[20 11] ; [43 13],[22.44827586  8.55172414] ; [40.55172414 15.44827586],0
p10,1,0.225201,1.470918,[75 32] ; [183  57],[79.55619597 27.44380403] ; [178.44380403  61.55619597],0
