Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,148.17158,[477  54] ; [70 85],[423.40670554 107.59329446] ; [123.59329446  31.40670554],1
n6,1,0.0,64.263959,[490  38] ; [106  49],[460.74377745  67.25622255] ; [135.25622255  19.74377745],1
p10,1,0.0,27.38078,[473  53] ; [113  41],[453.28823529  72.71176471] ; [132.71176471  21.28823529],1
p4,1,1e-06,23.625567,[348 178] ; [69 86],[322.08810573 203.91189427] ; [94.91189427 60.08810573],1
s6,1,7e-06,20.145529,[369 150] ; [79 74],[346. 173.] ; [102.  51.],1
v1,1,1e-05,19.577761,[311 204] ; [60 90],[287.31578947 227.68421053] ; [83.68421053 66.31578947],1
s7,1,4e-05,16.848599,[273 234] ; [53 99],[250.80728376 256.19271624] ; [75.19271624 76.80728376],1
a2,1,0.000182,14.013225,[142 389] ; [ 19 136],[124.62244898 406.37755102] ; [ 36.37755102 118.62244898],1
v3,1,0.000193,13.89393,[229 282] ; [ 41 107],[209.36267071 301.63732929] ; [60.63732929 87.36267071],1
s2,1,0.000301,13.06288,[287 236] ; [59 95],[267.29394387 255.70605613] ; [78.70605613 75.29394387],1
a5,1,0.000331,12.883576,[411 119] ; [98 57],[393.82481752 136.17518248] ; [115.17518248  39.82481752],1
p9,1,0.000418,12.452172,[474  50] ; [124  31],[461.4904271  62.5095729] ; [136.5095729  18.4904271],1
p8,1,0.001015,10.799263,[309 208] ; [69 85],[291.24590164 225.75409836] ; [86.75409836 67.24590164],0
p3,1,0.001128,10.605528,[292 234] ; [63 92],[274.19970631 251.80029369] ; [80.80029369 74.19970631],0
d2,1,0.001251,10.413599,[268 259] ; [56 99],[250.36363636 276.63636364] ; [73.63636364 81.36363636],0
s8,1,0.001816,9.726545,[254 271] ; [ 53 102],[237.02205882 287.97794118] ; [69.97794118 85.02205882],0
p5,1,0.003078,8.760377,[ 74 451] ; [  8 145],[ 63.49557522 461.50442478] ; [ 18.50442478 134.49557522],0
