Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,61.055232,[150  30] ; [34 59],[121.31868132  58.68131868] ; [62.68131868 30.31868132],1
n6,1,3.6e-05,17.049695,[150  29] ; [57 36],[136.22426471  42.77573529] ; [70.77573529 22.22426471],1
s7,1,0.003015,8.798377,[78 97] ; [22 64],[ 67.04980843 107.95019157] ; [32.95019157 53.04980843],0
u1,1,0.011096,6.449931,[ 26 154] ; [ 4 89],[ 19.78021978 160.21978022] ; [10.21978022 82.78021978],0
s6,1,0.013311,6.127318,[103  72] ; [40 53],[93.37686567 81.62313433] ; [49.62313433 43.37686567],0
n1,1,0.021029,5.324381,[27 34] ; [ 7 27],[21.83157895 39.16842105] ; [12.16842105 21.83157895],0
a7,1,0.030391,4.687022,[105  75] ; [66 26],[113.16176471  66.83823529] ; [57.83823529 34.16176471],0
a5,1,0.0333,4.530272,[115  65] ; [47 46],[106.81318681  73.18681319] ; [55.18681319 37.81318681],0
p5,1,0.035823,4.405495,[ 19 160] ; [ 3 89],[ 14.53136531 164.46863469] ; [ 7.46863469 84.53136531],0
p1,1,0.049316,3.864551,[ 21 158] ; [ 4 87],[ 16.57407407 162.42592593] ; [ 8.42592593 82.57407407],0
s3,1,0.05944,3.552938,[95 85] ; [37 54],[87.67527675 92.32472325] ; [44.32472325 46.67527675],0
p9,1,0.076493,3.137874,[127  49] ; [56 35],[120.62921348  55.37078652] ; [62.37078652 28.62921348],0
a2,1,0.08314,3.002432,[ 34 146] ; [10 83],[ 29.01098901 150.98901099] ; [14.98901099 78.01098901],0
a3,1,0.096067,2.769649,[113  66] ; [49 44],[106.61029412  72.38970588] ; [55.38970588 37.61029412],0
d2,1,0.104174,2.640455,[81 96] ; [33 60],[ 74.73333333 102.26666667] ; [39.26666667 53.73333333],0
b2,1,0.108655,2.573679,[35 66] ; [12 42],[30.62580645 70.37419355] ; [16.37419355 37.62580645],0
b3,1,0.108655,2.573679,[35 66] ; [12 42],[30.62580645 70.37419355] ; [16.37419355 37.62580645],0
a4,1,0.121307,2.400365,[ 75 104] ; [30 63],[ 69.09926471 109.90073529] ; [35.90073529 57.09926471],0
s8,1,0.133175,2.255093,[ 58 121] ; [22 71],[ 52.64705882 126.35294118] ; [27.35294118 65.64705882],0
p4,1,0.141023,2.166763,[88 91] ; [37 56],[82.26102941 96.73897059] ; [42.73897059 50.26102941],0
a8,1,0.152807,2.044,[ 22 149] ; [ 6 80],[ 18.63035019 152.36964981] ; [ 9.36964981 76.63035019],0
s2,1,0.1694,1.888244,[ 75 104] ; [31 62],[ 69.75735294 109.24264706] ; [36.24264706 56.75735294],0
