Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,45.037252,[ 2 11] ; [96 10],[10.70588235  2.29411765] ; [87.29411765 18.70588235],1
v4,1,1e-06,24.624063,[6 7] ; [98  7],[11.45762712  1.54237288] ; [92.54237288 12.45762712],1
s6,1,5e-06,20.778627,[ 3 10] ; [83 19],[9.72173913 3.27826087] ; [76.27826087 25.72173913],1
r2,1,0.000124,14.736173,[8 4] ; [101   4],[11.17948718  0.82051282] ; [97.82051282  7.17948718],1
r1,1,0.006811,7.322051,[6 7] ; [84 21],[9.91525424 3.08474576] ; [80.08474576 24.91525424],0
p2,1,0.009269,6.770299,[5 8] ; [78 28],[9.06722689 3.93277311] ; [73.93277311 32.06722689],0
v2,1,0.016979,5.698516,[ 2 11] ; [50 49],[6.03571429 6.96428571] ; [45.96428571 53.03571429],0
p7,1,0.024108,5.086822,[ 3 10] ; [59 46],[6.83050847 6.16949153] ; [55.16949153 49.83050847],0
p8,1,0.054792,3.688411,[ 1 11] ; [38 68],[3.96610169 8.03389831] ; [35.03389831 70.96610169],0
p9,1,0.059202,3.559605,[6 7] ; [74 29],[8.96551724 4.03448276] ; [71.03448276 31.96551724],0
n6,1,0.067613,3.340034,[6 7] ; [74 30],[8.88888889 4.11111111] ; [71.11111111 32.88888889],0
s1,1,0.070561,3.269925,[ 3 10] ; [ 8 97],[ 1.21186441 11.78813559] ; [ 9.78813559 95.21186441],0
a1,1,0.07096,3.260679,[ 2 11] ; [  4 102],[ 0.65546218 12.34453782] ; [  5.34453782 100.65546218],0
n5,1,0.073401,3.205272,[11  2] ; [62 43],[8.04237288 4.95762712] ; [64.95762712 40.04237288],0
p1,1,0.074913,3.171951,[4 9] ; [13 92],[ 1.87288136 11.12711864] ; [15.12711864 89.87288136],0
v1,1,0.087778,2.914652,[ 3 10] ; [50 54],[5.88888889 7.11111111] ; [47.11111111 56.88888889],0
p4,1,0.10283,2.661087,[4 9] ; [58 48],[6.77310924 6.22689076] ; [55.22689076 50.77310924],0
n1,1,0.105462,2.620936,[6 2] ; [17 22],[3.91489362 4.08510638] ; [19.08510638 19.91489362],0
s2,1,0.115921,2.471582,[7 6] ; [79 27],[9.39495798 3.60504202] ; [76.60504202 29.39495798],0
u3,1,0.172034,1.865132,[1 3] ; [23 15],[2.28571429 1.71428571] ; [21.71428571 16.28571429],0
p10,1,0.175513,1.835209,[5 8] ; [60 43],[7.28448276 5.71551724] ; [57.71551724 45.28448276],0
b5,1,0.181825,1.782645,[6 7] ; [69 37],[8.19327731 4.80672269] ; [66.80672269 39.19327731],0
a7,1,0.186004,1.74899,[7 6] ; [76 30],[9.06722689 3.93277311] ; [73.93277311 32.06722689],0
p6,1,0.188234,1.73139,[ 2 11] ; [35 70],[4.07627119 8.92372881] ; [32.92372881 72.07627119],0
b1,1,0.212483,1.554427,[9 4] ; [54 52],[6.88235294 6.11764706] ; [56.11764706 49.88235294],0
s7,1,0.214193,1.542857,[5 7] ; [58 38],[7. 5.] ; [56. 40.],0
v3,1,0.244089,1.356823,[ 2 11] ; [31 69],[3.79646018 9.20353982] ; [29.20353982 70.79646018],0
s8,1,0.26229,1.25663,[4 9] ; [50 56],[5.89915966 7.10084034] ; [48.10084034 57.89915966],0
n4,1,0.278045,1.176618,[10  3] ; [64 40],[8.22222222 4.77777778] ; [65.77777778 38.22222222],0
d3,1,0.287014,1.133574,[7 6] ; [72 33],[8.70338983 4.29661017] ; [70.29661017 34.70338983],0
d5,1,0.289733,1.120861,[8 5] ; [79 26],[9.58474576 3.41525424] ; [77.41525424 27.58474576],0
s5,1,0.30723,1.042548,[3 9] ; [39 58],[4.62385321 7.37614679] ; [37.37614679 59.62385321],0
