Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,5e-06,20.900751,[38 55] ; [76 28],[53.81725888 39.18274112] ; [60.18274112 43.81725888],1
v3,1,0.000194,13.890969,[29 65] ; [59 44],[41.98984772 52.01015228] ; [46.01015228 56.98984772],1
b5,1,0.004767,7.965674,[48 49] ; [75 34],[57.91747573 39.08252427] ; [65.08252427 43.91747573],0
p9,1,0.005265,7.786076,[78 19] ; [100   7],[84.6372549 12.3627451] ; [93.3627451 13.6372549],0
n5,1,0.019163,5.486562,[68 28] ; [92 17],[74.92682927 21.07317073] ; [85.07317073 23.92682927],0
n4,1,0.02797,4.829892,[73 24] ; [95 14],[79.10679612 17.89320388] ; [88.89320388 20.10679612],0
a5,1,0.03697,4.3518,[65 32] ; [87 22],[71.57281553 25.42718447] ; [80.42718447 28.57281553],0
p7,1,0.057402,3.610911,[57 39] ; [75 29],[63.36 32.64] ; [68.64 35.36],0
r3,1,0.059265,3.557827,[90  7] ; [107   2],[92.76213592  4.23786408] ; [104.23786408   4.76213592],0
r2,1,0.060823,3.51479,[86 10] ; [103   4],[89.37931034  6.62068966] ; [99.62068966  7.37931034],0
p6,1,0.07946,3.075914,[32 64] ; [49 59],[38.11764706 57.88235294] ; [42.88235294 65.11764706],0
n2,1,0.088065,2.909388,[18 12] ; [12  2],[20.45454545  9.54545455] ; [9.54545455 4.45454545],0
p11,1,0.089558,2.882305,[77 20] ; [96 13],[81.46116505 15.53883495] ; [91.53883495 17.46116505],0
r1,1,0.093,2.821657,[76 21] ; [95 14],[80.51941748 16.48058252] ; [90.48058252 18.51941748],0
n1,1,0.100831,2.692352,[ 9 20] ; [8 6],[11.46511628 17.53488372] ; [5.53488372 8.46511628],0
u4,1,0.129756,2.295427,[ 1 96] ; [  5 104],[ 2.82524272 94.17475728] ; [  3.17475728 105.82524272],0
r4,1,0.140765,2.169577,[85 12] ; [102   7],[88.05339806  8.94660194] ; [98.94660194 10.05339806],0
p10,1,0.144602,2.12829,[78 19] ; [94 13],[81.78431373 15.21568627] ; [90.21568627 16.78431373],0
a8,1,0.145985,2.113706,[12 80] ; [20 75],[15.74331551 76.25668449] ; [16.25668449 78.74331551],0
s7,1,0.167709,1.903302,[61 31] ; [79 26],[65.38071066 26.61928934] ; [74.61928934 30.38071066],0
s4,1,0.174052,1.847692,[16 81] ; [11 98],[12.71359223 84.28640777] ; [14.28640777 94.71359223],0
p8,1,0.181982,1.781365,[49 47] ; [64 42],[53.7029703 42.2970297] ; [59.2970297 46.7029703],0
a4,1,0.270836,1.212509,[38 59] ; [51 58],[41.90776699 55.09223301] ; [47.09223301 61.90776699],0
p3,1,0.288142,1.128284,[48 49] ; [62 47],[51.7961165 45.2038835] ; [58.2038835 50.7961165],0
p4,1,0.289964,1.119788,[59 38] ; [74 35],[62.62621359 34.37378641] ; [70.37378641 38.62621359],0
p12,1,0.290616,1.116765,[ 6 91] ; [11 96],[ 8.08333333 88.91666667] ; [ 8.91666667 98.08333333],0
b4,1,0.333938,0.933564,[55 42] ; [69 40],[58.38834951 38.61165049] ; [65.61165049 43.38834951],0
d2,1,0.360297,0.836859,[49 48] ; [62 47],[52.26699029 44.73300971] ; [58.73300971 50.26699029],0
d3,1,0.376304,0.78274,[62 35] ; [76 33],[64.98058252 32.01941748] ; [73.01941748 35.98058252],0
b2,1,0.403043,0.699228,[20 41] ; [34 52],[22.40816327 38.59183673] ; [31.59183673 54.40816327],0
b3,1,0.403043,0.699228,[20 41] ; [34 52],[22.40816327 38.59183673] ; [31.59183673 54.40816327],0
v4,1,0.410147,0.678376,[91  6] ; [104   4],[92.26829268  4.73170732] ; [102.73170732   5.26829268],0
n3,1,0.415529,0.662926,[17 12] ; [10  4],[18.20930233 10.79069767] ; [8.79069767 5.20930233],0
p2,1,0.473795,0.513112,[80 17] ; [93 15],[81.85853659 15.14146341] ; [91.14146341 16.85853659],0
s3,1,0.547147,0.362453,[67 30] ; [69 37],[64.98522167 32.01477833] ; [71.01477833 34.98522167],0
a1,1,0.579488,0.307063,[ 3 94] ; [  5 104],[ 3.76699029 93.23300971] ; [  4.23300971 104.76699029],0
n6,1,0.583907,0.299961,[81 16] ; [94 15],[82.40291262 14.59708738] ; [92.59708738 16.40291262],0
a7,1,0.604215,0.268686,[65 32] ; [76 32],[66.71707317 30.28292683] ; [74.28292683 33.71707317],0
b1,1,0.605154,0.267292,[39 58] ; [40 69],[37.19902913 59.80097087] ; [41.80097087 67.19902913],0
p5,1,0.617815,0.248951,[ 8 89] ; [11 96],[ 9.03431373 87.96568627] ; [ 9.96568627 97.03431373],0
u2,1,0.629303,0.233007,[17  8] ; [16 10],[16.17647059  8.82352941] ; [16.82352941  9.17647059],0
u3,1,0.702859,0.145514,[17  8] ; [17 10],[16.34615385  8.65384615] ; [17.65384615  9.34615385],0
d1,1,0.730693,0.118476,[61 36] ; [66 43],[59.80097087 37.19902913] ; [67.19902913 41.80097087],0
d5,1,0.747874,0.103327,[80 17] ; [88 21],[79.10679612 17.89320388] ; [88.89320388 20.10679612],0
p1,1,0.765987,0.088583,[ 7 90] ; [ 9 99],[ 7.57073171 89.42926829] ; [ 8.42926829 99.57073171],0
s6,1,0.824877,0.048963,[76 21] ; [84 25],[75.33980583 21.66019417] ; [84.66019417 24.33980583],0
d4,1,0.833623,0.044124,[79 18] ; [90 19],[79.5776699 17.4223301] ; [89.4223301 19.5776699],0
a2,1,0.842458,0.039502,[22 75] ; [26 83],[22.60194175 74.39805825] ; [25.39805825 83.60194175],0
a6,1,0.842609,0.039425,[61 36] ; [70 39],[61.68446602 35.31553398] ; [69.31553398 39.68446602],0
s1,1,0.854533,0.033613,[ 4 92] ; [  4 105],[ 3.74634146 92.25365854] ; [  4.25365854 104.74634146],0
a3,1,0.868676,0.027337,[72 25] ; [82 27],[72.51456311 24.48543689] ; [81.48543689 27.51456311],0
u1,1,0.896788,0.016827,[18 79] ; [21 88],[18.36407767 78.63592233] ; [20.63592233 88.36407767],0
s2,1,0.900079,0.015766,[59 38] ; [66 41],[59.43627451 37.56372549] ; [65.56372549 41.43627451],0
