Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,40.70685,[65  4] ; [ 4 12],[56.01176471 12.98823529] ; [12.98823529  3.01176471],1
p11,1,0.001687,9.862608,[64  8] ; [9 7],[59.72727273 12.27272727] ; [13.27272727  2.72727273],0
n5,1,0.002599,9.069308,[54 17] ; [ 6 10],[48.96551724 22.03448276] ; [11.03448276  4.96551724],0
r4,1,0.002909,8.863839,[51 21] ; [ 5 11],[45.81818182 26.18181818] ; [10.18181818  5.81818182],0
p2,1,0.003751,8.400633,[62  9] ; [9 7],[57.94252874 13.05747126] ; [13.05747126  2.94252874],0
n3,1,0.0064,7.434002,[16  3] ; [2 5],[13.15384615  5.84615385] ; [4.84615385 2.15384615],0
n4,1,0.011576,6.374646,[51 21] ; [ 6 10],[46.63636364 25.36363636] ; [10.36363636  5.63636364],0
n6,1,0.028078,4.823285,[64  8] ; [10  5],[61.24137931 10.75862069] ; [12.75862069  2.24137931],0
b1,1,0.028407,4.803169,[20 52] ; [9 7],[23.72727273 48.27272727] ; [ 5.27272727 10.72727273],0
v3,1,0.062099,3.480423,[26 45] ; [ 2 14],[22.85057471 48.14942529] ; [ 5.14942529 10.85057471],0
b4,1,0.066891,3.357711,[45 27] ; [ 6 10],[41.72727273 30.27272727] ; [9.27272727 6.72727273],0
v1,1,0.077508,3.1164,[35 36] ; [ 4 12],[31.82758621 39.17241379] ; [7.17241379 8.82758621],0
a4,1,0.082081,3.023203,[19 53] ; [ 1 15],[16.36363636 55.63636364] ; [ 3.63636364 12.36363636],0
v4,1,0.085359,2.959791,[66  4] ; [13  3],[64.30232558  5.69767442] ; [14.69767442  1.30232558],0
a7,1,0.109672,2.558945,[47 25] ; [7 9],[44.18181818 27.81818182] ; [9.81818182 6.18181818],0
v2,1,0.116436,2.464614,[33 38] ; [ 4 12],[30.1954023 40.8045977] ; [6.8045977 9.1954023],0
a5,1,0.158441,1.989045,[41 31] ; [ 6 10],[38.45454545 33.54545455] ; [8.54545455 7.45454545],0
s7,1,0.160996,1.964844,[30 38] ; [ 4 12],[27.52380952 40.47619048] ; [6.47619048 9.52380952],0
p5,1,0.165255,1.925467,[15 56] ; [ 1 15],[13.05747126 57.94252874] ; [ 2.94252874 13.05747126],0
p7,1,0.208965,1.578581,[50 19] ; [14  2],[51.95294118 17.04705882] ; [12.04705882  3.95294118],0
s5,1,0.238824,1.387521,[19 49] ; [ 2 13],[17.20481928 50.79518072] ; [ 3.79518072 11.20481928],0
a3,1,0.244696,1.353334,[34 38] ; [ 5 11],[31.90909091 40.09090909] ; [7.09090909 8.90909091],0
d2,1,0.252745,1.308064,[17 55] ; [ 6 10],[18.81818182 53.18181818] ; [ 4.18181818 11.81818182],0
s8,1,0.253538,1.303704,[29 43] ; [ 4 12],[27. 45.] ; [ 6. 10.],0
d5,1,0.367528,0.812005,[49 23] ; [9 7],[47.45454545 24.54545455] ; [10.54545455  5.45454545],0
p3,1,0.391846,0.733206,[40 32] ; [7 9],[38.45454545 33.54545455] ; [8.54545455 7.45454545],0
r3,1,0.403318,0.698413,[64  8] ; [13  3],[63.  9.] ; [14.  2.],0
u3,1,0.411039,0.675793,[15 22] ; [6 5],[16.1875 20.8125] ; [4.8125 6.1875],0
n2,1,0.4176,0.657059,[14  5] ; [4 3],[13.15384615  5.84615385] ; [4.84615385 2.15384615],0
a6,1,0.420297,0.649484,[37 35] ; [10  6],[38.45454545 33.54545455] ; [8.54545455 7.45454545],0
s3,1,0.451368,0.567214,[34 37] ; [ 6 10],[32.64367816 38.35632184] ; [7.35632184 8.64367816],0
r2,1,0.482999,0.492084,[57 12] ; [12  4],[56.01176471 12.98823529] ; [12.98823529  3.01176471],0
u1,1,0.488738,0.479303,[ 2 70] ; [ 1 15],[ 2.45454545 69.54545455] ; [ 0.54545455 15.45454545],0
b5,1,0.502329,0.450012,[43 29] ; [11  5],[44.18181818 27.81818182] ; [9.81818182 6.18181818],0
d4,1,0.513246,0.427444,[51 21] ; [10  6],[49.90909091 22.09090909] ; [11.09090909  4.90909091],0
p4,1,0.568068,0.325926,[46 26] ; [9 7],[45. 27.] ; [10.  6.],0
d1,1,0.638293,0.220982,[27 45] ; [ 5 11],[26.18181818 45.81818182] ; [ 5.81818182 10.18181818],0
s6,1,0.684462,0.165146,[42 26] ; [9 7],[41.28571429 26.71428571] ; [9.71428571 6.28571429],0
s4,1,0.760113,0.093228,[16 56] ; [ 3 13],[15.54545455 56.45454545] ; [ 3.45454545 12.54545455],0
u2,1,0.790566,0.07053,[19 19] ; [6 5],[19.3877551 18.6122449] ; [5.6122449 5.3877551],0
s2,1,0.879674,0.022917,[33 39] ; [7 9],[32.72727273 39.27272727] ; [7.27272727 8.72727273],0
n1,1,0.882832,0.021721,[ 6 13] ; [2 5],[ 5.84615385 13.15384615] ; [2.15384615 4.84615385],0
p6,1,0.886771,0.020275,[32 38] ; [7 9],[31.74418605 38.25581395] ; [7.25581395 8.74418605],0
s1,1,0.920596,0.009937,[ 5 67] ; [ 1 15],[ 4.90909091 67.09090909] ; [ 1.09090909 14.90909091],0
a2,1,0.920596,0.009937,[ 5 67] ; [ 1 15],[ 4.90909091 67.09090909] ; [ 1.09090909 14.90909091],0
d3,1,0.959661,0.002558,[40 32] ; [9 7],[40.09090909 31.90909091] ; [8.90909091 7.09090909],0
