Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,37.472763,[70 23] ; [ 3 25],[56.10743802 36.89256198] ; [16.89256198 11.10743802],1
s1,1,0.49142,0.473415,[ 6 83] ; [ 3 25],[ 6.84615385 82.15384615] ; [ 2.15384615 25.84615385],0
a2,1,0.508398,0.437363,[12 81] ; [ 5 23],[13.0661157 79.9338843] ; [ 3.9338843 24.0661157],0
n1,1,0.510073,0.433918,[14 24] ; [7 8],[15.05660377 22.94339623] ; [5.94339623 9.05660377],0
n4,1,0.561275,0.337502,[44 49] ; [15 13],[45.34710744 47.65289256] ; [13.65289256 14.34710744],0
b4,1,0.600887,0.273661,[55 38] ; [15 13],[53.80165289 39.19834711] ; [16.19834711 11.80165289],0
n5,1,0.740652,0.109554,[46 46] ; [13 15],[45.23333333 46.76666667] ; [13.76666667 14.23333333],0
s4,1,0.757976,0.09495,[12 81] ; [ 3 25],[11.52892562 81.47107438] ; [ 3.47107438 24.52892562],0
a3,1,0.849044,0.036229,[57 36] ; [16 11],[56.575 36.425] ; [16.425 10.575],0
p5,1,0.91826,0.010532,[ 3 88] ; [ 1 26],[ 3.08474576 87.91525424] ; [ 0.91525424 26.08474576],0
s5,1,0.949395,0.004028,[13 75] ; [ 4 24],[12.89655172 75.10344828] ; [ 4.10344828 23.89655172],0
