Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,37.472763,[70 23] ; [ 3 25],[56.10743802 36.89256198] ; [16.89256198 11.10743802],1
r3,1,0.0,26.619061,[80 12] ; [11 17],[69.76666667 22.23333333] ; [21.23333333  6.76666667],1
p10,1,0.000103,15.08114,[55 35] ; [ 5 22],[46.15384615 43.84615385] ; [13.84615385 13.15384615],1
s6,1,0.000148,14.395741,[47 45] ; [ 3 25],[38.33333333 53.66666667] ; [11.66666667 16.33333333],1
u2,1,0.000153,14.340741,[28  8] ; [ 2 10],[22.5 13.5] ; [7.5 4.5],1
r2,1,0.000171,14.130039,[81 11] ; [15 12],[74.21848739 17.78151261] ; [21.78151261  5.21848739],1
p2,1,0.000251,13.407288,[61 32] ; [ 7 20],[52.7 40.3] ; [15.3 11.7],1
s2,1,0.000786,11.273292,[38 54] ; [ 2 26],[30.66666667 61.33333333] ; [ 9.33333333 18.66666667],1
p11,1,0.001075,10.693368,[56 37] ; [ 7 21],[48.4214876 44.5785124] ; [14.5785124 13.4214876],0
p9,1,0.001365,10.252614,[61 29] ; [ 9 18],[53.84615385 36.15384615] ; [16.15384615 10.84615385],0
r1,1,0.001499,10.080438,[67 26] ; [11 17],[59.95041322 33.04958678] ; [18.04958678  9.95041322],0
s3,1,0.001689,9.860061,[48 43] ; [ 5 22],[40.87288136 50.12711864] ; [12.12711864 14.87288136],0
a1,1,0.003906,8.327049,[ 4 89] ; [ 6 22],[ 7.68595041 85.31404959] ; [ 2.31404959 25.68595041],0
n3,1,0.006334,7.452685,[28 10] ; [ 5 10],[23.66037736 14.33962264] ; [9.33962264 5.66037736],0
d5,1,0.008351,6.956522,[70 22] ; [14 14],[64.4 27.6] ; [19.6  8.4],0
d3,1,0.011951,6.318115,[60 31] ; [11 17],[54.29411765 36.70588235] ; [16.70588235 11.29411765],0
p7,1,0.031676,4.615925,[38 48] ; [ 6 22],[33.19298246 52.80701754] ; [10.80701754 17.19298246],0
v2,1,0.041165,4.16922,[38 48] ; [ 6 21],[33.48672566 52.51327434] ; [10.51327434 16.48672566],0
s7,1,0.041167,4.169126,[28 60] ; [ 3 23],[23.92982456 64.07017544] ; [ 7.07017544 18.92982456],0
a6,1,0.044835,4.024845,[62 30] ; [13 15],[57.5 34.5] ; [17.5 10.5],0
p1,1,0.047682,3.921145,[ 2 90] ; [ 3 25],[ 3.83333333 88.16666667] ; [ 1.16666667 26.83333333],0
p4,1,0.047868,3.914609,[31 61] ; [ 4 24],[26.83333333 65.16666667] ; [ 8.16666667 19.83333333],0
b5,1,0.066841,3.35895,[58 35] ; [12 16],[53.80165289 39.19834711] ; [16.19834711 11.80165289],0
d4,1,0.06872,3.313325,[69 23] ; [16 12],[65.16666667 26.83333333] ; [19.83333333  8.16666667],0
n2,1,0.072756,3.219725,[29 11] ; [7 8],[26.18181818 13.81818182] ; [9.81818182 5.18181818],0
b3,1,0.095133,2.785297,[10 36] ; [ 8 11],[12.73846154 33.26153846] ; [ 5.26153846 13.73846154],0
b2,1,0.095133,2.785297,[10 36] ; [ 8 11],[12.73846154 33.26153846] ; [ 5.26153846 13.73846154],0
p8,1,0.120653,2.408824,[28 63] ; [ 4 22],[24.88888889 66.11111111] ; [ 7.11111111 18.88888889],0
v1,1,0.180072,1.797027,[35 55] ; [ 7 21],[32.03389831 57.96610169] ; [ 9.96610169 18.03389831],0
d2,1,0.181769,1.783102,[30 62] ; [13 15],[32.96666667 59.03333333] ; [10.03333333 17.96666667],0
p6,1,0.190231,1.715825,[16 74] ; [ 2 25],[13.84615385 76.15384615] ; [ 4.15384615 22.84615385],0
v3,1,0.206056,1.598921,[22 63] ; [ 4 24],[19.55752212 65.44247788] ; [ 6.44247788 21.55752212],0
b1,1,0.265876,1.237898,[42 51] ; [16 12],[44.5785124 48.4214876] ; [13.4214876 14.5785124],0
a4,1,0.301668,1.066808,[30 63] ; [12 16],[32.28099174 60.71900826] ; [ 9.71900826 18.28099174],0
d1,1,0.353095,0.862305,[39 54] ; [ 9 19],[36.89256198 56.10743802] ; [11.10743802 16.89256198],0
a7,1,0.355962,0.852088,[62 31] ; [16 12],[59.95041322 33.04958678] ; [18.04958678  9.95041322],0
a5,1,0.434445,0.610911,[51 42] ; [13 15],[49.19008264 43.80991736] ; [14.80991736 13.19008264],0
a8,1,0.464757,0.534415,[11 77] ; [ 2 25],[ 9.94782609 78.05217391] ; [ 3.05217391 23.94782609],0
