Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.000613,11.735051,[10  5] ; [13 48],[ 4.53947368 10.46052632] ; [18.46052632 42.53947368],1
p8,1,0.007662,7.110929,[12  4] ; [23 38],[7.27272727 8.72727273] ; [27.72727273 33.27272727],0
p6,1,0.011172,6.437692,[10  6] ; [17 43],[ 5.68421053 10.31578947] ; [21.31578947 38.68421053],0
a5,1,0.070085,3.281024,[14  2] ; [39 22],[11.01298701  4.98701299] ; [41.98701299 19.01298701],0
a4,1,0.074452,3.182036,[10  6] ; [23 38],[6.85714286 9.14285714] ; [26.14285714 34.85714286],0
s7,1,0.075927,3.15,[12  4] ; [28 28],[8.88888889 7.11111111] ; [31.11111111 24.88888889],0
b1,1,0.082982,3.005506,[12  4] ; [31 30],[8.93506494 7.06493506] ; [34.06493506 26.93506494],0
v1,1,0.094303,2.799342,[12  4] ; [31 29],[9.05263158 6.94736842] ; [33.94736842 26.05263158],0
p4,1,0.116163,2.468304,[11  4] ; [31 30],[8.28947368 6.71052632] ; [33.71052632 27.28947368],0
p12,1,0.139046,2.188482,[ 2 14] ; [ 2 59],[ 0.83116883 15.16883117] ; [ 3.16883117 57.83116883],0
d5,1,0.157819,1.995,[14  2] ; [42 18],[11.78947368  4.21052632] ; [44.21052632 15.78947368],0
r1,1,0.167296,1.907007,[14  2] ; [43 18],[11.84415584  4.15584416] ; [45.15584416 15.84415584],0
n3,1,0.170904,1.875,[1 2] ; [9 3],[2. 1.] ; [8. 4.],0
d1,1,0.193738,1.688959,[10  6] ; [27 34],[7.68831169 8.31168831] ; [29.31168831 31.68831169],0
n5,1,0.204379,1.610801,[14  2] ; [44 17],[12.05194805  3.94805195] ; [45.94805195 15.05194805],0
p7,1,0.268962,1.222034,[11  5] ; [32 28],[9.05263158 6.94736842] ; [33.94736842 26.05263158],0
s3,1,0.269958,1.216961,[10  5] ; [31 30],[8.09210526 6.90789474] ; [32.90789474 28.09210526],0
a1,1,0.27331,1.200057,[ 2 14] ; [ 3 58],[ 1.03896104 14.96103896] ; [ 3.96103896 57.03896104],0
s8,1,0.273717,1.198026,[9 7] ; [25 36],[7.06493506 8.93506494] ; [26.93506494 34.06493506],0
p3,1,0.286765,1.134745,[10  6] ; [29 32],[8.1038961 7.8961039] ; [30.8961039 30.1038961],0
a7,1,0.30901,1.034903,[8 8] ; [39 22],[9.76623377 6.23376623] ; [37.23376623 23.76623377],0
p10,1,0.334152,0.93274,[12  3] ; [41 20],[10.46052632  4.53947368] ; [42.53947368 18.46052632],0
s2,1,0.342546,0.900878,[10  6] ; [30 31],[8.31168831 7.68831169] ; [31.68831169 29.31168831],0
r3,1,0.367769,0.811189,[15  1] ; [52  9],[13.92207792  2.07792208] ; [53.07792208  7.92207792],0
p9,1,0.371249,0.799481,[13  3] ; [42 18],[11.57894737  4.42105263] ; [43.42105263 16.57894737],0
p11,1,0.404815,0.693977,[12  4] ; [39 22],[10.5974026  5.4025974] ; [40.4025974 20.5974026],0
a6,1,0.413374,0.669075,[9 7] ; [41 20],[10.38961039  5.61038961] ; [39.61038961 21.38961039],0
u1,1,0.428305,0.627415,[ 2 14] ; [13 48],[ 3.11688312 12.88311688] ; [11.88311688 49.11688312],0
a2,1,0.428305,0.627415,[ 2 14] ; [13 48],[ 3.11688312 12.88311688] ; [11.88311688 49.11688312],0
s1,1,0.44199,0.591111,[ 2 14] ; [ 4 56],[ 1.26315789 14.73684211] ; [ 4.73684211 55.26315789],0
a8,1,0.457339,0.552399,[ 2 13] ; [ 4 51],[ 1.28571429 13.71428571] ; [ 4.71428571 50.28571429],0
d4,1,0.51583,0.422222,[13  3] ; [44 16],[12.  4.] ; [45. 15.],0
p1,1,0.566412,0.328723,[ 3 13] ; [ 8 53],[ 2.28571429 13.71428571] ; [ 8.71428571 52.28571429],0
s4,1,0.570465,0.321906,[ 2 13] ; [12 49],[ 2.76315789 12.23684211] ; [11.23684211 49.76315789],0
u2,1,0.571608,0.32,[2 2] ; [13  7],[2.5 1.5] ; [12.5  7.5],0
a3,1,0.606021,0.26601,[12  4] ; [41 19],[11.15789474  4.84210526] ; [41.84210526 18.15789474],0
b4,1,0.614657,0.253449,[9 7] ; [30 31],[8.1038961 7.8961039] ; [30.8961039 30.1038961],0
u3,1,0.698535,0.15,[3 1] ; [13  7],[2.66666667 1.33333333] ; [13.33333333  6.66666667],0
d3,1,0.719374,0.129093,[11  5] ; [39 22],[10.38961039  5.61038961] ; [39.61038961 21.38961039],0
r2,1,0.795971,0.066856,[15  1] ; [56  5],[14.75324675  1.24675325] ; [56.24675325  4.75324675],0
b5,1,0.80035,0.063956,[10  6] ; [36 25],[9.55844156 6.44155844] ; [36.44155844 24.55844156],0
d2,1,0.877733,0.023668,[7 9] ; [28 33],[7.27272727 8.72727273] ; [27.72727273 33.27272727],0
b2,1,0.916002,0.011124,[4 7] ; [16 26],[4.1509434 6.8490566] ; [15.8490566 26.1509434],0
b3,1,0.916002,0.011124,[4 7] ; [16 26],[4.1509434 6.8490566] ; [15.8490566 26.1509434],0
p2,1,0.993716,6.2e-05,[11  5] ; [42 19],[11.01298701  4.98701299] ; [41.98701299 19.01298701],0
n1,1,1.0,0.0,[1 1] ; [6 6],[1. 1.] ; [6. 6.],0
