Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,54.143932,[160  61] ; [165 232],[116.22168285 104.77831715] ; [208.77831715 188.22168285],1
p5,1,0.0,49.825878,[ 57 165] ; [ 23 373],[ 28.73786408 193.26213592] ; [ 51.26213592 344.73786408],1
s6,1,0.0,46.211447,[190  28] ; [242 155],[153.13170732  64.86829268] ; [278.86829268 118.13170732],1
s7,1,0.0,36.156878,[150  64] ; [168 210],[114.9527027  99.0472973] ; [203.0472973 174.9527027],1
s8,1,3e-06,22.153844,[133  87] ; [162 236],[105.01618123 114.98381877] ; [189.98381877 208.01618123],1
p6,1,1.3e-05,19.026233,[114 105] ; [134 260],[ 88.60032626 130.39967374] ; [159.39967374 234.60032626],1
s4,1,2.5e-05,17.76794,[ 47 171] ; [ 37 359],[ 29.82410423 188.17589577] ; [ 54.17589577 341.82410423],1
s3,1,3e-05,17.401897,[151  67] ; [205 190],[126.60358891  91.39641109] ; [229.39641109 165.60358891],1
p7,1,0.000174,14.088109,[168  49] ; [246 147],[147.27540984  69.72459016] ; [266.72459016 126.27540984],1
n5,1,0.00057,11.872469,[206  16] ; [330  68],[191.92258065  30.07741935] ; [344.07741935  53.92258065],1
p9,1,0.000815,11.205626,[201  17] ; [327  70],[187.16097561  30.83902439] ; [340.83902439  56.16097561],1
n6,1,0.000946,10.931177,[211  10] ; [348  51],[199.25645161  21.74354839] ; [359.74354839  39.25645161],1
p4,1,0.001821,9.721758,[159  60] ; [239 159],[141.26742301  77.73257699] ; [256.73257699 141.26742301],0
p12,1,0.002149,9.418054,[ 31 190] ; [ 26 370],[ 20.4165316 200.5834684] ; [ 36.5834684 359.4165316],0
p8,1,0.002672,9.018965,[139  79] ; [200 191],[121.34975369  96.65024631] ; [217.65024631 173.34975369],0
v1,1,0.00271,8.993333,[145  77] ; [205 183],[127.37704918  94.62295082] ; [222.62295082 165.37704918],0
p10,1,0.002724,8.983837,[199  22] ; [321  76],[185.95469256  35.04530744] ; [334.04530744  62.95469256],0
p3,1,0.003405,8.57674,[137  84] ; [198 200],[119.60420032 101.39579968] ; [215.39579968 182.60420032],0
a3,1,0.008621,6.899652,[179  43] ; [282 115],[165.33441034  56.66558966] ; [295.66558966 101.33441034],0
a5,1,0.014498,5.976506,[186  37] ; [299 100],[173.88263666  49.11736334] ; [311.11736334  87.88263666],0
b5,1,0.019147,5.488055,[120 103] ; [253 146],[133.72829582  89.27170418] ; [239.27170418 159.72829582],0
n2,1,0.020502,5.368654,[35  5] ; [48 23],[29.90990991 10.09009009] ; [53.09009009 17.90990991],0
r3,1,0.02423,5.078115,[213   9] ; [394   5],[216.99516908   5.00483092] ; [390.00483092   8.99516908],0
p1,1,0.028493,4.797958,[ 28 194] ; [ 29 368],[ 20.44264943 201.55735057] ; [ 36.55735057 360.44264943],0
u1,1,0.029916,4.714103,[ 56 167] ; [ 71 328],[ 45.53215434 177.46784566] ; [ 81.46784566 317.53215434],0
d4,1,0.033222,4.534326,[194  27] ; [323  75],[184.58319871  36.41680129] ; [332.41680129  65.58319871],0
a7,1,0.035063,4.442117,[153  70] ; [304  94],[164.1078905  58.8921095] ; [292.8921095 105.1078905],0
a6,1,0.074869,3.172916,[143  78] ; [285 113],[152.80775444  68.19224556] ; [275.19224556 122.80775444],0
v3,1,0.095195,2.78426,[107 113] ; [159 223],[ 97.20930233 122.79069767] ; [168.79069767 213.20930233],0
n1,1,0.09932,2.716426,[22 17] ; [28 42],[17.88990826 21.11009174] ; [32.11009174 37.88990826],0
b2,1,0.103311,2.653678,[63 77] ; [ 93 161],[55.43147208 84.56852792] ; [100.56852792 153.43147208],0
b3,1,0.103311,2.653678,[63 77] ; [ 93 161],[55.43147208 84.56852792] ; [100.56852792 153.43147208],0
d1,1,0.110588,2.545801,[148  75] ; [239 160],[138.74758842  84.25241158] ; [248.25241158 150.74758842],0
a2,1,0.137398,2.206857,[ 67 156] ; [ 98 301],[ 59.15594855 163.84405145] ; [105.84405145 293.15594855],0
a4,1,0.147552,2.097379,[116 107] ; [182 214],[107.35702746 115.64297254] ; [190.64297254 205.35702746],0
d2,1,0.158734,1.986243,[123  98] ; [198 200],[114.60581583 106.39418417] ; [206.39418417 191.60581583],0
u4,1,0.194997,1.679458,[  3 220] ; [ 12 387],[  5.3778135 217.6221865] ; [  9.6221865 389.3778135],0
a1,1,0.232403,1.426092,[ 13 210] ; [ 15 384],[ 10.03858521 212.96141479] ; [ 17.96141479 381.03858521],0
v2,1,0.251721,1.313726,[134  85] ; [216 167],[127.3255814  91.6744186] ; [222.6744186 160.3255814],0
r2,1,0.310741,1.027524,[217   6] ; [389   6],[218.66990291   4.33009709] ; [387.33009709   7.66990291],0
b1,1,0.31368,1.015119,[ 93 130] ; [150 249],[ 87.12057878 135.87942122] ; [155.87942122 243.12057878],0
s1,1,0.332139,0.940541,[ 10 209] ; [ 12 382],[  7.85970636 211.14029364] ; [ 14.14029364 379.85970636],0
r1,1,0.348438,0.879136,[199  24] ; [344  53],[195.30483871  27.69516129] ; [347.69516129  49.30483871],0
u3,1,0.354911,0.855819,[28 16] ; [65 52],[25.41614907 18.58385093] ; [67.58385093 49.41614907],0
p2,1,0.355472,0.853826,[194  28] ; [337  61],[190.13225806  31.86774194] ; [340.86774194  57.13225806],0
d5,1,0.356702,0.849472,[189  32] ; [329  69],[184.94022617  36.05977383] ; [333.05977383  64.94022617],0
n3,1,0.365285,0.819643,[33  7] ; [51 17],[31.11111111  8.88888889] ; [52.88888889 15.11111111],0
b4,1,0.552724,0.35246,[134  89] ; [230 169],[130.50160772  92.49839228] ; [233.49839228 165.50160772],0
d3,1,0.552826,0.352279,[159  63] ; [276 122],[155.75806452  66.24193548] ; [279.24193548 118.75806452],0
u2,1,0.554209,0.349831,[22 21] ; [66 51],[23.65 19.35] ; [64.35 52.65],0
v4,1,0.562647,0.335142,[219   4] ; [388  10],[217.9726248   5.0273752] ; [389.0273752   8.9726248],0
p11,1,0.65703,0.197152,[183  40] ; [333  66],[184.99678457  38.00321543] ; [331.00321543  67.99678457],0
a8,1,0.854895,0.033444,[ 32 170] ; [ 59 300],[ 32.76648841 169.23351159] ; [ 58.23351159 300.76648841],0
