Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.0,57.901155,[211  29] ; [266 178],[167.36842105  72.63157895] ; [309.63157895 134.36842105],1
s2,1,0.0,54.272628,[172  70] ; [185 259],[125.93877551 116.06122449] ; [231.06122449 212.93877551],1
p5,1,0.0,42.775063,[ 52 190] ; [ 23 421],[ 26.45772595 215.54227405] ; [ 48.54227405 395.45772595],1
s7,1,0.0,36.242699,[155  77] ; [180 246],[118.11550152 113.88449848] ; [216.88449848 209.11550152],1
s8,1,0.0,32.298693,[147  94] ; [171 275],[111.55458515 129.44541485] ; [206.44541485 239.55458515],1
s3,1,1e-06,23.377735,[167  72] ; [224 218],[137.22320117 101.77679883] ; [253.77679883 188.22320117],1
s4,1,6e-06,20.47066,[ 58 181] ; [ 49 394],[ 37.49706745 201.50293255] ; [ 69.50293255 373.49706745],1
p6,1,2.8e-05,17.528634,[113 126] ; [137 304],[ 87.86764706 151.13235294] ; [162.13235294 278.86764706],1
p7,1,4.9e-05,16.479469,[180  55] ; [267 170],[156.31696429  78.68303571] ; [290.68303571 146.31696429],1
p12,1,6.1e-05,16.075859,[ 33 208] ; [ 22 421],[ 19.37865497 221.62134503] ; [ 35.62134503 407.37865497],1
p9,1,0.000139,14.511002,[217  21] ; [354  89],[199.55653451  38.44346549] ; [371.44346549  71.55653451],1
p10,1,0.000193,13.893511,[214  27] ; [341 101],[195.83455344  45.16544656] ; [359.16544656  82.83455344],1
n6,1,0.000199,13.845108,[220  20] ; [361  85],[203.26530612  36.73469388] ; [377.73469388  68.26530612],1
p3,1,0.000205,13.78914,[146  95] ; [204 242],[122.78020378 118.21979622] ; [227.21979622 218.78020378],1
p8,1,0.001578,9.985198,[150  89] ; [220 219],[130.42772861 108.57227139] ; [239.57227139 199.42772861],0
p4,1,0.003158,8.713899,[164  75] ; [254 191],[146.05555556  92.94444444] ; [271.94444444 173.05555556],0
v1,1,0.004643,8.013415,[153  89] ; [226 209],[135.47710487 106.52289513] ; [243.52289513 191.47710487],0
a3,1,0.005718,7.637236,[194  49] ; [312 133],[178.71802326  64.28197674] ; [327.28197674 117.71802326],0
n5,1,0.009028,6.817336,[198  44] ; [323 120],[184.06131387  57.93868613] ; [336.93868613 106.06131387],0
p1,1,0.010049,6.62613,[ 29 213] ; [ 28 416],[ 20.10787172 221.89212828] ; [ 36.89212828 407.10787172],0
n1,1,0.021187,5.311339,[24 22] ; [29 62],[17.79562044 28.20437956] ; [35.20437956 55.79562044],0
a5,1,0.021637,5.274762,[200  44] ; [332 115],[187.8552822  56.1447178] ; [344.1447178 102.8552822],0
d2,1,0.022436,5.211624,[136 106] ; [210 236],[121.70348837 120.29651163] ; [224.29651163 221.70348837],0
u1,1,0.026809,4.903046,[ 61 183] ; [ 80 367],[ 49.78871201 194.21128799] ; [ 91.21128799 355.78871201],0
a2,1,0.028666,4.787546,[ 76 168] ; [105 342],[ 63.91316932 180.08683068] ; [117.08683068 329.91316932],0
v3,1,0.029601,4.732344,[115 127] ; [164 258],[101.68373494 140.31626506] ; [177.31626506 244.68373494],0
a7,1,0.029849,4.71797,[171  73] ; [346 100],[182.82318841  61.17681159] ; [334.17681159 111.82318841],0
n2,1,0.031392,4.63138,[40  7] ; [62 29],[34.73913043 12.26086957] ; [67.26086957 23.73913043],0
a4,1,0.052144,3.771139,[126 118] ; [195 249],[113.84302326 130.15697674] ; [207.15697674 236.84302326],0
b2,1,0.053458,3.729549,[66 82] ; [ 93 173],[56.84057971 91.15942029] ; [102.15942029 163.84057971],0
b3,1,0.053458,3.729549,[66 82] ; [ 93 173],[56.84057971 91.15942029] ; [102.15942029 163.84057971],0
d1,1,0.05813,3.589947,[162  82] ; [264 183],[150.42547033  93.57452967] ; [275.57452967 171.42547033],0
n3,1,0.063943,3.432049,[40  7] ; [63 26],[35.59558824 11.40441176] ; [67.40441176 21.59558824],0
b5,1,0.066162,3.375751,[132 112] ; [274 173],[143.36324168 100.63675832] ; [262.63675832 184.36324168],0
d4,1,0.066441,3.368818,[212  30] ; [366  79],[203.60407569  38.39592431] ; [374.39592431  70.60407569],0
a6,1,0.096283,2.766057,[160  82] ; [322 124],[169.54069767  72.45930233] ; [312.45930233 133.54069767],0
u2,1,0.12407,2.365181,[24 25] ; [82 51],[28.53846154 20.46153846] ; [77.46153846 55.53846154],0
n4,1,0.143803,2.136788,[199  44] ; [344 102],[191.50798258  51.49201742] ; [351.49201742  94.50798258],0
p2,1,0.184786,1.758708,[210  32] ; [369  76],[203.95633188  38.04366812] ; [375.04366812  69.95633188],0
u4,1,0.209684,1.573608,[  3 241] ; [ 12 435],[  5.29667149 238.70332851] ; [  9.70332851 437.29667149],0
d5,1,0.273066,1.201281,[205  37] ; [363  83],[199.79069767  42.20930233] ; [368.20930233  77.79069767],0
a1,1,0.311077,1.026096,[ 12 232] ; [ 15 432],[  9.53400868 234.46599132] ; [ 17.46599132 429.53400868],0
v4,1,0.378172,0.776637,[240   4] ; [433  12],[238.33381713   5.66618287] ; [434.66618287  10.33381713],0
r3,1,0.406949,0.687697,[237   6] ; [439   7],[238.41509434   4.58490566] ; [437.58490566   8.41509434],0
r2,1,0.566954,0.327807,[241   3] ; [436   8],[240.09883721   3.90116279] ; [436.90116279   7.09883721],0
v2,1,0.664991,0.187517,[146  95] ; [249 174],[143.36596386  97.63403614] ; [251.63403614 171.36596386],0
u3,1,0.792328,0.069321,[33 17] ; [85 48],[32.24043716 17.75956284] ; [85.75956284 47.24043716],0
d3,1,0.877284,0.023843,[173  70] ; [320 126],[173.87373004  69.12626996] ; [319.12626996 126.87373004],0
b1,1,0.898511,0.016267,[ 94 150] ; [170 277],[ 93.22141823 150.77858177] ; [170.77858177 276.22141823],0
s1,1,0.915017,0.011388,[  8 232] ; [ 14 426],[  7.76470588 232.23529412] ; [ 14.23529412 425.76470588],0
p11,1,0.94012,0.005643,[196  48] ; [358  89],[195.62373372  48.37626628] ; [358.37626628  88.62373372],0
a8,1,0.968205,0.001589,[ 32 188] ; [ 58 344],[ 31.83279743 188.16720257] ; [ 58.16720257 343.83279743],0
b4,1,0.993665,6.3e-05,[142 102] ; [260 187],[141.95079595 102.04920405] ; [260.04920405 186.95079595],0
