Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.000715,11.449871,[1 2] ; [226  22],[2.71314741 0.28685259] ; [224.28685259  23.71314741],1
a1,1,0.019709,5.437491,[1 2] ; [ 11 237],[0.14342629 2.85657371] ; [ 11.85657371 236.14342629],0
p1,1,0.044324,4.044194,[1 2] ; [ 14 234],[0.17928287 2.82071713] ; [ 14.82071713 233.17928287],0
r1,1,0.060256,3.53032,[1 2] ; [194  53],[2.34 0.66] ; [192.66  54.34],0
r3,1,0.065501,3.392314,[2 1] ; [232  16],[2.79681275 0.20318725] ; [231.20318725  16.79681275],0
p6,1,0.085075,2.965189,[2 1] ; [ 58 186],[0.72874494 2.27125506] ; [ 59.27125506 184.72874494],0
a8,1,0.151774,2.054333,[1 2] ; [ 20 201],[0.28125 2.71875] ; [ 20.71875 200.28125],0
p11,1,0.173869,1.849266,[1 2] ; [173  75],[2.07968127 0.92031873] ; [171.92031873  76.07968127],0
s8,1,0.372102,0.796631,[2 1] ; [102 146],[1.24302789 1.75697211] ; [102.75697211 145.24302789],0
r4,1,0.438381,0.600517,[2 1] ; [207  41],[2.49800797 0.50199203] ; [206.50199203  41.49800797],0
v1,1,0.448723,0.573875,[2 1] ; [107 132],[1.35123967 1.64876033] ; [107.64876033 131.35123967],0
s7,1,0.536834,0.38144,[2 1] ; [115 121],[1.46861925 1.53138075] ; [115.53138075 120.46861925],0
p4,1,0.538116,0.379043,[2 1] ; [121 127],[1.47011952 1.52988048] ; [121.52988048 126.47011952],0
n6,1,0.546615,0.363416,[2 1] ; [199  48],[2.412 0.588] ; [198.588  48.412],0
p9,1,0.573211,0.317339,[2 1] ; [194  49],[2.3902439 0.6097561] ; [193.6097561  49.3902439],0
s6,1,0.628444,0.234177,[1 1] ; [163  83],[1.32258065 0.67741935] ; [162.67741935  83.32258065],0
s2,1,0.663238,0.189614,[2 1] ; [133 113],[1.62650602 1.37349398] ; [133.37349398 112.62650602],0
s3,1,0.729924,0.119181,[2 1] ; [139 106],[1.70564516 1.29435484] ; [139.29435484 105.70564516],0
p10,1,0.733965,0.115502,[2 1] ; [185  61],[2.25301205 0.74698795] ; [184.74698795  61.25301205],0
v2,1,0.754477,0.097807,[2 1] ; [135  99],[1.73417722 1.26582278] ; [135.26582278  98.73417722],0
b1,1,0.827581,0.047439,[1 2] ; [ 98 150],[1.18326693 1.81673307] ; [ 97.81673307 150.18326693],0
p7,1,0.827866,0.04728,[1 2] ; [ 96 147],[1.18292683 1.81707317] ; [ 95.81707317 147.18292683],0
a2,1,0.849237,0.036135,[1 2] ; [ 96 152],[1.15936255 1.84063745] ; [ 95.84063745 152.15936255],0
b4,1,0.860154,0.031039,[2 1] ; [153  95],[1.85258964 1.14741036] ; [153.14741036  94.85258964],0
a4,1,0.889133,0.019433,[2 1] ; [155  92],[1.884 1.116] ; [155.116  91.884],0
p3,1,0.896175,0.017029,[1 2] ; [ 91 155],[1.10843373 1.89156627] ; [ 90.89156627 155.10843373],0
p2,1,0.92761,0.008254,[2 1] ; [170  76],[2.07228916 0.92771084] ; [169.92771084  76.07228916],0
v3,1,0.942263,0.005246,[1 2] ; [ 82 150],[1.05957447 1.94042553] ; [ 81.94042553 150.05957447],0
n5,1,0.952038,0.003618,[2 1] ; [168  78],[2.04819277 0.95180723] ; [167.95180723  78.04819277],0
b5,1,0.992151,9.7e-05,[2 1] ; [166  82],[2.00796813 0.99203187] ; [165.99203187  82.00796813],0
