Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,7.2e-05,15.746472,[47 21] ; [14 31],[36.7079646 31.2920354] ; [24.2920354 20.7079646],1
n6,1,0.003589,8.481021,[48 22] ; [18 26],[40.52631579 29.47368421] ; [25.47368421 18.52631579],0
s1,1,0.006366,7.443685,[ 2 68] ; [ 8 38],[ 6.03448276 63.96551724] ; [ 3.96551724 42.03448276],0
r2,1,0.006817,7.320582,[44 24] ; [17 27],[37.03571429 30.96428571] ; [23.96428571 20.03571429],0
p10,1,0.008603,6.903381,[42 26] ; [16 28],[35.21428571 32.78571429] ; [22.78571429 21.21428571],0
u3,1,0.013545,6.096519,[12 16] ; [ 2 18],[ 8.16666667 19.83333333] ; [ 5.83333333 14.16666667],0
d5,1,0.013905,6.050174,[48 22] ; [21 25],[41.63793103 28.36206897] ; [27.36206897 18.63793103],0
v2,1,0.016225,5.778278,[28 39] ; [ 9 36],[22.13392857 44.86607143] ; [14.86607143 30.13392857],0
p9,1,0.01821,5.575846,[44 24] ; [18 25],[37.98198198 30.01801802] ; [24.01801802 18.98198198],0
p8,1,0.023176,5.155269,[26 43] ; [ 8 37],[20.57894737 48.42105263] ; [13.42105263 31.57894737],0
a8,1,0.025861,4.965278,[ 1 65] ; [ 5 39],[ 3.6 62.4] ; [ 2.4 41.6],0
s6,1,0.061594,3.493945,[25 45] ; [ 9 37],[20.51724138 49.48275862] ; [13.48275862 32.51724138],0
r3,1,0.062277,3.47568,[42 28] ; [19 26],[37.13043478 32.86956522] ; [23.86956522 21.13043478],0
n2,1,0.073089,3.212252,[24 13] ; [ 9 13],[20.69491525 16.30508475] ; [12.30508475  9.69491525],0
u2,1,0.080787,3.049002,[14 14] ; [ 5 15],[11.08333333 16.91666667] ; [ 7.91666667 12.08333333],0
p1,1,0.084565,2.974911,[ 3 67] ; [ 6 40],[ 5.43103448 64.56896552] ; [ 3.56896552 42.43103448],0
d3,1,0.093812,2.807708,[38 31] ; [18 28],[33.6 35.4] ; [22.4 23.6],0
d4,1,0.137415,2.206665,[49 21] ; [26 20],[45.25862069 24.74137931] ; [29.74137931 16.25862069],0
p6,1,0.148924,2.083236,[15 53] ; [ 5 39],[12.14285714 55.85714286] ; [ 7.85714286 36.14285714],0
p11,1,0.171285,1.871664,[38 32] ; [19 27],[34.39655172 35.60344828] ; [22.60344828 23.39655172],0
p4,1,0.177046,1.822251,[26 42] ; [12 34],[22.66666667 45.33333333] ; [15.33333333 30.66666667],0
s7,1,0.193188,1.693135,[20 46] ; [ 8 34],[17.11111111 48.88888889] ; [10.88888889 31.11111111],0
n4,1,0.208517,1.581692,[39 31] ; [31 15],[42.24137931 27.75862069] ; [27.75862069 18.24137931],0
n3,1,0.211301,1.562493,[23 14] ; [10 12],[20.69491525 16.30508475] ; [12.30508475  9.69491525],0
a7,1,0.223195,1.483709,[37 33] ; [19 27],[33.79310345 36.20689655] ; [22.20689655 23.79310345],0
d1,1,0.294361,1.099569,[28 42] ; [14 32],[25.34482759 44.65517241] ; [16.65517241 29.34482759],0
u1,1,0.329201,0.952038,[ 3 67] ; [ 4 42],[ 4.22413793 65.77586207] ; [ 2.77586207 43.22413793],0
v3,1,0.350832,0.870444,[19 51] ; [ 9 37],[16.89655172 53.10344828] ; [11.10344828 34.89655172],0
