Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,97.19229,[326  59] ; [43 69],[285.84507042  99.15492958] ; [83.15492958 28.84507042],1
d3,1,0.0,50.985985,[363  23] ; [78 34],[341.81927711  44.18072289] ; [99.18072289 12.81927711],1
a2,1,0.0,32.506396,[166 222] ; [15 97],[140.456 247.544] ; [40.544 71.456],1
b5,1,2e-06,22.967587,[263 125] ; [48 64],[241.336 146.664] ; [69.664 42.336],1
u1,1,2e-06,22.610212,[131 257] ; [ 12 100],[110.968 277.032] ; [32.032 79.968],1
b1,1,2.9e-05,17.455469,[124 264] ; [60 52],[142.784 245.216] ; [41.216 70.784],1
s5,1,0.007751,7.090158,[131 241] ; [52 53],[142.71698113 229.28301887] ; [40.28301887 64.71698113],0
r2,1,0.024918,5.029585,[383   3] ; [106   4],[380.55241935   5.44758065] ; [108.44758065   1.55241935],0
s4,1,0.03901,4.260443,[ 58 323] ; [26 84],[ 65.18126273 315.81873727] ; [18.81873727 91.18126273],0
r1,1,0.043258,4.085285,[350  36] ; [94 18],[344.14457831  41.85542169] ; [99.85542169 12.14457831],0
v4,1,0.061248,3.503259,[382   6] ; [106   5],[379.44689379   8.55310621] ; [108.55310621   2.44689379],0
p12,1,0.099991,2.705683,[ 42 345] ; [  6 102],[ 37.52727273 349.47272727] ; [10.47272727 97.52727273],0
a4,1,0.114784,2.487091,[220 167] ; [73 39],[227.23647295 159.76352705] ; [65.76352705 46.23647295],0
d2,1,0.1211,2.40304,[274 111] ; [88 24],[280.42253521 104.57746479] ; [81.57746479 30.42253521],0
s7,1,0.16211,1.954436,[193 179] ; [62 42],[199.28571429 172.71428571] ; [55.71428571 48.28571429],0
s8,1,0.169483,1.887508,[193 191] ; [64 47],[199.36969697 184.63030303] ; [57.63030303 53.36969697],0
p5,1,0.169954,1.883349,[ 41 343] ; [17 93],[ 45.08502024 338.91497976] ; [12.91497976 97.08502024],0
v2,1,0.173685,1.850844,[235 137] ; [61 48],[228.92307692 143.07692308] ; [67.07692308 41.92307692],0
p7,1,0.189501,1.721491,[248 129] ; [79 30],[253.66049383 123.33950617] ; [73.33950617 35.66049383],0
b4,1,0.191078,1.709284,[238 150] ; [61 51],[232.024 155.976] ; [66.976 45.024],0
b2,1,0.213738,1.545927,[ 96 149] ; [35 39],[100.61128527 144.38871473] ; [30.38871473 43.61128527],0
b3,1,0.213738,1.545927,[ 96 149] ; [35 39],[100.61128527 144.38871473] ; [30.38871473 43.61128527],0
a8,1,0.225212,1.470846,[ 50 285] ; [11 96],[ 46.23303167 288.76696833] ; [14.76696833 92.23303167],0
p4,1,0.241829,1.3699,[261 124] ; [68 42],[255.88888889 129.11111111] ; [73.11111111 36.88888889],0
u4,1,0.257142,1.284077,[ 12 376] ; [  6 106],[ 13.968 374.032] ; [  4.032 107.968],0
u3,1,0.290206,1.118668,[55 23] ; [11  8],[53.07216495 24.92783505] ; [12.92783505  6.07216495],0
n6,1,0.32566,0.96608,[340  46] ; [93 17],[336.97177419  49.02822581] ; [96.02822581 13.97177419],0
p10,1,0.325975,0.96482,[330  56] ; [89 20],[326.73535354  59.26464646] ; [92.26464646 16.73535354],0
p6,1,0.361096,0.834079,[153 230] ; [48 59],[157.10816327 225.89183673] ; [43.89183673 63.10816327],0
p2,1,0.412034,0.672925,[332  54] ; [92 19],[329.30382294  56.69617706] ; [94.69617706 16.30382294],0
n1,1,0.432379,0.616425,[30 46] ; [13 14],[31.72815534 44.27184466] ; [11.27184466 15.72815534],0
a3,1,0.518173,0.417528,[310  76] ; [93 19],[312.36546185  73.63453815] ; [90.63453815 21.36546185],0
