Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,31.395102,[110  24] ; [87 83],[86.83552632 47.16447368] ; [110.16447368  59.83552632],1
p4,1,0.0,31.357881,[115  21] ; [95 79],[92.12903226 43.87096774] ; [117.87096774  56.12903226],1
p8,1,1e-06,23.960607,[96 41] ; [ 73 100],[74.68709677 62.31290323] ; [94.31290323 78.68709677],1
p3,1,9.1e-05,15.320525,[95 41] ; [83 91],[78.09032258 57.90967742] ; [99.90967742 74.09032258],1
v1,1,0.001555,10.011931,[89 45] ; [80 86],[75.48666667 58.51333333] ; [93.51333333 72.48666667],0
p5,1,0.002005,9.544884,[ 29 108] ; [ 15 156],[ 19.57142857 117.42857143] ; [ 24.42857143 146.57142857],0
a1,1,0.002026,9.525865,[ 16 121] ; [  5 170],[  9.22115385 127.77884615] ; [ 11.77884615 163.22115385],0
s5,1,0.005046,7.86292,[71 56] ; [ 65 100],[59.15068493 67.84931507] ; [76.84931507 88.15068493],0
p2,1,0.005873,7.588742,[125  12] ; [140  35],[116.36217949  20.63782051] ; [148.63782051  26.36217949],0
p12,1,0.006785,7.32893,[ 26 110] ; [ 15 159],[ 17.98709677 118.01290323] ; [ 23.01290323 150.98709677],0
n4,1,0.00716,7.232279,[121  16] ; [133  41],[111.89067524  25.10932476] ; [142.10932476  31.89067524],0
r4,1,0.007751,7.090027,[133   4] ; [156  19],[126.90064103  10.09935897] ; [162.09935897  12.90064103],0
p1,1,0.008385,6.949342,[ 21 115] ; [ 11 164],[ 13.99356913 122.00643087] ; [ 18.00643087 156.99356913],0
s8,1,0.0095,6.726313,[99 37] ; [102  72],[88.18064516 47.81935484] ; [112.81935484  61.18064516],0
n6,1,0.024522,5.057341,[123  12] ; [143  31],[116.21359223  18.78640777] ; [149.78640777  24.21359223],0
p9,1,0.027429,4.863633,[128   9] ; [148  25],[121.97419355  15.02580645] ; [154.02580645  18.97419355],0
a5,1,0.048543,3.891088,[121  16] ; [140  35],[114.60576923  22.39423077] ; [146.39423077  28.60576923],0
s6,1,0.053239,3.736403,[121  13] ; [142  30],[115.16993464  18.83006536] ; [147.83006536  24.16993464],0
n5,1,0.054988,3.682451,[116  21] ; [132  42],[109.24758842  27.75241158] ; [138.75241158  35.24758842],0
