Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,34.924986,[157 103] ; [31 83],[130.69518717 129.30481283] ; [57.30481283 56.69518717],1
d5,1,0.0,27.89754,[220  40] ; [68 46],[200.21390374  59.78609626] ; [87.78609626 26.21390374],1
d2,1,0.0,26.829614,[132 127] ; [25 88],[109.30913978 149.69086022] ; [47.69086022 65.30913978],1
r1,1,1e-06,24.674089,[218  42] ; [68 45],[199.35656836  60.64343164] ; [86.64343164 26.35656836],1
a3,1,2e-06,22.384867,[191  69] ; [55 59],[171.01604278  88.98395722] ; [74.98395722 39.01604278],1
d4,1,9e-06,19.66415,[216  44] ; [70 43],[199.35656836  60.64343164] ; [86.64343164 26.35656836],1
a4,1,1.2e-05,19.200866,[121 137] ; [26 88],[101.9516129 156.0483871] ; [45.0483871 68.9516129],1
u1,1,2.2e-05,17.995103,[ 46 214] ; [  2 112],[ 33.36898396 226.63101604] ; [14.63101604 99.36898396],1
a6,1,7e-05,15.799777,[199  61] ; [64 50],[182.8342246  77.1657754] ; [80.1657754 33.8342246],1
p10,1,8.3e-05,15.483229,[220  35] ; [77 35],[206.36239782  48.63760218] ; [90.63760218 21.36239782],1
n4,1,0.000344,12.816483,[208  51] ; [71 42],[194.25  64.75] ; [84.75 28.25],1
d3,1,0.001227,10.449576,[184  76] ; [61 53],[170.32085561  89.67914439] ; [74.67914439 39.32085561],0
p4,1,0.002227,9.352166,[155 103] ; [48 64],[141.55135135 116.44864865] ; [61.44864865 50.55135135],0
n5,1,0.00236,9.246373,[194  63] ; [67 45],[181.7804878  75.2195122] ; [79.2195122 32.7804878],0
p9,1,0.017085,5.687632,[226  30] ; [89 24],[218.53658537  37.46341463] ; [96.46341463 16.53658537],0
p3,1,0.017177,5.67823,[130 129] ; [42 72],[119.43163539 139.56836461] ; [52.56836461 61.43163539],0
v1,1,0.020264,5.389024,[136 117] ; [45 66],[125.80494505 127.19505495] ; [55.19505495 55.80494505],0
p8,1,0.023268,5.148393,[146 106] ; [51 62],[136.0109589 115.9890411] ; [60.9890411 52.0109589],0
s7,1,0.034195,4.484947,[ 75 168] ; [22 88],[ 66.7733711 176.2266289] ; [30.2266289 79.7733711],0
r4,1,0.040874,4.181242,[234  26] ; [94 20],[228.02139037  31.97860963] ; [99.97860963 14.02139037],0
p2,1,0.044645,4.032007,[223  33] ; [90 24],[216.56216216  39.43783784] ; [96.43783784 17.56216216],0
b1,1,0.049259,3.866489,[ 98 162] ; [31 83],[ 89.67914439 170.32085561] ; [39.32085561 74.67914439],0
s8,1,0.069436,3.296294,[ 75 182] ; [23 91],[ 67.88679245 189.11320755] ; [30.11320755 83.88679245],0
