Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,30.624147,[41 12] ; [ 5 27],[28.68235294 24.31764706] ; [17.31764706 14.68235294],1
p2,1,0.056574,3.635074,[29 23] ; [11 21],[24.76190476 27.23809524] ; [15.23809524 16.76190476],0
a2,1,0.057054,3.62102,[14 39] ; [ 3 29],[10.6 42.4] ; [ 6.4 25.6],0
b1,1,0.076017,3.14806,[26 27] ; [22 10],[29.92941176 23.07058824] ; [18.07058824 13.92941176],0
a3,1,0.07798,3.106509,[36 16] ; [16 16],[32.19047619 19.80952381] ; [19.80952381 12.19047619],0
n5,1,0.094718,2.792308,[18 34] ; [17 15],[21.66666667 30.33333333] ; [13.33333333 18.66666667],0
a5,1,0.096241,2.766756,[33 20] ; [14 18],[29.30588235 23.69411765] ; [17.69411765 14.30588235],0
s8,1,0.105518,2.620092,[10 43] ; [ 2 30],[ 7.48235294 45.51764706] ; [ 4.51764706 27.48235294],0
u2,1,0.154044,2.031746,[11  5] ; [7 9],[9. 7.] ; [9. 7.],0
u3,1,0.157299,2.0,[10  6] ; [ 6 10],[8. 8.] ; [8. 8.],0
s3,1,0.169543,1.886982,[27 26] ; [11 20],[23.97619048 29.02380952] ; [14.02380952 16.97619048],0
b5,1,0.20802,1.585153,[29 24] ; [13 19],[26.18823529 26.81176471] ; [15.81176471 16.18823529],0
b4,1,0.225097,1.471576,[32 21] ; [15 17],[29.30588235 23.69411765] ; [17.69411765 14.30588235],0
u1,1,0.271223,1.210549,[ 5 48] ; [ 1 31],[ 3.74117647 49.25882353] ; [ 2.25882353 29.74117647],0
v3,1,0.276859,1.182444,[14 32] ; [ 6 25],[11.94805195 34.05194805] ; [ 8.05194805 22.94805195],0
a6,1,0.307771,1.040217,[35 17] ; [18 14],[32.80952381 19.19047619] ; [20.19047619 11.80952381],0
p9,1,0.344325,0.894262,[20 29] ; [16 15],[22.05 26.95] ; [13.95 17.05],0
p4,1,0.37467,0.788119,[16 36] ; [ 7 25],[14.23809524 37.76190476] ; [ 8.76190476 23.23809524],0
n1,1,0.386095,0.751205,[ 7 19] ; [6 9],[ 8.24390244 17.75609756] ; [ 4.75609756 10.24390244],0
n3,1,0.405033,0.693333,[16  8] ; [8 7],[14.76923077  9.23076923] ; [9.23076923 5.76923077],0
a8,1,0.431722,0.618186,[ 6 45] ; [ 2 29],[ 4.97560976 46.02439024] ; [ 3.02439024 27.97560976],0
a4,1,0.481687,0.495042,[24 29] ; [12 20],[22.44705882 30.55294118] ; [13.55294118 18.44705882],0
n4,1,0.553867,0.350434,[23 30] ; [16 16],[24.31764706 28.68235294] ; [14.68235294 17.31764706],0
s5,1,0.572415,0.318659,[10 37] ; [ 5 26],[ 9.03846154 37.96153846] ; [ 5.96153846 25.03846154],0
p3,1,0.629516,0.232718,[16 36] ; [ 8 23],[15.03614458 36.96385542] ; [ 8.96385542 22.03614458],0
n2,1,0.657774,0.196239,[14 12] ; [7 8],[13.31707317 12.68292683] ; [7.68292683 7.31707317],0
p10,1,0.68256,0.167259,[18 31] ; [10 21],[17.15 31.85] ; [10.85 20.15],0
p5,1,0.71878,0.129665,[ 1 50] ; [ 1 30],[ 1.24390244 49.75609756] ; [ 0.75609756 30.24390244],0
s7,1,0.786407,0.07343,[12 34] ; [ 7 23],[11.5 34.5] ; [ 7.5 22.5],0
p7,1,0.823351,0.049835,[16 34] ; [11 21],[16.46341463 33.53658537] ; [10.53658537 21.46341463],0
p6,1,0.828631,0.046854,[ 9 41] ; [ 5 26],[ 8.64197531 41.35802469] ; [ 5.35802469 25.64197531],0
v1,1,0.890412,0.018984,[19 34] ; [11 21],[18.70588235 34.29411765] ; [11.29411765 20.70588235],0
d2,1,0.948685,0.004142,[24 28] ; [15 17],[24.14285714 27.85714286] ; [14.85714286 17.14285714],0
s1,1,0.970925,0.001328,[ 5 47] ; [ 3 29],[ 4.95238095 47.04761905] ; [ 3.04761905 28.95238095],0
s4,1,0.989249,0.000182,[10 43] ; [ 6 26],[ 9.97647059 43.02352941] ; [ 6.02352941 25.97647059],0
