Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,30.624147,[41 12] ; [ 5 27],[28.68235294 24.31764706] ; [17.31764706 14.68235294],1
r3,1,9e-06,19.788462,[44  8] ; [12 20],[34.66666667 17.33333333] ; [21.33333333 10.66666667],1
d4,1,0.002002,9.548044,[43  8] ; [17 15],[36.86746988 14.13253012] ; [23.13253012  8.86746988],0
r2,1,0.003347,8.607962,[48  5] ; [20 11],[42.9047619 10.0952381] ; [25.0952381  5.9047619],0
v4,1,0.005977,7.557355,[41 11] ; [16 16],[35.28571429 16.71428571] ; [21.71428571 10.28571429],0
p8,1,0.007183,7.226544,[16 34] ; [ 2 29],[11.11111111 38.88888889] ; [ 6.88888889 24.11111111],0
d1,1,0.007421,7.168218,[29 24] ; [ 8 24],[23.07058824 29.92941176] ; [13.92941176 18.07058824],0
d3,1,0.008511,6.922627,[37 15] ; [13 18],[31.3253012 20.6746988] ; [18.6746988 12.3253012],0
a7,1,0.013188,6.143757,[39 14] ; [15 17],[33.67058824 19.32941176] ; [20.32941176 11.67058824],0
d5,1,0.013275,6.132141,[41 11] ; [17 15],[35.9047619 16.0952381] ; [22.0952381  9.9047619],0
v2,1,0.016288,5.771496,[22 26] ; [ 6 25],[17.01265823 30.98734177] ; [10.98734177 20.01265823],0
s6,1,0.01633,5.766942,[25 27] ; [ 7 25],[19.80952381 32.19047619] ; [12.19047619 19.80952381],0
s2,1,0.020228,5.392121,[23 30] ; [ 6 26],[18.08235294 34.91764706] ; [10.91764706 21.08235294],0
a1,1,0.021959,5.249039,[ 2 51] ; [ 6 26],[ 4.98823529 48.01176471] ; [ 3.01176471 28.98823529],0
p1,1,0.021959,5.249039,[ 2 51] ; [ 6 26],[ 4.98823529 48.01176471] ; [ 3.01176471 28.98823529],0
b2,1,0.036128,4.391056,[ 6 23] ; [9 9],[ 9.25531915 19.74468085] ; [ 5.74468085 12.25531915],0
b3,1,0.036128,4.391056,[ 6 23] ; [9 9],[ 9.25531915 19.74468085] ; [ 5.74468085 12.25531915],0
