Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.0,29.06191,[70  6] ; [86 65],[52.22907489 23.77092511] ; [103.77092511  47.22907489],1
s2,1,7.8e-05,15.616749,[53 25] ; [61 90],[38.82969432 39.17030568] ; [75.17030568 75.82969432],1
s3,1,9.1e-05,15.317145,[59 19] ; [73 77],[45.15789474 32.84210526] ; [86.84210526 63.15789474],1
s7,1,0.000343,12.819915,[48 26] ; [57 88],[35.47945205 38.52054795] ; [69.52054795 75.47945205],1
p6,1,0.000615,11.730911,[49 29] ; [58 91],[36.76651982 41.23348018] ; [70.23348018 78.76651982],1
s8,1,0.001058,10.723988,[45 33] ; [53 98],[33.37991266 44.62008734] ; [64.62008734 86.37991266],0
p9,1,0.001549,10.018876,[71  6] ; [112  38],[62.07488987 14.92511013] ; [120.92511013  29.07488987],0
r1,1,0.003418,8.569661,[67 11] ; [102  48],[57.81578947 20.18421053] ; [111.18421053  38.81578947],0
s4,1,0.003598,8.476475,[25 53] ; [ 23 126],[16.49339207 61.50660793] ; [ 31.50660793 117.49339207],0
p10,1,0.004657,8.00789,[69  9] ; [108  42],[60.55263158 17.44736842] ; [116.44736842  33.55263158],0
a4,1,0.006351,7.44804,[41 38] ; [ 50 100],[31.3930131 47.6069869] ; [59.6069869 90.3930131],0
v1,1,0.006715,7.347539,[41 37] ; [51 99],[31.47368421 46.52631579] ; [60.52631579 89.47368421],0
p5,1,0.008708,6.881739,[15 64] ; [ 11 138],[ 9.00877193 69.99122807] ; [ 16.99122807 132.00877193],0
r4,1,0.012651,6.21734,[75  4] ; [126  25],[69.03913043  9.96086957] ; [131.96086957  19.03913043],0
b5,1,0.018261,5.570932,[38 41] ; [97 54],[46.36956522 32.63043478] ; [88.63043478 62.36956522],0
p2,1,0.022482,5.208096,[76  3] ; [130  20],[71.06550218  7.93449782] ; [134.93449782  15.06550218],0
