Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,3.4e-05,17.161843,[49 17] ; [12 25],[39.08737864 26.91262136] ; [21.91262136 15.08737864],1
d4,1,0.002348,9.255751,[24 42] ; [25 12],[31.39805825 34.60194175] ; [17.60194175 19.39805825],0
d2,1,0.008462,6.933031,[20 45] ; [ 3 34],[14.65686275 50.34313725] ; [ 8.34313725 28.65686275],0
r3,1,0.024762,5.040425,[46 20] ; [33  4],[50.62135922 15.37864078] ; [28.37864078  8.62135922],0
p1,1,0.034067,4.491358,[11 55] ; [ 1 36],[ 7.68932039 58.31067961] ; [ 4.31067961 32.68932039],0
b1,1,0.038399,4.287266,[39 27] ; [14 23],[33.96116505 32.03883495] ; [19.03883495 17.96116505],0
n6,1,0.043837,4.062837,[47 19] ; [19 18],[42.29126214 23.70873786] ; [23.70873786 13.29126214],0
a8,1,0.088461,2.902165,[11 53] ; [ 2 35],[ 8.23762376 55.76237624] ; [ 4.76237624 32.23762376],0
p10,1,0.095581,2.777778,[36 28] ; [14 22],[32. 32.] ; [18. 18.],0
d5,1,0.125994,2.341177,[22 44] ; [18 19],[25.63106796 40.36893204] ; [14.36893204 22.63106796],0
b4,1,0.138543,2.194065,[31 35] ; [23 14],[34.60194175 31.39805825] ; [19.39805825 17.60194175],0
d3,1,0.148065,2.092077,[13 53] ; [12 25],[16.01941748 49.98058252] ; [ 8.98058252 28.01941748],0
n1,1,0.183416,1.76973,[12 11] ; [2 6],[10.38709677 12.61290323] ; [3.61290323 4.38709677],0
p5,1,0.203345,1.618184,[ 6 58] ; [ 1 36],[ 4.43564356 59.56435644] ; [ 2.56435644 34.43564356],0
p9,1,0.260365,1.266814,[35 29] ; [15 20],[32.32323232 31.67676768] ; [17.67676768 17.32323232],0
p3,1,0.269636,1.218598,[21 45] ; [ 8 29],[18.58252427 47.41747573] ; [10.41747573 26.58252427],0
a5,1,0.284617,1.14491,[34 32] ; [15 22],[31.39805825 34.60194175] ; [17.60194175 19.39805825],0
p4,1,0.303149,1.060291,[15 50] ; [12 25],[17.20588235 47.79411765] ; [ 9.79411765 27.20588235],0
u2,1,0.32522,0.967838,[14 20] ; [11  9],[15.74074074 18.25925926] ; [ 9.25925926 10.74074074],0
r4,1,0.33889,0.914624,[44 22] ; [28  9],[46.13592233 19.86407767] ; [25.86407767 11.13592233],0
r2,1,0.340306,0.909277,[50 16] ; [31  6],[51.90291262 14.09708738] ; [29.09708738  7.90291262],0
a6,1,0.340519,0.908477,[35 31] ; [16 21],[32.67961165 33.32038835] ; [18.32038835 18.67961165],0
s2,1,0.346928,0.884663,[21 44] ; [15 21],[23.16831683 41.83168317] ; [12.83168317 23.16831683],0
s7,1,0.359991,0.837925,[15 46] ; [ 6 30],[13.20618557 47.79381443] ; [ 7.79381443 28.20618557],0
a1,1,0.36986,0.804134,[ 7 59] ; [ 2 35],[ 5.76699029 60.23300971] ; [ 3.23300971 33.76699029],0
p7,1,0.385682,0.752513,[23 42] ; [10 27],[21.02941176 43.97058824] ; [11.97058824 25.02941176],0
v3,1,0.400396,0.707136,[24 41] ; [10 25],[22.1 42.9] ; [11.9 23.1],0
v4,1,0.430891,0.620421,[49 17] ; [30  7],[50.62135922 15.37864078] ; [28.37864078  8.62135922],0
b5,1,0.453416,0.562099,[36 30] ; [23 14],[37.80582524 28.19417476] ; [21.19417476 15.80582524],0
r1,1,0.468411,0.525722,[38 28] ; [24 13],[39.72815534 26.27184466] ; [22.27184466 14.72815534],0
s8,1,0.472563,0.515977,[17 49] ; [ 7 29],[15.52941176 50.47058824] ; [ 8.47058824 27.52941176],0
n3,1,0.495378,0.464824,[17  7] ; [4 3],[16.25806452  7.74193548] ; [4.74193548 2.25806452],0
a2,1,0.549449,0.358305,[ 2 64] ; [ 2 35],[ 2.5631068 63.4368932] ; [ 1.4368932 35.5631068],0
p11,1,0.56534,0.330542,[36 30] ; [18 19],[34.60194175 31.39805825] ; [19.39805825 17.60194175],0
n2,1,0.632142,0.229167,[20  5] ; [7 1],[20.45454545  4.54545455] ; [6.54545455 1.45454545],0
v2,1,0.654435,0.200354,[23 39] ; [15 21],[24.04081633 37.95918367] ; [13.95918367 22.04081633],0
p8,1,0.65566,0.198839,[15 50] ; [10 27],[15.93137255 49.06862745] ; [ 9.06862745 27.93137255],0
