Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,43.249117,[50 67] ; [213  64],[78.09898477 38.90101523] ; [184.90101523  92.09898477],1
a6,1,0.0,40.854339,[47 70] ; [205  72],[74.83248731 42.16751269] ; [177.16751269  99.83248731],1
r4,1,2.4e-05,17.828926,[89 28] ; [254  23],[101.85532995  15.14467005] ; [241.14467005  35.85532995],1
r1,1,7.7e-05,15.641889,[74 43] ; [225  50],[89.24234694 27.75765306] ; [209.75765306  65.24234694],1
a2,1,0.000163,14.217051,[ 10 107] ; [ 70 207],[23.75634518 93.24365482] ; [ 56.24365482 220.75634518],1
u1,1,0.000403,12.518059,[  5 112] ; [ 49 228],[ 16.03553299 100.96446701] ; [ 37.96446701 239.03553299],1
b5,1,0.000467,12.243237,[58 59] ; [189  88],[73.34771574 43.65228426] ; [173.65228426 103.34771574],1
r3,1,0.000636,11.668705,[102  15] ; [266  10],[109.55725191   7.44274809] ; [258.44274809  17.55725191],1
a5,1,0.00075,11.359994,[65 52] ; [202  75],[79.28680203 37.71319797] ; [187.71319797  89.28680203],1
d4,1,0.000791,11.26226,[81 36] ; [233  44],[93.24365482 23.75634518] ; [220.75634518  56.24365482],1
d1,1,0.000942,10.938275,[48 69] ; [164 113],[62.95431472 54.04568528] ; [149.04568528 127.95431472],1
d5,1,0.00316,8.712764,[77 40] ; [221  56],[88.49238579 28.50761421] ; [209.50761421  67.49238579],0
s6,1,0.008132,7.004077,[60 54] ; [182  90],[71.47150259 42.52849741] ; [170.52849741 101.47150259],0
v2,1,0.012509,6.237233,[46 67] ; [144 119],[57.10106383 55.89893617] ; [132.89893617 130.10106383],0
u3,1,0.014464,5.980664,[15 30] ; [48 38],[21.64122137 23.35877863] ; [41.35877863 44.64122137],0
p2,1,0.015649,5.841839,[81 36] ; [222  54],[90.20610687 26.79389313] ; [212.79389313  63.20610687],0
r2,1,0.022328,5.220062,[101  14] ; [258  15],[106.40463918   8.59536082] ; [252.59536082  20.40463918],0
p10,1,0.022421,5.212783,[79 37] ; [214  57],[87.82428941 28.17571059] ; [205.17571059  65.82428941],0
v4,1,0.040363,4.202554,[105  12] ; [262  13],[109.53826531   7.46173469] ; [257.46173469  17.53826531],0
n5,1,0.044401,4.041235,[94 23] ; [194  81],[85.95918367 31.04081633] ; [202.04081633  72.95918367],0
s2,1,0.07755,3.115518,[45 70] ; [134 140],[52.91773779 62.08226221] ; [126.08226221 147.91773779],0
p9,1,0.083629,2.992924,[85 30] ; [219  49],[91.27937337 23.72062663] ; [212.72062663  55.27937337],0
b1,1,0.103081,2.657219,[44 73] ; [ 81 196],[37.11928934 79.88071066] ; [ 87.88071066 189.11928934],0
p4,1,0.114617,2.48938,[36 79] ; [109 165],[42.86632391 72.13367609] ; [102.13367609 171.86632391],0
p8,1,0.144005,2.134636,[38 77] ; [111 160],[44.39119171 70.60880829] ; [104.60880829 166.39119171],0
u2,1,0.17567,1.833876,[17 27] ; [44 42],[20.64615385 23.35384615] ; [40.35384615 45.64615385],0
a3,1,0.193649,1.689635,[72 44] ; [190  86],[77.53061224 38.46938776] ; [184.46938776  91.53061224],0
s8,1,0.370387,0.802364,[39 77] ; [106 170],[42.90816327 73.09183673] ; [102.09183673 173.90816327],0
a8,1,0.377892,0.777549,[13 96] ; [ 39 213],[15.70083102 93.29916898] ; [ 36.29916898 215.70083102],0
s3,1,0.391806,0.733328,[55 60] ; [142 128],[58.84415584 56.15584416] ; [138.15584416 131.84415584],0
b2,1,0.408929,0.681913,[28 43] ; [ 52 102],[25.24444444 45.75555556] ; [54.75555556 99.24444444],0
b3,1,0.408929,0.681913,[28 43] ; [ 52 102],[25.24444444 45.75555556] ; [54.75555556 99.24444444],0
n3,1,0.411771,0.673681,[27 15] ; [53 21],[28.96551724 13.03448276] ; [51.03448276 22.96551724],0
s4,1,0.420057,0.650155,[17 99] ; [ 49 223],[19.73195876 96.26804124] ; [ 46.26804124 225.73195876],0
v3,1,0.448564,0.574278,[35 79] ; [ 93 175],[38.19895288 75.80104712] ; [ 89.80104712 178.19895288],0
a4,1,0.550531,0.356366,[50 65] ; [111 165],[47.35294118 67.64705882] ; [113.64705882 162.35294118],0
p6,1,0.55849,0.342326,[31 83] ; [ 67 208],[28.71979434 85.28020566] ; [ 69.28020566 205.71979434],0
b4,1,0.576547,0.311851,[67 50] ; [167 110],[69.48730964 47.51269036] ; [164.51269036 112.48730964],0
d2,1,0.614964,0.253009,[51 65] ; [129 147],[53.26530612 62.73469388] ; [126.73469388 149.26530612],0
n4,1,0.695439,0.15326,[85 32] ; [205  70],[86.55612245 30.44387755] ; [203.44387755  71.55612245],0
s1,1,0.71228,0.136011,[  3 112] ; [  9 262],[  3.57512953 111.42487047] ; [  8.42487047 262.57512953],0
a1,1,0.717702,0.130705,[  3 114] ; [  9 268],[  3.56345178 113.43654822] ; [  8.43654822 268.56345178],0
v1,1,0.748435,0.102851,[51 64] ; [125 146],[52.43523316 62.56476684] ; [123.56476684 147.43523316],0
s7,1,0.793706,0.068383,[45 68] ; [111 158],[46.14659686 66.85340314] ; [109.85340314 159.14659686],0
p11,1,0.838776,0.041396,[88 29] ; [211  66],[88.7893401 28.2106599] ; [210.2106599  66.7893401],0
n1,1,0.857593,0.032198,[16 28] ; [25 47],[15.55172414 28.44827586] ; [25.44827586 46.55172414],0
p12,1,0.865688,0.028608,[  6 111] ; [ 13 262],[  5.67091837 111.32908163] ; [ 13.32908163 261.67091837],0
n2,1,0.882457,0.021861,[32 12] ; [54 19],[32.34188034 11.65811966] ; [53.65811966 19.34188034],0
p1,1,0.895535,0.017241,[  6 111] ; [ 15 260],[  6.26785714 110.73214286] ; [ 14.73214286 260.26785714],0
p5,1,0.916135,0.011089,[  6 110] ; [ 15 261],[  6.21428571 109.78571429] ; [ 14.78571429 261.21428571],0
s5,1,0.925984,0.00863,[33 80] ; [ 77 191],[32.62467192 80.37532808] ; [ 77.37532808 190.62467192],0
p7,1,0.927407,0.008301,[57 58] ; [130 135],[56.59210526 58.40789474] ; [130.40789474 134.59210526],0
