Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,36.206503,[64  8] ; [23 36],[47.81679389 24.18320611] ; [39.18320611 19.81679389],1
n6,1,8e-06,19.948411,[58 13] ; [26 33],[45.87692308 25.12307692] ; [38.12307692 20.87692308],1
s8,1,0.008853,6.852295,[24 47] ; [ 8 50],[17.6124031 53.3875969] ; [14.3875969 43.6124031],0
r2,1,0.018785,5.521435,[67  4] ; [47 11],[62.74418605  8.25581395] ; [51.25581395  6.74418605],0
a8,1,0.038037,4.303358,[ 7 54] ; [ 1 55],[ 4.17094017 56.82905983] ; [ 3.82905983 52.17094017],0
s3,1,0.05823,3.587092,[35 36] ; [19 39],[29.72093023 41.27906977] ; [24.27906977 33.72093023],0
p11,1,0.090103,2.872541,[40 32] ; [24 35],[35.17557252 36.82442748] ; [28.82442748 30.17557252],0
r4,1,0.092688,2.82705,[57 15] ; [39 20],[52.76335878 19.23664122] ; [43.23664122 15.76335878],0
s4,1,0.11188,2.527456,[ 8 61] ; [13 46],[11.3203125 57.6796875] ; [ 9.6796875 49.3203125],0
d2,1,0.123245,2.375585,[45 25] ; [30 29],[40.69767442 29.30232558] ; [34.30232558 24.69767442],0
r1,1,0.13969,2.181375,[57 15] ; [40 19],[53.3129771 18.6870229] ; [43.6870229 15.3129771],0
p10,1,0.152921,2.042865,[24 48] ; [13 46],[20.33587786 51.66412214] ; [16.66412214 42.33587786],0
a1,1,0.153987,2.032306,[ 7 65] ; [ 2 57],[ 4.94656489 67.05343511] ; [ 4.05343511 54.94656489],0
a6,1,0.160616,1.968417,[50 22] ; [34 25],[46.16793893 25.83206107] ; [37.83206107 21.16793893],0
p7,1,0.172886,1.857741,[32 38] ; [20 39],[28.21705426 41.78294574] ; [23.78294574 35.21705426],0
s6,1,0.224496,1.475398,[37 34] ; [24 34],[33.57364341 37.42635659] ; [27.42635659 30.57364341],0
d4,1,0.22574,1.467503,[57 14] ; [52  7],[59.53076923 11.46923077] ; [49.46923077  9.53076923],0
v3,1,0.235818,1.405423,[25 47] ; [14 42],[21.9375 50.0625] ; [17.0625 38.9375],0
p2,1,0.262797,1.253961,[46 26] ; [32 27],[42.87022901 29.12977099] ; [35.12977099 23.87022901],0
s2,1,0.289686,1.121078,[26 43] ; [17 42],[23.1796875 45.8203125] ; [19.8203125 39.1796875],0
a5,1,0.312217,1.021273,[50 22] ; [36 23],[47.26717557 24.73282443] ; [38.73282443 20.26717557],0
u1,1,0.326979,0.960827,[13 59] ; [ 7 52],[10.99236641 61.00763359] ; [ 9.00763359 49.99236641],0
v4,1,0.446831,0.578678,[63  9] ; [48 10],[61.47692308 10.52307692] ; [49.52307692  8.47692308],0
n2,1,0.448951,0.573299,[13  9] ; [11 12],[11.73333333 10.26666667] ; [12.26666667 10.73333333],0
p6,1,0.449481,0.57196,[10 60] ; [11 46],[11.57480315 58.42519685] ; [ 9.42519685 47.57480315],0
n3,1,0.457839,0.551172,[10 12] ; [13 10],[11.24444444 10.75555556] ; [11.75555556 11.24444444],0
d1,1,0.464597,0.534798,[46 26] ; [34 25],[43.96946565 28.03053435] ; [36.03053435 22.96946565],0
a7,1,0.465258,0.533215,[50 21] ; [38 21],[48.06153846 22.93846154] ; [39.93846154 19.06153846],0
p8,1,0.470948,0.519751,[25 47] ; [17 42],[23.08396947 48.91603053] ; [18.91603053 40.08396947],0
s7,1,0.489137,0.478425,[24 45] ; [15 37],[22.23966942 46.76033058] ; [16.76033058 35.23966942],0
u3,1,0.489402,0.477841,[14 10] ; [15  7],[15.13043478  8.86956522] ; [13.86956522  8.13043478],0
v2,1,0.492124,0.471879,[29 41] ; [28 31],[30.93023256 39.06976744] ; [26.06976744 32.93023256],0
s1,1,0.525261,0.403552,[ 4 67] ; [ 5 54],[ 4.91538462 66.08461538] ; [ 4.08461538 54.91538462],0
d3,1,0.527463,0.399278,[45 27] ; [40 19],[46.71755725 25.28244275] ; [38.28244275 20.71755725],0
b2,1,0.622149,0.242858,[13 34] ; [ 8 27],[12.03658537 34.96341463] ; [ 8.96341463 26.03658537],0
b3,1,0.622149,0.242858,[13 34] ; [ 8 27],[12.03658537 34.96341463] ; [ 8.96341463 26.03658537],0
a3,1,0.637065,0.222602,[48 24] ; [37 22],[46.71755725 25.28244275] ; [38.28244275 20.71755725],0
b1,1,0.637543,0.22197,[41 31] ; [36 23],[42.32061069 29.67938931] ; [34.67938931 24.32061069],0
n1,1,0.679126,0.171111,[ 7 13] ; [ 7 17],[ 6.36363636 13.63636364] ; [ 7.63636364 16.36363636],0
s5,1,0.738971,0.111033,[14 56] ; [13 45],[14.765625 55.234375] ; [12.234375 45.765625],0
r3,1,0.756017,0.096544,[60 11] ; [51  8],[60.62307692 10.37692308] ; [50.37692308  8.62307692],0
a4,1,0.757626,0.095234,[32 39] ; [25 34],[31.13076923 39.86923077] ; [25.86923077 33.13076923],0
p4,1,0.757626,0.095234,[32 39] ; [25 34],[31.13076923 39.86923077] ; [25.86923077 33.13076923],0
a2,1,0.793631,0.068434,[16 56] ; [12 47],[15.38931298 56.61068702] ; [12.61068702 46.38931298],0
b4,1,0.821702,0.050785,[45 27] ; [38 21],[45.61832061 26.38167939] ; [37.38167939 21.61832061],0
p3,1,0.829689,0.046268,[22 49] ; [19 39],[22.56589147 48.43410853] ; [18.43410853 39.56589147],0
u2,1,0.884055,0.021267,[12 11] ; [11 11],[11.75555556 11.24444444] ; [11.24444444 10.75555556],0
v1,1,0.921297,0.009761,[25 47] ; [20 39],[24.73282443 47.26717557] ; [20.26717557 38.73282443],0
b5,1,0.935056,0.00664,[42 30] ; [34 25],[41.77099237 30.22900763] ; [34.22900763 24.77099237],0
p1,1,0.991468,0.000114,[ 5 67] ; [ 4 54],[ 4.98461538 67.01538462] ; [ 4.01538462 53.98461538],0
