Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,35.360747,[89 27] ; [ 4 22],[75.97183099 40.02816901] ; [17.02816901  8.97183099],1
v4,1,1e-06,24.702065,[98 18] ; [10 16],[88.22535211 27.77464789] ; [19.77464789  6.22535211],1
r1,1,4.6e-05,16.590105,[81 35] ; [ 7 19],[71.88732394 44.11267606] ; [16.11267606  9.88732394],1
r3,1,0.004873,7.925856,[93 23] ; [14 12],[87.4084507 28.5915493] ; [19.5915493  6.4084507],0
d1,1,0.010163,6.606036,[59 57] ; [ 6 20],[53.09859155 62.90140845] ; [11.90140845 14.09859155],0
a8,1,0.014849,5.934266,[  6 106] ; [ 5 20],[  8.99270073 103.00729927] ; [ 2.00729927 22.99270073],0
n6,1,0.014868,5.932034,[78 37] ; [11 15],[72.58865248 42.41134752] ; [16.41134752  9.58865248],0
b1,1,0.024479,5.060368,[52 64] ; [18  8],[57.18309859 58.81690141] ; [12.81690141 13.18309859],0
s8,1,0.026445,4.926674,[33 83] ; [ 2 24],[28.5915493 87.4084507] ; [ 6.4084507 19.5915493],0
d3,1,0.02699,4.891482,[63 52] ; [ 8 18],[57.90780142 57.09219858] ; [13.09219858 12.90780142],0
p11,1,0.048153,3.904644,[65 51] ; [ 9 17],[60.45070423 55.54929577] ; [13.54929577 12.45070423],0
s7,1,0.05628,3.643741,[36 73] ; [ 3 20],[32.20454545 76.79545455] ; [ 6.79545455 16.20454545],0
d2,1,0.090033,2.873784,[56 58] ; [ 8 18],[52.11428571 61.88571429] ; [11.88571429 14.11428571],0
v3,1,0.094966,2.788118,[40 70] ; [ 5 21],[36.39705882 73.60294118] ; [ 8.60294118 17.39705882],0
n4,1,0.097671,2.743166,[78 38] ; [13 13],[74.33802817 41.66197183] ; [16.66197183  9.33802817],0
a6,1,0.100084,2.704204,[69 46] ; [11 15],[65.24822695 49.75177305] ; [14.75177305 11.24822695],0
d5,1,0.104145,2.640895,[77 38] ; [13 13],[73.40425532 41.59574468] ; [16.59574468  9.40425532],0
s2,1,0.112535,2.51826,[41 75] ; [ 5 21],[37.57746479 78.42253521] ; [ 8.42253521 17.57746479],0
u1,1,0.11412,2.496224,[18 98] ; [ 1 25],[ 15.52112676 100.47887324] ; [ 3.47887324 22.52112676],0
p9,1,0.132484,2.263152,[62 52] ; [ 9 15],[58.65217391 55.34782609] ; [12.34782609 11.65217391],0
p6,1,0.184984,1.75712,[16 99] ; [ 1 23],[ 14.0647482 100.9352518] ; [ 2.9352518 21.0647482],0
p10,1,0.190376,1.714702,[58 57] ; [ 9 16],[55.03571429 59.96428571] ; [11.96428571 13.03571429],0
u3,1,0.19043,1.714286,[23 19] ; [4 8],[21. 21.] ; [6. 6.],0
a7,1,0.222688,1.486962,[73 43] ; [13 13],[70.25352113 45.74647887] ; [15.74647887 10.25352113],0
p1,1,0.228529,1.449991,[  6 110] ; [ 3 23],[  7.35211268 108.64788732] ; [ 1.64788732 24.35211268],0
s1,1,0.228933,1.447476,[  9 106] ; [ 4 22],[ 10.60283688 104.39716312] ; [ 2.39716312 23.60283688],0
s6,1,0.247507,1.337321,[50 66] ; [ 8 18],[47.38028169 68.61971831] ; [10.61971831 15.38028169],0
a2,1,0.282487,1.155084,[24 92] ; [ 3 23],[22.05633803 93.94366197] ; [ 4.94366197 21.05633803],0
n2,1,0.32167,0.982143,[30 15] ; [5 5],[28.63636364 16.36363636] ; [6.36363636 3.63636364],0
p5,1,0.322394,0.979212,[  4 109] ; [ 2 23],[  4.91304348 108.08695652] ; [ 1.08695652 23.91304348],0
d4,1,0.376596,0.781784,[81 34] ; [16 10],[79.11347518 35.88652482] ; [17.88652482  8.11347518],0
p3,1,0.387858,0.745646,[33 83] ; [ 5 20],[31.26241135 84.73758865] ; [ 6.73758865 18.26241135],0
v2,1,0.389617,0.740136,[48 64] ; [ 8 16],[46.11764706 65.88235294] ; [ 9.88235294 14.11764706],0
s3,1,0.410514,0.677312,[47 68] ; [ 8 17],[45.17857143 69.82142857] ; [ 9.82142857 15.17857143],0
a3,1,0.433678,0.612952,[74 41] ; [14 11],[72.28571429 42.71428571] ; [15.71428571  9.28571429],0
a4,1,0.483017,0.492043,[48 66] ; [ 9 17],[46.41428571 67.58571429] ; [10.58571429 15.41428571],0
p12,1,0.496473,0.462467,[  2 114] ; [ 1 25],[  2.45070423 113.54929577] ; [ 0.54929577 25.45070423],0
v1,1,0.565093,0.330963,[37 76] ; [ 7 19],[35.76978417 77.23021583] ; [ 8.23021583 17.76978417],0
n3,1,0.583792,0.300144,[25 17] ; [5 5],[24.23076923 17.76923077] ; [5.76923077 4.23076923],0
a1,1,0.641017,0.217415,[ 10 106] ; [ 3 23],[ 10.61971831 105.38028169] ; [ 2.38028169 23.61971831],0
p4,1,0.684682,0.164903,[31 84] ; [ 6 20],[30.17730496 84.82269504] ; [ 6.82269504 19.17730496],0
b3,1,0.772787,0.083366,[27 46] ; [ 6 12],[26.47252747 46.52747253] ; [ 6.52747253 11.47252747],0
b2,1,0.772787,0.083366,[27 46] ; [ 6 12],[26.47252747 46.52747253] ; [ 6.52747253 11.47252747],0
a5,1,0.776832,0.080344,[66 50] ; [14 12],[65.35211268 50.64788732] ; [14.64788732 11.35211268],0
p8,1,0.863477,0.029567,[25 91] ; [ 5 20],[24.68085106 91.31914894] ; [ 5.31914894 19.68085106],0
s4,1,0.869072,0.027172,[ 12 103] ; [ 3 23],[ 12.23404255 102.76595745] ; [ 2.76595745 23.23404255],0
b4,1,0.877571,0.023731,[65 51] ; [15 11],[65.35211268 50.64788732] ; [14.64788732 11.35211268],0
n5,1,0.877962,0.023579,[77 38] ; [17  9],[76.66666667 38.33333333] ; [17.33333333  8.66666667],0
u2,1,0.884254,0.021193,[22 20] ; [6 6],[21.77777778 20.22222222] ; [6.22222222 5.77777778],0
n1,1,0.896694,0.016858,[21 23] ; [5 5],[21.18518519 22.81481481] ; [4.81481481 5.18518519],0
p7,1,0.917022,0.010855,[33 78] ; [ 8 18],[33.2189781 77.7810219] ; [ 7.7810219 18.2189781],0
b5,1,0.995064,3.8e-05,[67 49] ; [15 11],[66.98591549 49.01408451] ; [15.01408451 10.98591549],0
