Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,1e-06,24.768627,[13 53] ; [89 70],[29.92 36.08] ; [72.08 86.92],1
a3,1,1e-06,24.681982,[28 37] ; [123  36],[43.81696429 21.18303571] ; [107.18303571  51.81696429],1
d2,1,1e-06,24.442537,[15 50] ; [94 64],[31.77130045 33.22869955] ; [77.22869955 80.77130045],1
d1,1,1e-06,24.092119,[18 48] ; [101  59],[34.75221239 31.24778761] ; [84.24778761 75.75221239],1
d5,1,3.6e-05,17.087692,[36 30] ; [130  30],[48.47787611 17.52212389] ; [117.52212389  42.47787611],1
r1,1,0.00029,13.132792,[33 33] ; [119  40],[44.58666667 21.41333333] ; [107.41333333  51.58666667],1
d4,1,0.000673,11.56129,[36 28] ; [126  34],[46.28571429 17.71428571] ; [115.71428571  44.28571429],1
d3,1,0.002472,9.161403,[28 37] ; [104  56],[38.13333333 26.86666667] ; [93.86666667 66.13333333],0
a7,1,0.004682,7.998515,[33 32] ; [113  47],[42.17777778 22.82222222] ; [103.82222222  56.17777778],0
v2,1,0.005328,7.764696,[21 40] ; [86 69],[30.21759259 30.78240741] ; [76.78240741 78.21759259],0
a6,1,0.006779,7.330521,[37 29] ; [119  41],[45.55752212 20.44247788] ; [110.44247788  49.55752212],0
r4,1,0.009573,6.712666,[42 24] ; [128  32],[49.6460177 16.3539823] ; [120.3539823  39.6460177],0
p8,1,0.015837,5.820934,[22 43] ; [81 76],[30.15765766 34.84234234] ; [72.84234234 84.15765766],0
n4,1,0.020948,5.331074,[49 17] ; [139  21],[54.90265487 11.09734513] ; [133.09734513  26.90265487],0
u1,1,0.021518,5.284368,[ 3 63] ; [ 25 135],[ 8.17699115 57.82300885] ; [ 19.82300885 140.17699115],0
p3,1,0.02227,5.224567,[20 46] ; [74 84],[27.69642857 38.30357143] ; [66.30357143 91.69642857],0
p10,1,0.023276,5.147772,[42 23] ; [125  33],[48.67713004 16.32286996] ; [118.32286996  39.67713004],0
p11,1,0.024139,5.084625,[42 24] ; [125  35],[48.7699115 17.2300885] ; [118.2300885  41.7699115],0
s8,1,0.025088,5.01781,[ 8 58] ; [ 41 119],[14.30973451 51.69026549] ; [ 34.69026549 125.30973451],0
p4,1,0.046265,3.971928,[24 41] ; [82 77],[30.75892857 34.24107143] ; [75.24107143 83.75892857],0
v4,1,0.060793,3.515625,[52 13] ; [143  17],[56.33333333  8.66666667] ; [138.66666667  21.33333333],0
r2,1,0.064644,3.414046,[53 12] ; [142  15],[57.09459459  7.90540541] ; [137.90540541  19.09459459],0
r3,1,0.067953,3.331789,[50 15] ; [138  21],[54.55357143 10.44642857] ; [133.44642857  25.55357143],0
n6,1,0.082441,3.016101,[49 17] ; [133  25],[53.625 12.375] ; [128.375  29.625],0
p7,1,0.085713,2.9531,[29 36] ; [91 68],[34.82142857 30.17857143] ; [85.17857143 73.82142857],0
v1,1,0.114537,2.490481,[26 40] ; [80 77],[31.37219731 34.62780269] ; [74.62780269 82.37219731],0
s5,1,0.15103,2.061821,[ 5 60] ; [ 23 133],[ 8.23529412 56.76470588] ; [ 19.76470588 136.23529412],0
p9,1,0.197127,1.663536,[46 19] ; [123  33],[49.70588235 15.29411765] ; [119.29411765  36.70588235],0
u3,1,0.204269,1.611587,[13 25] ; [18 19],[15.70666667 22.29333333] ; [15.29333333 21.70666667],0
v3,1,0.208262,1.583465,[20 45] ; [62 94],[24.11764706 40.88235294] ; [57.88235294 98.11764706],0
p5,1,0.218131,1.516626,[ 2 62] ; [ 12 147],[ 4.01793722 59.98206278] ; [  9.98206278 149.01793722],0
u2,1,0.253476,1.304041,[14 24] ; [18 18],[16.43243243 21.56756757] ; [15.56756757 20.43243243],0
s4,1,0.25891,1.274574,[ 7 59] ; [ 10 150],[ 4.96460177 61.03539823] ; [ 12.03539823 147.96460177],0
a1,1,0.259015,1.274012,[ 2 64] ; [ 11 149],[ 3.79646018 62.20353982] ; [  9.20353982 150.79646018],0
b5,1,0.282533,1.154863,[39 27] ; [82 78],[35.33628319 30.66371681] ; [85.66371681 74.33628319],0
p2,1,0.370789,0.80102,[45 21] ; [117  41],[47.73214286 18.26785714] ; [114.26785714  43.73214286],0
p12,1,0.370789,0.80102,[ 1 65] ; [  6 152],[ 2.0625 63.9375] ; [  4.9375 153.0625],0
n3,1,0.409006,0.681687,[12  8] ; [31 13],[13.4375  6.5625] ; [29.5625 14.4375],0
s7,1,0.4485,0.574441,[13 50] ; [ 38 111],[15.15566038 47.84433962] ; [ 35.84433962 113.15566038],0
b2,1,0.525333,0.403412,[16 24] ; [45 53],[17.68115942 22.31884058] ; [43.31884058 54.68115942],0
b3,1,0.525333,0.403412,[16 24] ; [45 53],[17.68115942 22.31884058] ; [43.31884058 54.68115942],0
b1,1,0.666636,0.185563,[26 40] ; [68 92],[27.45132743 38.54867257] ; [66.54867257 93.45132743],0
n1,1,0.735782,0.113869,[ 9 11] ; [17 25],[ 8.38709677 11.61290323] ; [17.61290323 24.38709677],0
b4,1,0.786897,0.073085,[35 31] ; [88 72],[35.92035398 30.07964602] ; [87.07964602 72.92035398],0
s1,1,0.838916,0.041323,[ 2 64] ; [  4 153],[ 1.77578475 64.22421525] ; [  4.22421525 152.77578475],0
p6,1,0.885802,0.020626,[18 47] ; [ 42 115],[17.56756757 47.43243243] ; [ 42.43243243 114.56756757],0
s2,1,0.907353,0.013544,[13 53] ; [ 32 125],[13.31838565 52.68161435] ; [ 31.68161435 125.31838565],0
s3,1,0.915281,0.011317,[18 48] ; [ 42 116],[17.67857143 48.32142857] ; [ 42.32142857 115.67857143],0
n2,1,0.927569,0.008263,[14  6] ; [32 13],[14.15384615  5.84615385] ; [31.84615385 13.15384615],0
p1,1,0.94667,0.004474,[ 6 60] ; [ 15 145],[ 6.13274336 59.86725664] ; [ 14.86725664 145.13274336],0
a8,1,0.990592,0.000139,[ 7 52] ; [ 17 127],[ 6.97536946 52.02463054] ; [ 17.02463054 126.97536946],0
