Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,91.283846,[146   7] ; [20 37],[120.94285714  32.05714286] ; [45.05714286 11.94285714],1
p1,1,0.027271,4.873553,[  6 145] ; [ 7 50],[  9.4375 141.5625] ; [ 3.5625 53.4375],0
a6,1,0.028944,4.770957,[96 56] ; [27 31],[89.02857143 62.97142857] ; [33.97142857 24.02857143],0
u2,1,0.032834,4.554403,[30 24] ; [ 9 20],[25.37349398 28.62650602] ; [13.62650602 15.37349398],0
s5,1,0.037213,4.340658,[ 38 112] ; [ 7 51],[ 32.45192308 117.54807692] ; [12.54807692 45.45192308],0
a7,1,0.040237,4.207847,[97 55] ; [28 30],[90.47619048 61.52380952] ; [34.52380952 23.47619048],0
s7,1,0.040371,4.202237,[48 98] ; [10 45],[ 42.12935323 103.87064677] ; [15.87064677 39.12935323],0
p8,1,0.057015,3.622158,[ 52 100] ; [12 46],[ 46.32380952 105.67619048] ; [17.67619048 40.32380952],0
p6,1,0.06179,3.488665,[ 26 125] ; [ 4 53],[ 21.77884615 129.22115385] ; [ 8.22115385 48.77884615],0
a3,1,0.079282,3.079558,[99 53] ; [29 27],[93.53846154 58.46153846] ; [34.46153846 21.53846154],0
a2,1,0.090803,2.860075,[ 31 122] ; [ 6 52],[ 26.82938389 126.17061611] ; [10.17061611 47.82938389],0
p3,1,0.099623,2.711568,[ 31 122] ; [ 6 51],[ 26.95714286 126.04285714] ; [10.04285714 46.95714286],0
u1,1,0.12414,2.364289,[ 19 134] ; [ 3 55],[ 15.95260664 137.04739336] ; [ 6.04739336 51.95260664],0
a4,1,0.202834,1.621848,[57 95] ; [16 41],[53.09090909 98.90909091] ; [19.90909091 37.09090909],0
b3,1,0.216768,1.525641,[25 60] ; [14 20],[27.85714286 57.14285714] ; [11.14285714 22.85714286],0
b2,1,0.216768,1.525641,[25 60] ; [14 20],[27.85714286 57.14285714] ; [11.14285714 22.85714286],0
s1,1,0.262345,1.256342,[  7 145] ; [ 5 53],[  8.68571429 143.31428571] ; [ 3.31428571 54.68571429],0
a8,1,0.270714,1.213126,[ 18 125] ; [ 4 52],[ 15.80904523 127.19095477] ; [ 6.19095477 49.80904523],0
p12,1,0.335134,0.928956,[  7 144] ; [ 1 56],[  5.80769231 145.19230769] ; [ 2.19230769 54.80769231],0
n4,1,0.413627,0.668351,[99 54] ; [34 24],[96.44075829 56.55924171] ; [36.55924171 21.44075829],0
n5,1,0.487842,0.481282,[95 58] ; [39 19],[97.16587678 55.83412322] ; [36.83412322 21.16587678],0
v3,1,0.496609,0.462176,[ 27 123] ; [ 8 49],[ 25.36231884 124.63768116] ; [ 9.63768116 47.36231884],0
n1,1,0.615856,0.251736,[22 30] ; [11 19],[20.92682927 31.07317073] ; [12.07317073 17.92682927],0
v1,1,0.625101,0.238764,[ 46 106] ; [15 41],[ 44.57692308 107.42307692] ; [16.42307692 39.57692308],0
b4,1,0.627144,0.235953,[84 69] ; [34 24],[85.56398104 67.43601896] ; [32.43601896 25.56398104],0
s4,1,0.768032,0.086995,[ 26 125] ; [ 9 49],[ 25.28708134 125.71291866] ; [ 9.71291866 48.28708134],0
d2,1,0.812997,0.055961,[61 90] ; [22 35],[60.25480769 90.74519231] ; [22.74519231 34.25480769],0
p5,1,0.970634,0.001355,[  8 145] ; [ 3 53],[  8.05263158 144.94736842] ; [ 2.94736842 53.05263158],0
