Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,38.639046,[101  17] ; [10 22],[87.32 30.68] ; [23.68  8.32],1
p2,1,0.000106,15.028432,[94 24] ; [15 18],[85.17880795 32.82119205] ; [23.82119205  9.17880795],1
p11,1,0.000588,11.814219,[93 25] ; [16 17],[85.17880795 32.82119205] ; [23.82119205  9.17880795],1
a5,1,0.014836,5.935838,[87 31] ; [17 16],[81.27152318 36.72847682] ; [22.72847682 10.27152318],0
s2,1,0.02716,4.880597,[65 53] ; [11 22],[59.39072848 58.60927152] ; [16.60927152 16.39072848],0
v2,1,0.030289,4.692841,[91 24] ; [20 13],[86.25 28.75] ; [24.75  8.25],0
b1,1,0.034294,4.47997,[31 87] ; [15 18],[35.94701987 82.05298013] ; [10.05298013 22.94701987],0
v1,1,0.034968,4.44675,[73 43] ; [14 19],[67.73154362 48.26845638] ; [19.26845638 13.73154362],0
s8,1,0.040505,4.196617,[59 58] ; [10 23],[53.82 63.18] ; [15.18 17.82],0
r3,1,0.042493,4.115456,[112   6] ; [27  5],[109.34666667   8.65333333] ; [29.65333333  2.34666667],0
p8,1,0.043812,4.063794,[54 61] ; [ 9 24],[48.9527027 66.0472973] ; [14.0472973 18.9527027],0
p7,1,0.053948,3.714302,[59 55] ; [10 21],[54.24827586 59.75172414] ; [14.75172414 16.24827586],0
p6,1,0.055431,3.669058,[33 83] ; [ 4 29],[28.80536913 87.19463087] ; [ 8.19463087 24.80536913],0
a4,1,0.06576,3.385813,[57 61] ; [10 23],[52.35761589 65.64238411] ; [14.64238411 18.35761589],0
s6,1,0.07366,3.199527,[78 36] ; [17 16],[73.67346939 40.32653061] ; [21.32653061 11.67346939],0
s3,1,0.074026,3.191405,[65 49] ; [13 20],[60.48979592 53.51020408] ; [17.51020408 15.48979592],0
d1,1,0.074842,3.173495,[74 44] ; [15 18],[69.54966887 48.45033113] ; [19.45033113 13.54966887],0
b3,1,0.083524,2.994958,[28 40] ; [ 4 16],[24.72727273 43.27272727] ; [ 7.27272727 12.72727273],0
b2,1,0.083524,2.994958,[28 40] ; [ 4 16],[24.72727273 43.27272727] ; [ 7.27272727 12.72727273],0
v4,1,0.093637,2.810704,[112   5] ; [29  4],[109.98   7.02] ; [31.02  1.98],0
r4,1,0.126681,2.33271,[105  13] ; [26  7],[102.37086093  15.62913907] ; [28.62913907  4.37086093],0
s7,1,0.150989,2.062227,[57 57] ; [11 20],[53.46206897 60.53793103] ; [14.53793103 16.46206897],0
d4,1,0.196442,1.668629,[100  18] ; [24  8],[97.54666667 20.45333333] ; [26.45333333  5.54666667],0
n3,1,0.204894,1.607143,[25 10] ; [5 5],[23.33333333 11.66666667] ; [6.66666667 3.33333333],0
b4,1,0.249762,1.324635,[73 45] ; [24  9],[75.8013245 42.1986755] ; [21.1986755 11.8013245],0
s4,1,0.285252,1.141897,[ 15 103] ; [ 2 31],[ 13.28476821 104.71523179] ; [ 3.71523179 29.28476821],0
d5,1,0.333591,0.934909,[95 23] ; [24  9],[92.99337748 25.00662252] ; [26.00662252  6.99337748],0
s5,1,0.34311,0.898777,[35 80] ; [ 7 25],[32.85714286 82.14285714] ; [ 9.14285714 22.85714286],0
a6,1,0.440066,0.596111,[80 38] ; [20 13],[78.14569536 39.85430464] ; [21.85430464 11.14569536],0
s1,1,0.476809,0.506152,[  4 112] ; [ 2 30],[  4.7027027 111.2972973] ; [ 1.2972973 30.7027027],0
n2,1,0.481924,0.494505,[24 11] ; [8 2],[24.88888889 10.11111111] ; [7.11111111 2.88888889],0
a3,1,0.484368,0.489012,[86 32] ; [22 11],[84.39735099 33.60264901] ; [23.60264901  9.39735099],0
p1,1,0.518902,0.416075,[  7 111] ; [ 3 30],[  7.81456954 110.18543046] ; [ 2.18543046 30.81456954],0
n5,1,0.523415,0.407158,[88 29] ; [23 10],[86.58 30.42] ; [24.42  8.58],0
r2,1,0.525065,0.403933,[110   7] ; [31  1],[110.71812081   6.28187919] ; [30.28187919  1.71812081],0
n1,1,0.534394,0.386029,[ 9 25] ; [3 5],[ 9.71428571 24.28571429] ; [2.28571429 5.71428571],0
r1,1,0.565697,0.329936,[94 23] ; [25  8],[92.82 24.18] ; [26.18  6.82],0
a7,1,0.644329,0.213126,[86 32] ; [22 10],[84.96 33.04] ; [23.04  8.96],0
p5,1,0.650382,0.205419,[ 10 108] ; [ 2 31],[  9.37748344 108.62251656] ; [ 2.62251656 30.37748344],0
n4,1,0.688476,0.16074,[89 29] ; [26  7],[89.86754967 28.13245033] ; [25.13245033  7.86754967],0
a8,1,0.731237,0.117979,[15 91] ; [ 5 25],[15.58823529 90.41176471] ; [ 4.41176471 25.58823529],0
a1,1,0.75953,0.093696,[  9 109] ; [ 2 31],[  8.59602649 109.40397351] ; [ 2.40397351 30.59602649],0
u2,1,0.779405,0.078453,[19 13] ; [6 5],[18.60465116 13.39534884] ; [6.39534884 4.60465116],0
b5,1,0.78448,0.074795,[72 46] ; [21 12],[72.67549669 45.32450331] ; [20.32450331 12.67549669],0
d3,1,0.792583,0.069147,[85 33] ; [23 10],[84.39735099 33.60264901] ; [23.60264901  9.39735099],0
u1,1,0.815242,0.054601,[ 16 102] ; [ 5 28],[ 16.41059603 101.58940397] ; [ 4.58940397 28.41059603],0
