Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,28.208122,[25 15] ; [22 98],[11.75 28.25] ; [35.25 84.75],1
s6,1,1e-06,23.725067,[32  8] ; [44 79],[18.65030675 21.34969325] ; [57.34969325 65.65030675],1
s2,1,0.00024,13.49234,[25 16] ; [36 88],[15.15757576 25.84242424] ; [45.84242424 78.15757576],1
a8,1,0.000338,12.846374,[ 9 29] ; [  5 110],[ 3.47712418 34.52287582] ; [ 10.52287582 104.47712418],1
p10,1,0.003121,8.735607,[32  8] ; [66 57],[24.04907975 15.95092025] ; [73.95092025 49.04907975],0
s3,1,0.009326,6.759331,[25 16] ; [46 76],[17.85889571 23.14110429] ; [53.14110429 68.85889571],0
p9,1,0.014371,5.992008,[33  7] ; [75 47],[26.66666667 13.33333333] ; [81.33333333 40.66666667],0
r4,1,0.021055,5.322255,[37  4] ; [91 34],[31.61445783  9.38554217] ; [96.38554217 28.61445783],0
u2,1,0.039598,4.235039,[12  3] ; [25 25],[8.53846154 6.46153846] ; [28.46153846 21.53846154],0
v1,1,0.04389,4.060807,[19 21] ; [37 86],[13.74233129 26.25766871] ; [42.25766871 80.74233129],0
p6,1,0.057014,3.622183,[10 31] ; [ 15 109],[ 6.21212121 34.78787879] ; [ 18.78787879 105.21212121],0
s5,1,0.062458,3.470877,[13 26] ; [23 98],[ 8.775 30.225] ; [27.225 93.775],0
n1,1,0.065616,3.389432,[6 7] ; [10 38],[3.40983607 9.59016393] ; [12.59016393 35.40983607],0
v4,1,0.076966,3.127835,[39  2] ; [103  19],[35.71779141  5.28220859] ; [106.28220859  15.71779141],0
p8,1,0.097779,2.741396,[17 24] ; [34 89],[12.75 28.25] ; [38.25 84.75],0
r1,1,0.105514,2.620152,[33  8] ; [84 41],[28.89759036 12.10240964] ; [88.10240964 36.89759036],0
n4,1,0.11731,2.452879,[19 22] ; [41 84],[14.81927711 26.18072289] ; [45.18072289 79.81927711],0
s4,1,0.122584,2.383992,[11 30] ; [ 20 105],[ 7.65662651 33.34337349] ; [ 23.34337349 101.65662651],0
a1,1,0.143258,2.142615,[ 3 38] ; [  3 122],[ 1.48192771 39.51807229] ; [  4.51807229 120.48192771],0
