Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,38.143985,[52  2] ; [10 19],[40.3373494 13.6626506] ; [21.6626506  7.3373494],1
v4,1,0.0,31.804607,[50  4] ; [10 19],[39.03614458 14.96385542] ; [20.96385542  8.03614458],1
r1,1,1e-06,23.437873,[41 13] ; [ 6 23],[30.57831325 23.42168675] ; [16.42168675 12.57831325],1
r2,1,5e-06,20.897655,[52  2] ; [15 12],[44.66666667  9.33333333] ; [22.33333333  4.66666667],1
s6,1,6.4e-05,15.969716,[33 19] ; [ 5 24],[24.39506173 27.60493827] ; [13.60493827 15.39506173],1
s8,1,0.000119,14.816247,[26 27] ; [ 2 27],[18.09756098 34.90243902] ; [ 9.90243902 19.09756098],1
p11,1,0.000185,13.979009,[38 16] ; [ 8 21],[29.92771084 24.07228916] ; [16.07228916 12.92771084],1
n2,1,0.00143,10.166421,[18  1] ; [8 9],[13.72222222  5.27777778] ; [12.27777778  4.72222222],0
p9,1,0.001821,9.721576,[32 21] ; [ 6 20],[25.49367089 27.50632911] ; [12.50632911 13.49367089],0
u2,1,0.004124,8.228571,[14 10] ; [ 1 11],[10. 14.] ; [5. 7.],0
s5,1,0.004913,7.911356,[17 31] ; [ 2 27],[11.84415584 36.15584416] ; [ 7.15584416 21.84415584],0
s2,1,0.011814,6.338595,[26 27] ; [ 6 23],[20.68292683 32.31707317] ; [11.31707317 17.68292683],0
p6,1,0.011831,6.336002,[14 39] ; [ 1 27],[ 9.81481481 43.18518519] ; [ 5.18518519 22.81481481],0
b5,1,0.022467,5.209228,[29 25] ; [ 8 21],[24.07228916 29.92771084] ; [12.92771084 16.07228916],0
p7,1,0.024408,5.065411,[20 32] ; [ 4 24],[15.6 36.4] ; [ 8.4 19.6],0
u3,1,0.026294,4.936579,[16  9] ; [3 9],[12.83783784 12.16216216] ; [6.16216216 5.83783784],0
n5,1,0.02781,4.839801,[27 26] ; [22  7],[31.67073171 21.32926829] ; [17.32926829 11.67073171],0
p3,1,0.037885,4.310194,[19 35] ; [ 4 25],[14.96385542 39.03614458] ; [ 8.03614458 20.96385542],0
p4,1,0.045984,3.982173,[21 32] ; [ 5 23],[17.01234568 35.98765432] ; [ 8.98765432 19.01234568],0
p10,1,0.053226,3.736813,[27 26] ; [ 8 20],[22.90123457 30.09876543] ; [12.09876543 15.90123457],0
n3,1,0.054538,3.696168,[13  4] ; [7 9],[10.3030303  6.6969697] ; [9.6969697 6.3030303],0
s7,1,0.062399,3.472438,[20 31] ; [ 5 22],[16.34615385 34.65384615] ; [ 8.65384615 18.34615385],0
s3,1,0.07562,3.156614,[26 27] ; [ 8 20],[22.24691358 30.75308642] ; [11.75308642 16.24691358],0
a1,1,0.090587,2.863905,[ 2 52] ; [ 4 25],[ 3.90361446 50.09638554] ; [ 2.09638554 26.90361446],0
b4,1,0.090627,2.863208,[31 23] ; [11 18],[27.3253012 26.6746988] ; [14.6746988 14.3253012],0
d5,1,0.111947,2.52652,[34 20] ; [13 16],[30.57831325 23.42168675] ; [16.42168675 12.57831325],0
a5,1,0.11968,2.421504,[32 22] ; [12 17],[28.62650602 25.37349398] ; [15.37349398 13.62650602],0
v2,1,0.161771,1.957593,[21 29] ; [ 7 20],[18.18181818 31.81818182] ; [ 9.81818182 17.18181818],0
a4,1,0.162331,1.952381,[24 30] ; [ 8 20],[21.07317073 32.92682927] ; [10.92682927 17.07317073],0
v1,1,0.210762,1.566185,[22 31] ; [ 8 21],[19.3902439 33.6097561] ; [10.6097561 18.3902439],0
n4,1,0.298755,1.079743,[29 25] ; [19 10],[31.22891566 22.77108434] ; [16.77108434 12.22891566],0
n6,1,0.302013,1.065286,[36 18] ; [16 13],[33.8313253 20.1686747] ; [18.1686747 10.8313253],0
b2,1,0.328458,0.954969,[14 22] ; [10  9],[15.70909091 20.29090909] ; [ 8.29090909 10.70909091],0
b3,1,0.328458,0.954969,[14 22] ; [10  9],[15.70909091 20.29090909] ; [ 8.29090909 10.70909091],0
p1,1,0.347285,0.883355,[ 4 50] ; [ 4 25],[ 5.20481928 48.79518072] ; [ 2.79518072 26.20481928],0
b1,1,0.371932,0.797199,[28 26] ; [18 11],[29.92771084 24.07228916] ; [16.07228916 12.92771084],0
p12,1,0.458319,0.549997,[ 4 49] ; [ 1 28],[ 3.23170732 49.76829268] ; [ 1.76829268 27.23170732],0
d2,1,0.464552,0.534906,[22 31] ; [14 14],[23.55555556 29.44444444] ; [12.44444444 15.55555556],0
s1,1,0.566251,0.328995,[ 5 47] ; [ 4 25],[ 5.77777778 46.22222222] ; [ 3.22222222 25.77777778],0
d4,1,0.578073,0.30936,[35 19] ; [17 12],[33.8313253 20.1686747] ; [18.1686747 10.8313253],0
s4,1,0.591893,0.287397,[12 42] ; [ 5 24],[11.06024096 42.93975904] ; [ 5.93975904 23.06024096],0
p8,1,0.591893,0.287397,[12 42] ; [ 5 24],[11.06024096 42.93975904] ; [ 5.93975904 23.06024096],0
v3,1,0.631165,0.230484,[14 34] ; [ 7 22],[13.09090909 34.90909091] ; [ 7.90909091 21.09090909],0
u1,1,0.651129,0.20448,[ 1 53] ; [ 1 28],[ 1.30120482 52.69879518] ; [ 0.69879518 28.30120482],0
a3,1,0.667422,0.184633,[29 25] ; [17 12],[29.92771084 24.07228916] ; [16.07228916 12.92771084],0
a6,1,0.692364,0.156538,[21 33] ; [10 19],[20.1686747 33.8313253] ; [10.8313253 18.1686747],0
n1,1,0.876682,0.02408,[10  8] ; [9 8],[9.77142857 8.22857143] ; [9.22857143 7.77142857],0
d1,1,0.948975,0.004095,[19 35] ; [10 19],[18.86746988 35.13253012] ; [10.13253012 18.86746988],0
a2,1,0.9526,0.003533,[ 2 52] ; [ 1 28],[ 1.95180723 52.04819277] ; [ 1.04819277 27.95180723],0
d3,1,0.966609,0.001752,[17 37] ; [ 9 20],[16.91566265 37.08433735] ; [ 9.08433735 19.91566265],0
