Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,4e-06,21.448556,[17 38] ; [52 20],[29.88188976 25.11811024] ; [39.11811024 32.88188976],1
d3,1,4e-06,21.079216,[13 42] ; [46 25],[25.75396825 29.24603175] ; [33.24603175 37.75396825],1
r3,1,5e-06,20.993912,[34 21] ; [68  4],[44.17322835 10.82677165] ; [57.82677165 14.17322835],1
r4,1,0.000173,14.10216,[25 30] ; [56 16],[35.07874016 19.92125984] ; [45.92125984 26.07874016],1
d1,1,0.000217,13.677948,[ 7 48] ; [31 41],[16.45669291 38.54330709] ; [21.54330709 50.45669291],1
a6,1,0.000605,11.761676,[16 39] ; [43 29],[25.5511811 29.4488189] ; [33.4488189 38.5511811],1
d4,1,0.000889,11.045455,[24 30] ; [53 19],[33. 21.] ; [44. 28.],1
p10,1,0.001941,9.604385,[22 32] ; [48 22],[30.48387097 23.51612903] ; [39.51612903 30.48387097],0
r2,1,0.002083,9.474877,[37 17] ; [65  7],[43.71428571 10.28571429] ; [58.28571429 13.71428571],0
p11,1,0.004571,8.041909,[27 28] ; [53 19],[34.64566929 20.35433071] ; [45.35433071 26.64566929],0
v4,1,0.004717,7.984878,[38 16] ; [64  7],[44.064  9.936] ; [57.936 13.064],0
b1,1,0.007724,7.096287,[28 27] ; [20 52],[20.78740157 34.21259843] ; [27.21259843 44.78740157],0
r1,1,0.010423,6.561078,[21 34] ; [44 28],[28.1496063 26.8503937] ; [36.8503937 35.1496063],0
p2,1,0.011075,6.453265,[30 25] ; [54 17],[36.66666667 18.33333333] ; [47.33333333 23.66666667],0
p9,1,0.021769,5.264177,[28 26] ; [51 20],[34.128 19.872] ; [44.872 26.128],0
p3,1,0.030715,4.6688,[ 9 46] ; [24 48],[14.29133858 40.70866142] ; [18.70866142 53.29133858],0
n6,1,0.097571,2.744798,[32 23] ; [52 20],[36.37795276 18.62204724] ; [47.62204724 24.37795276],0
p8,1,0.112976,2.512087,[15 40] ; [29 42],[19.20634921 35.79365079] ; [24.79365079 46.20634921],0
s7,1,0.115931,2.471448,[ 6 46] ; [16 55],[ 9.30081301 42.69918699] ; [12.69918699 58.30081301],0
n5,1,0.135607,2.227112,[32 22] ; [33 39],[27.85714286 26.14285714] ; [37.14285714 34.85714286],0
a3,1,0.154595,2.026317,[19 35] ; [34 37],[22.896 31.104] ; [30.104 40.896],0
s8,1,0.166044,1.918306,[ 4 51] ; [11 61],[ 6.49606299 48.50393701] ; [ 8.50393701 63.49606299],0
a8,1,0.168484,1.896384,[ 3 49] ; [ 9 58],[ 5.24369748 46.75630252] ; [ 6.75630252 60.24369748],0
s2,1,0.168583,1.895497,[ 7 48] ; [16 56],[ 9.96062992 45.03937008] ; [13.03937008 58.96062992],0
p6,1,0.179974,1.797836,[ 9 45] ; [19 52],[12.096 41.904] ; [15.904 55.096],0
a1,1,0.193648,1.689644,[ 3 52] ; [ 1 71],[ 1.73228346 53.26771654] ; [ 2.26771654 69.73228346],0
d2,1,0.194991,1.679503,[17 38] ; [15 57],[13.85826772 41.14173228] ; [18.14173228 53.85826772],0
u3,1,0.208668,1.580641,[11 25] ; [17 21],[13.62162162 22.37837838] ; [14.37837838 23.62162162],0
v3,1,0.224592,1.474784,[10 44] ; [19 49],[12.83606557 41.16393443] ; [16.16393443 51.83606557],0
n3,1,0.2892,1.123342,[15  9] ; [14  4],[16.57142857  7.42857143] ; [12.42857143  5.57142857],0
a4,1,0.358326,0.843751,[11 44] ; [10 62],[ 9.09448819 45.90551181] ; [11.90551181 60.09448819],0
n2,1,0.424327,0.638299,[17  7] ; [10  7],[15.80487805  8.19512195] ; [11.19512195  5.80487805],0
u1,1,0.452741,0.56378,[ 1 54] ; [ 3 69],[ 1.73228346 53.26771654] ; [ 2.26771654 69.73228346],0
s4,1,0.463708,0.536929,[ 4 51] ; [ 8 64],[ 5.19685039 49.80314961] ; [ 6.80314961 65.19685039],0
p7,1,0.467506,0.527864,[23 30] ; [35 35],[24.99186992 28.00813008] ; [33.00813008 36.99186992],0
s5,1,0.472501,0.516122,[ 4 49] ; [ 8 62],[ 5.17073171 47.82926829] ; [ 6.82926829 63.17073171],0
v1,1,0.578319,0.30896,[15 39] ; [23 48],[16.416 37.584] ; [21.584 49.416],0
p4,1,0.593661,0.284663,[16 37] ; [25 47],[17.384 35.616] ; [23.616 48.384],0
b4,1,0.615664,0.25201,[33 22] ; [40 32],[31.61417323 23.38582677] ; [41.38582677 30.61417323],0
b5,1,0.621633,0.243579,[32 23] ; [45 27],[33.34645669 21.65354331] ; [43.65354331 28.34645669],0
u2,1,0.621875,0.243241,[15 21] ; [18 20],[16.05405405 19.94594595] ; [16.94594595 21.05405405],0
s3,1,0.678965,0.171294,[15 38] ; [18 54],[13.992 39.008] ; [19.008 52.992],0
p5,1,0.71792,0.130494,[ 1 53] ; [ 2 68],[ 1.30645161 52.69354839] ; [ 1.69354839 68.30645161],0
s1,1,0.734635,0.114898,[ 3 52] ; [ 3 69],[ 2.5984252 52.4015748] ; [ 3.4015748 68.5984252],0
