Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.001753,9.791342,[24 29] ; [31  9],[31.34408602 21.65591398] ; [23.65591398 16.34408602],0
s8,1,0.003028,8.790587,[ 7 46] ; [16 24],[13.10752688 39.89247312] ; [ 9.89247312 30.10752688],0
v2,1,0.010935,6.475783,[16 34] ; [23 16],[21.91011236 28.08988764] ; [17.08988764 21.91011236],0
p4,1,0.013104,6.154952,[15 38] ; [21 18],[20.73913043 32.26086957] ; [15.26086957 23.73913043],0
s5,1,0.014676,5.954915,[ 4 44] ; [11 28],[ 8.27586207 39.72413793] ; [ 6.72413793 32.27586207],0
p8,1,0.040013,4.217351,[11 41] ; [16 23],[15.42857143 36.57142857] ; [11.57142857 27.42857143],0
p3,1,0.044979,4.019438,[15 38] ; [19 20],[19.58695652 33.41304348] ; [14.41304348 24.58695652],0
r2,1,0.049108,3.87166,[42 10] ; [37  2],[45.14285714  6.85714286] ; [33.85714286  5.14285714],0
s6,1,0.058406,3.582091,[20 33] ; [23 17],[24.50537634 28.49462366] ; [18.49462366 21.50537634],0
a6,1,0.066128,3.376611,[37 15] ; [21 19],[32.7826087 19.2173913] ; [25.2173913 14.7826087],0
v3,1,0.08041,3.056605,[11 37] ; [15 22],[14.68235294 33.31764706] ; [11.31764706 25.68235294],0
p2,1,0.082198,3.020902,[31 21] ; [30  9],[34.85714286 17.14285714] ; [26.14285714 12.85714286],0
b1,1,0.08715,2.926249,[25 28] ; [26 14],[29.06451613 23.93548387] ; [21.93548387 18.06451613],0
n3,1,0.09769,2.742857,[ 9 11] ; [9 3],[11.25  8.75] ; [6.75 5.25],0
r3,1,0.099395,2.715225,[39 14] ; [35  5],[42.17204301 10.82795699] ; [31.82795699  8.17204301],0
p11,1,0.109165,2.566274,[27 26] ; [27 13],[30.77419355 22.22580645] ; [23.22580645 16.77419355],0
r4,1,0.116342,2.465893,[33 20] ; [31  9],[36.47311828 16.52688172] ; [27.52688172 12.47311828],0
u3,1,0.118277,2.439994,[ 8 11] ; [6 2],[9.85185185 9.14814815] ; [4.14814815 3.85185185],0
a3,1,0.122735,2.382069,[34 18] ; [32  8],[37.30434783 14.69565217] ; [28.69565217 11.30434783],0
v4,1,0.124913,2.354607,[39 14] ; [33  5],[41.93406593 11.06593407] ; [30.06593407  7.93406593],0
p6,1,0.131,2.280609,[ 8 43] ; [11 27],[10.88764045 40.11235955] ; [ 8.11235955 29.88764045],0
p9,1,0.141735,2.15902,[28 23] ; [28 12],[31.38461538 19.61538462] ; [24.61538462 15.38461538],0
d5,1,0.174901,1.840423,[35 17] ; [32  8],[37.86956522 14.13043478] ; [29.13043478 10.86956522],0
r1,1,0.193452,1.691134,[36 17] ; [32  8],[38.75268817 14.24731183] ; [29.24731183 10.75268817],0
p5,1,0.193493,1.690822,[ 1 51] ; [ 3 37],[ 2.26086957 49.73913043] ; [ 1.73913043 38.26086957],0
n5,1,0.212417,1.554877,[29 24] ; [27 13],[31.91397849 21.08602151] ; [24.08602151 15.91397849],0
d1,1,0.216662,1.526346,[21 32] ; [21 19],[23.93548387 29.06451613] ; [18.06451613 21.93548387],0
s2,1,0.21907,1.510454,[14 39] ; [15 24],[16.70652174 36.29347826] ; [12.29347826 26.70652174],0
s7,1,0.245053,1.351286,[14 35] ; [15 22],[16.52325581 32.47674419] ; [12.47674419 24.52325581],0
n1,1,0.261366,1.261508,[ 8 13] ; [7 5],[ 9.54545455 11.45454545] ; [5.45454545 6.54545455],0
d4,1,0.281786,1.158454,[35 17] ; [31  9],[37.30434783 14.69565217] ; [28.69565217 11.30434783],0
a1,1,0.281804,1.158371,[ 6 47] ; [ 2 38],[ 4.55913978 48.44086022] ; [ 3.44086022 36.55913978],0
a5,1,0.35092,0.870128,[35 18] ; [30 10],[37.04301075 15.95698925] ; [27.95698925 12.04301075],0
u1,1,0.432249,0.616774,[ 3 50] ; [ 4 36],[ 3.98924731 49.01075269] ; [ 3.01075269 36.98924731],0
p1,1,0.448015,0.575669,[ 3 49] ; [ 4 36],[ 3.95652174 48.04347826] ; [ 3.04347826 36.95652174],0
s1,1,0.475591,0.508956,[ 3 49] ; [ 1 37],[ 2.31111111 49.68888889] ; [ 1.68888889 36.31111111],0
n2,1,0.485972,0.485431,[16  6] ; [10  2],[16.82352941  5.17647059] ; [9.17647059 2.82352941],0
p10,1,0.486701,0.483811,[25 26] ; [22 17],[26.63333333 24.36666667] ; [20.36666667 18.63333333],0
a2,1,0.504805,0.444821,[ 9 44] ; [ 9 31],[10.25806452 42.74193548] ; [ 7.74193548 32.25806452],0
b3,1,0.51881,0.416259,[ 8 22] ; [ 9 17],[ 9.10714286 20.89285714] ; [ 7.89285714 18.10714286],0
b2,1,0.51881,0.416259,[ 8 22] ; [ 9 17],[ 9.10714286 20.89285714] ; [ 7.89285714 18.10714286],0
d3,1,0.597942,0.278111,[31 21] ; [26 14],[32.2173913 19.7826087] ; [24.7826087 15.2173913],0
a7,1,0.642125,0.215973,[33 20] ; [23 17],[31.91397849 21.08602151] ; [24.08602151 15.91397849],0
b4,1,0.693791,0.155012,[30 23] ; [21 19],[29.06451613 23.93548387] ; [21.93548387 18.06451613],0
d2,1,0.714287,0.134033,[24 28] ; [20 20],[24.86956522 27.13043478] ; [19.13043478 20.86956522],0
a4,1,0.742453,0.107983,[23 30] ; [16 24],[22.22580645 30.77419355] ; [16.77419355 23.22580645],0
p7,1,0.856946,0.032495,[25 27] ; [19 19],[25.42222222 26.57777778] ; [18.57777778 19.42222222],0
s3,1,0.909178,0.013013,[24 28] ; [18 20],[24.26666667 27.73333333] ; [17.73333333 20.26666667],0
u2,1,0.974213,0.001045,[12  7] ; [5 3],[11.96296296  7.03703704] ; [5.03703704 2.96296296],0
a8,1,0.982633,0.000474,[ 7 44] ; [ 5 31],[ 7.03448276 43.96551724] ; [ 4.96551724 31.03448276],0
s4,1,0.98995,0.000159,[ 8 45] ; [ 6 34],[ 7.97849462 45.02150538] ; [ 6.02150538 33.97849462],0
