Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.005844,7.59765,[28 14] ; [11 21],[22.13513514 19.86486486] ; [16.86486486 15.13513514],0
u2,1,0.028113,4.821144,[ 7 15] ; [12  6],[10.45 11.55] ; [8.55 9.45],0
b3,1,0.064627,3.414462,[ 4 23] ; [ 8 13],[ 6.75 20.25] ; [ 5.25 15.75],0
b2,1,0.064627,3.414462,[ 4 23] ; [ 8 13],[ 6.75 20.25] ; [ 5.25 15.75],0
p11,1,0.081264,3.039448,[23 19] ; [11 21],[19.2972973 22.7027027] ; [14.7027027 17.2972973],0
s4,1,0.086283,2.942399,[ 5 36] ; [ 9 23],[ 7.8630137 33.1369863] ; [ 6.1369863 25.8630137],0
b5,1,0.08879,2.896173,[20 22] ; [ 9 23],[16.45945946 25.54054054] ; [12.54054054 19.45945946],0
b1,1,0.122644,2.383227,[20 22] ; [21 11],[23.27027027 18.72972973] ; [17.72972973 14.27027027],0
n4,1,0.147982,2.092929,[28 14] ; [16 16],[24.97297297 17.02702703] ; [19.02702703 12.97297297],0
s6,1,0.165902,1.919588,[18 23] ; [ 9 23],[15.16438356 25.83561644] ; [11.83561644 20.16438356],0
s2,1,0.23766,1.394421,[17 24] ; [ 9 23],[14.60273973 26.39726027] ; [11.39726027 20.60273973],0
s1,1,0.255183,1.294706,[ 6 35] ; [ 2 30],[ 4.49315068 36.50684932] ; [ 3.50684932 28.49315068],0
n3,1,0.255623,1.292308,[5 8] ; [9 6],[6.5 6.5] ; [7.5 7.5],0
a4,1,0.258322,1.277728,[15 25] ; [ 8 24],[12.77777778 27.22222222] ; [10.22222222 21.77777778],0
n1,1,0.280038,1.166905,[ 3 11] ; [6 9],[4.34482759 9.65517241] ; [ 4.65517241 10.34482759],0
r3,1,0.297697,1.08448,[31 11] ; [20 12],[28.94594595 13.05405405] ; [22.05405405  9.94594595],0
u3,1,0.326333,0.963395,[ 8 15] ; [9 9],[ 9.53658537 13.46341463] ; [ 7.46341463 10.53658537],0
s3,1,0.344653,0.893046,[17 25] ; [16 15],[18.98630137 23.01369863] ; [14.01369863 16.98630137],0
s8,1,0.357744,0.845796,[10 31] ; [ 5 27],[ 8.42465753 32.57534247] ; [ 6.57534247 25.42465753],0
v4,1,0.373735,0.791209,[32 10] ; [20 10],[30.33333333 11.66666667] ; [21.66666667  8.33333333],0
d3,1,0.387874,0.745598,[13 29] ; [13 19],[14.75675676 27.24324324] ; [11.24324324 20.75675676],0
s5,1,0.417729,0.656695,[11 30] ; [ 6 26],[ 9.54794521 31.45205479] ; [ 7.45205479 24.54794521],0
r4,1,0.448227,0.57513,[26 16] ; [17 15],[24.40540541 17.59459459] ; [18.59459459 13.40540541],0
a5,1,0.461779,0.54158,[22 20] ; [14 18],[20.43243243 21.56756757] ; [15.56756757 16.43243243],0
r1,1,0.482984,0.492118,[27 15] ; [18 14],[25.54054054 16.45945946] ; [19.45945946 12.54054054],0
s7,1,0.519318,0.415248,[12 29] ; [ 6 21],[10.85294118 30.14705882] ; [ 7.14705882 19.85294118],0
v3,1,0.576856,0.311345,[12 29] ; [ 7 23],[10.97183099 30.02816901] ; [ 8.02816901 21.97183099],0
b4,1,0.582013,0.302991,[25 17] ; [17 15],[23.83783784 18.16216216] ; [18.16216216 13.83783784],0
d5,1,0.582013,0.302991,[25 17] ; [17 15],[23.83783784 18.16216216] ; [18.16216216 13.83783784],0
v1,1,0.593069,0.285577,[12 30] ; [11 21],[13.05405405 28.94594595] ; [ 9.94594595 22.05405405],0
p10,1,0.605111,0.267356,[ 7 34] ; [ 7 25],[ 7.8630137 33.1369863] ; [ 6.1369863 25.8630137],0
d1,1,0.631523,0.230001,[14 28] ; [ 9 23],[13.05405405 28.94594595] ; [ 9.94594595 22.05405405],0
a6,1,0.666089,0.186211,[15 27] ; [13 19],[15.89189189 26.10810811] ; [12.10810811 19.89189189],0
p8,1,0.673752,0.177244,[10 32] ; [ 9 23],[10.78378378 31.21621622] ; [ 8.21621622 23.78378378],0
u1,1,0.723555,0.125112,[ 2 40] ; [ 1 31],[ 1.7027027 40.2972973] ; [ 1.2972973 30.7027027],0
p2,1,0.730487,0.118665,[18 24] ; [15 17],[18.72972973 23.27027027] ; [14.27027027 17.72972973],0
p7,1,0.756209,0.096387,[19 22] ; [16 16],[19.65753425 21.34246575] ; [15.34246575 16.65753425],0
n2,1,0.765087,0.089286,[8 6] ; [10  6],[8.4 5.6] ; [9.6 6.4],0
a1,1,0.779126,0.078656,[ 2 40] ; [ 2 30],[ 2.27027027 39.72972973] ; [ 1.72972973 30.27027027],0
d2,1,0.80011,0.064113,[18 23] ; [15 17],[18.53424658 22.46575342] ; [14.46575342 17.53424658],0
p3,1,0.802781,0.062375,[12 30] ; [10 22],[12.48648649 29.51351351] ; [ 9.51351351 22.48648649],0
p6,1,0.803186,0.062114,[ 7 34] ; [ 6 25],[ 7.40277778 33.59722222] ; [ 5.59722222 25.40277778],0
v2,1,0.830844,0.045633,[13 29] ; [10 20],[13.41666667 28.58333333] ; [ 9.58333333 20.41666667],0
p4,1,0.854725,0.033523,[12 29] ; [10 22],[12.35616438 28.64383562] ; [ 9.64383562 22.35616438],0
p1,1,0.879506,0.022981,[ 3 39] ; [ 2 30],[ 2.83783784 39.16216216] ; [ 2.16216216 29.83783784],0
a3,1,0.898478,0.016278,[19 23] ; [14 18],[18.72972973 23.27027027] ; [14.27027027 17.72972973],0
r2,1,0.94928,0.004046,[32  9] ; [24  7],[31.88888889  9.11111111] ; [24.11111111  6.88888889],0
d4,1,0.9948,4.2e-05,[23 19] ; [17 14],[23.01369863 18.98630137] ; [16.98630137 14.01369863],0
