Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,47.410423,[49 21] ; [ 30 111],[26.20853081 43.79146919] ; [52.79146919 88.20853081],1
s2,1,0.0,27.385861,[53 23] ; [48 98],[34.57657658 41.42342342] ; [66.42342342 79.57657658],1
s6,1,0.0,26.626005,[65 11] ; [71 71],[47.41284404 28.58715596] ; [88.58715596 53.41284404],1
s3,1,6e-06,20.500831,[59 17] ; [66 78],[43.18181818 32.81818182] ; [81.81818182 62.18181818],1
p1,1,0.002665,9.023482,[13 64] ; [  7 139],[ 6.9058296 70.0941704] ; [ 13.0941704 132.9058296],0
v3,1,0.010013,6.63264,[33 39] ; [ 40 102],[24.56074766 47.43925234] ; [48.43925234 93.56074766],0
u2,1,0.012675,6.213946,[26  9] ; [41 42],[19.87288136 15.12711864] ; [47.12711864 35.87288136],0
p5,1,0.015659,5.840754,[13 62] ; [ 10 136],[ 7.80542986 67.19457014] ; [ 15.19457014 130.80542986],0
p8,1,0.033075,4.541892,[42 35] ; [57 87],[34.49321267 42.50678733] ; [64.50678733 79.49321267],0
p4,1,0.047359,3.932584,[45 32] ; [64 80],[37.97737557 39.02262443] ; [71.02262443 72.97737557],0
p10,1,0.057277,3.614521,[60 15] ; [97 46],[54.01376147 20.98623853] ; [102.98623853  40.01376147],0
d1,1,0.063777,3.436328,[32 45] ; [ 43 104],[25.78125 51.21875] ; [49.21875 97.78125],0
p12,1,0.072554,3.224264,[ 7 69] ; [  5 140],[ 4.12669683 71.87330317] ; [  7.87330317 137.12669683],0
n4,1,0.079756,3.069859,[56 21] ; [89 57],[50.06726457 26.93273543] ; [94.93273543 51.06726457],0
b1,1,0.085336,2.960221,[33 44] ; [ 46 101],[27.15625 49.84375] ; [51.84375 95.15625],0
p6,1,0.10242,2.667444,[31 44] ; [43 99],[25.57603687 49.42396313] ; [48.42396313 93.57603687],0
v2,1,0.117112,2.455527,[38 33] ; [59 81],[32.63981043 38.36018957] ; [64.36018957 75.63981043],0
n5,1,0.125507,2.347215,[57 20] ; [92 52],[51.91402715 25.08597285] ; [97.08597285 46.91402715],0
p3,1,0.129677,2.296372,[36 41] ; [53 93],[30.7309417 46.2690583] ; [58.2690583 87.7309417],0
s4,1,0.136233,2.220001,[18 59] ; [ 22 122],[13.93665158 63.06334842] ; [ 26.06334842 117.93665158],0
a3,1,0.16376,1.93916,[41 36] ; [63 82],[36.07207207 40.92792793] ; [67.92792793 77.07207207],0
d5,1,0.172177,1.863881,[57 20] ; [95 51],[52.48430493 24.51569507] ; [99.51569507 46.48430493],0
v1,1,0.173465,1.852739,[38 36] ; [60 84],[33.26605505 40.73394495] ; [64.73394495 79.26605505],0
b4,1,0.181482,1.785449,[40 37] ; [90 57],[44.6875 32.3125] ; [85.3125 61.6875],0
p9,1,0.207496,1.588815,[62 13] ; [106  35],[58.33333333 16.66666667] ; [109.66666667  31.33333333],0
d2,1,0.244554,1.354147,[21 56] ; [ 30 117],[17.53125 59.46875] ; [ 33.46875 113.53125],0
s5,1,0.30261,1.062658,[21 50] ; [ 33 110],[17.91588785 53.08411215] ; [ 36.08411215 106.91588785],0
r1,1,0.314833,1.010291,[60 16] ; [107  40],[56.91479821 19.08520179] ; [110.08520179  36.91479821],0
p2,1,0.32498,0.968797,[62 15] ; [109  37],[59.04484305 17.95515695] ; [111.95515695  34.04484305],0
a8,1,0.332227,0.940197,[12 58] ; [ 17 122],[ 9.71291866 60.28708134] ; [ 19.28708134 119.71291866],0
u1,1,0.343354,0.897868,[ 4 73] ; [  4 143],[ 2.75 74.25] ; [  5.25 141.75],0
n6,1,0.355277,0.85452,[65 12] ; [115  30],[62.43243243 14.56756757] ; [117.56756757  27.43243243],0
u3,1,0.365108,0.820246,[24 12] ; [48 35],[21.78151261 14.21848739] ; [50.21848739 32.78151261],0
n2,1,0.387888,0.745554,[9 5] ; [26  8],[10.20833333  3.79166667] ; [24.79166667  9.20833333],0
n3,1,0.515936,0.42201,[10  4] ; [28  7],[10.85714286  3.14285714] ; [27.14285714  7.85714286],0
a4,1,0.522457,0.40904,[17 60] ; [ 27 119],[15.19282511 61.80717489] ; [ 28.80717489 117.19282511],0
