Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,8.7e-05,15.404589,[25 22] ; [ 8 43],[15.82653061 31.17346939] ; [17.17346939 33.82653061],1
a1,1,0.174974,1.8398,[ 2 45] ; [ 6 45],[ 3.83673469 43.16326531] ; [ 4.16326531 46.83673469],0
p11,1,0.180854,1.790595,[32 15] ; [28 23],[28.7755102 18.2244898] ; [31.2244898 19.7755102],0
n6,1,0.188163,1.731943,[35 12] ; [31 19],[31.97938144 15.02061856] ; [34.02061856 15.97938144],0
s8,1,0.203103,1.619921,[10 37] ; [ 6 45],[ 7.67346939 39.32653061] ; [ 8.32653061 42.67346939],0
s5,1,0.216773,1.525609,[ 5 42] ; [ 2 47],[ 3.42708333 43.57291667] ; [ 3.57291667 45.42708333],0
p9,1,0.226112,1.465153,[26 21] ; [33 16],[28.88541667 18.11458333] ; [30.11458333 18.88541667],0
d2,1,0.241717,1.37055,[14 33] ; [10 41],[11.51020408 35.48979592] ; [12.48979592 38.51020408],0
a4,1,0.246462,1.343246,[15 32] ; [11 40],[12.46938776 34.53061224] ; [13.53061224 37.46938776],0
a3,1,0.294134,1.100604,[27 19] ; [24 26],[24.4375 21.5625] ; [26.5625 23.4375],0
b5,1,0.294868,1.097263,[28 19] ; [25 26],[25.41836735 21.58163265] ; [27.58163265 23.41836735],0
u2,1,0.306119,1.047346,[ 8 12] ; [ 7 20],[ 6.38297872 13.61702128] ; [ 8.61702128 18.38297872],0
a7,1,0.319581,0.990659,[25 22] ; [22 29],[22.54081633 24.45918367] ; [24.45918367 26.54081633],0
v3,1,0.346833,0.885011,[14 32] ; [11 39],[11.97916667 34.02083333] ; [13.02083333 36.97916667],0
p10,1,0.365329,0.81949,[22 25] ; [28 22],[24.22680412 22.77319588] ; [25.77319588 24.22680412],0
u3,1,0.458196,0.550299,[ 8 12] ; [ 8 19],[ 6.80851064 13.19148936] ; [ 9.19148936 17.80851064],0
p5,1,0.485216,0.487118,[ 2 43] ; [ 1 50],[ 1.40625 43.59375] ; [ 1.59375 49.40625],0
u1,1,0.510058,0.433949,[ 2 45] ; [ 1 50],[ 1.43877551 45.56122449] ; [ 1.56122449 49.43877551],0
a6,1,0.564949,0.331207,[23 24] ; [22 29],[21.58163265 25.41836735] ; [23.41836735 27.58163265],0
n2,1,0.598901,0.276657,[9 4] ; [17  5],[9.65714286 3.34285714] ; [16.34285714  5.65714286],0
v1,1,0.601851,0.272213,[18 28] ; [17 33],[16.77083333 29.22916667] ; [18.22916667 31.77083333],0
s1,1,0.613756,0.254742,[ 4 43] ; [ 3 48],[ 3.35714286 43.64285714] ; [ 3.64285714 47.35714286],0
b1,1,0.679799,0.170352,[22 25] ; [26 25],[23.02040816 23.97959184] ; [24.97959184 26.02040816],0
n1,1,0.686254,0.16317,[5 8] ; [10 12],[5.57142857 7.42857143] ; [ 9.42857143 12.57142857],0
d4,1,0.688938,0.160238,[18 28] ; [22 29],[18.96907216 27.03092784] ; [21.03092784 29.96907216],0
d1,1,0.714594,0.133732,[ 2 45] ; [ 3 48],[ 2.39795918 44.60204082] ; [ 2.60204082 48.39795918],0
b4,1,0.715083,0.133253,[25 22] ; [29 22],[25.89795918 21.10204082] ; [28.10204082 22.89795918],0
d3,1,0.723615,0.125055,[15 32] ; [18 33],[15.82653061 31.17346939] ; [17.17346939 33.82653061],0
s4,1,0.824723,0.049051,[ 4 43] ; [ 5 46],[ 4.31632653 42.68367347] ; [ 4.68367347 46.31632653],0
p1,1,0.85992,0.031144,[ 5 42] ; [ 6 45],[ 5.2755102 41.7244898] ; [ 5.7244898 45.2755102],0
a2,1,0.917746,0.010666,[ 3 44] ; [ 3 48],[ 2.87755102 44.12244898] ; [ 3.12244898 47.87755102],0
a8,1,0.938956,0.005865,[ 4 38] ; [ 5 45],[ 4.10869565 37.89130435] ; [ 4.89130435 45.10869565],0
p12,1,0.949606,0.003995,[ 2 45] ; [ 2 48],[ 1.93814433 45.06185567] ; [ 2.06185567 47.93814433],0
a5,1,0.953454,0.003407,[20 27] ; [22 29],[20.14285714 26.85714286] ; [21.85714286 29.14285714],0
