Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.002187,9.385346,[ 4 15] ; [8 2],[ 7.86206897 11.13793103] ; [4.13793103 5.86206897],0
p6,1,0.00622,7.485552,[ 7 12] ; [9 1],[10.48275862  8.51724138] ; [5.51724138 4.48275862],0
p10,1,0.068504,3.318519,[ 8 10] ; [8 2],[10.28571429  7.71428571] ; [5.71428571 4.28571429],0
p11,1,0.089423,2.884737,[ 7 12] ; [7 3],[9.17241379 9.82758621] ; [4.82758621 5.17241379],0
a5,1,0.089906,2.876058,[10  9] ; [2 8],[ 7.86206897 11.13793103] ; [4.13793103 5.86206897],0
d5,1,0.124238,2.363064,[12  7] ; [9 1],[13.75862069  5.24137931] ; [7.24137931 2.75862069],0
s7,1,0.13147,2.275064,[8 9] ; [7 2],[9.80769231 7.19230769] ; [5.19230769 3.80769231],0
p3,1,0.153046,2.041629,[ 8 11] ; [7 3],[9.82758621 9.17241379] ; [5.17241379 4.82758621],0
b3,1,0.195539,1.675385,[4 6] ; [1 7],[2.77777778 7.22222222] ; [2.22222222 5.77777778],0
b2,1,0.195539,1.675385,[4 6] ; [1 7],[2.77777778 7.22222222] ; [2.22222222 5.77777778],0
s6,1,0.195846,1.673086,[10  8] ; [8 2],[11.57142857  6.42857143] ; [6.42857143 3.57142857],0
n5,1,0.202156,1.626731,[ 5 14] ; [5 5],[ 6.55172414 12.44827586] ; [3.44827586 6.55172414],0
s8,1,0.233297,1.420648,[ 7 12] ; [6 4],[ 8.51724138 10.48275862] ; [4.48275862 5.51724138],0
a3,1,0.233297,1.420648,[12  7] ; [4 6],[10.48275862  8.51724138] ; [5.51724138 4.48275862],0
r1,1,0.244092,1.356807,[ 9 10] ; [7 3],[10.48275862  8.51724138] ; [5.51724138 4.48275862],0
d4,1,0.302557,1.062891,[14  5] ; [9 1],[15.06896552  3.93103448] ; [7.93103448 2.06896552],0
d3,1,0.351425,0.868304,[12  7] ; [8 2],[13.10344828  5.89655172] ; [6.89655172 3.10344828],0
d2,1,0.36671,0.814783,[ 9 10] ; [3 7],[ 7.86206897 11.13793103] ; [4.13793103 5.86206897],0
r2,1,0.410004,0.678788,[15  3] ; [7 3],[14.14285714  3.85714286] ; [7.85714286 2.14285714],0
v3,1,0.410004,0.678788,[ 3 15] ; [3 7],[ 3.85714286 14.14285714] ; [2.14285714 7.85714286],0
r3,1,0.453889,0.560921,[15  4] ; [9 1],[15.72413793  3.27586207] ; [8.27586207 1.72413793],0
s3,1,0.507256,0.439724,[13  6] ; [8 2],[13.75862069  5.24137931] ; [7.24137931 2.75862069],0
b1,1,0.517613,0.418647,[ 9 10] ; [6 4],[9.82758621 9.17241379] ; [5.17241379 4.82758621],0
b4,1,0.517613,0.418647,[10  9] ; [4 6],[9.17241379 9.82758621] ; [4.82758621 5.17241379],0
s2,1,0.523094,0.407788,[11  8] ; [7 3],[11.79310345  7.20689655] ; [6.20689655 3.79310345],0
a4,1,0.523094,0.407788,[ 8 11] ; [3 7],[ 7.20689655 11.79310345] ; [3.79310345 6.20689655],0
s5,1,0.530236,0.393939,[ 6 10] ; [5 5],[6.76923077 9.23076923] ; [4.23076923 5.76923077],0
u3,1,0.611541,0.257937,[5 2] ; [5 1],[5.38461538 1.61538462] ; [4.61538462 1.38461538],0
u2,1,0.611541,0.257937,[5 2] ; [5 1],[5.38461538 1.61538462] ; [4.61538462 1.38461538],0
a2,1,0.632305,0.228947,[ 1 18] ; [1 9],[ 1.31034483 17.68965517] ; [0.68965517 9.31034483],0
v1,1,0.650198,0.205651,[ 6 13] ; [4 6],[ 6.55172414 12.44827586] ; [3.44827586 6.55172414],0
r4,1,0.650198,0.205651,[13  6] ; [6 4],[12.44827586  6.55172414] ; [6.55172414 3.44827586],0
d1,1,0.684498,0.165106,[ 8 11] ; [5 5],[ 8.51724138 10.48275862] ; [4.48275862 5.51724138],0
b5,1,0.704507,0.143826,[10  9] ; [6 4],[10.48275862  8.51724138] ; [5.51724138 4.48275862],0
n1,1,0.825498,0.048611,[5 7] ; [1 1],[5.14285714 6.85714286] ; [0.85714286 1.14285714],0
v2,1,0.856395,0.032749,[ 6 12] ; [3 7],[ 5.78571429 12.21428571] ; [3.21428571 6.78571429],0
a7,1,0.892772,0.01817,[ 9 10] ; [5 5],[9.17241379 9.82758621] ; [4.82758621 5.17241379],0
n4,1,0.892772,0.01817,[ 9 10] ; [5 5],[9.17241379 9.82758621] ; [4.82758621 5.17241379],0
a6,1,0.912875,0.011971,[11  8] ; [6 4],[11.13793103  7.86206897] ; [5.86206897 4.13793103],0
p9,1,0.954001,0.003327,[11  7] ; [6 4],[10.92857143  7.07142857] ; [6.07142857 3.92857143],0
u1,1,0.964716,0.001957,[ 2 17] ; [1 9],[ 1.96551724 17.03448276] ; [1.03448276 8.96551724],0
