Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,39.269444,[31 21] ; [ 2 53],[16.03738318 35.96261682] ; [16.96261682 38.03738318],1
s6,1,6.7e-05,15.886225,[31 21] ; [12 43],[20.89719626 31.10280374] ; [22.10280374 32.89719626],1
s7,1,0.001057,10.724761,[18 29] ; [ 5 45],[11.1443299 35.8556701] ; [11.8556701 38.1443299],0
n2,1,0.001817,9.725962,[16  2] ; [10 14],[11.14285714  6.85714286] ; [14.85714286  9.14285714],0
p3,1,0.003108,8.742794,[22 30] ; [ 9 46],[15.06542056 36.93457944] ; [15.93457944 39.06542056],0
d4,1,0.003772,8.390346,[42  8] ; [32 23],[35.23809524 14.76190476] ; [38.76190476 16.23809524],0
p7,1,0.00784,7.069567,[31 18] ; [20 34],[24.26213592 24.73786408] ; [26.73786408 27.26213592],0
s4,1,0.008796,6.863812,[15 37] ; [ 5 50],[ 9.71962617 42.28037383] ; [10.28037383 44.71962617],0
s8,1,0.019549,5.451735,[15 37] ; [ 6 49],[10.20560748 41.79439252] ; [10.79439252 44.20560748],0
p2,1,0.027652,4.849621,[36 16] ; [26 28],[30.41509434 21.58490566] ; [31.58490566 22.41509434],0
p6,1,0.041787,4.143793,[14 38] ; [ 6 47],[ 9.9047619 42.0952381] ; [10.0952381 42.9047619],0
s5,1,0.042326,4.122128,[ 9 39] ; [ 3 50],[ 5.7029703 42.2970297] ; [ 6.2970297 46.7029703],0
d3,1,0.049196,3.868663,[36 15] ; [28 26],[31.08571429 19.91428571] ; [32.91428571 21.08571429],0
p10,1,0.063552,3.442167,[31 21] ; [22 31],[26.24761905 25.75238095] ; [26.75238095 26.24761905],0
r3,1,0.077263,3.12155,[45  7] ; [40 15],[41.30841121 10.69158879] ; [43.69158879 11.30841121],0
b4,1,0.092406,2.831956,[33 19] ; [26 29],[28.6728972 23.3271028] ; [30.3271028 24.6728972],0
r2,1,0.092543,2.829575,[46  6] ; [41 13],[42.67924528  9.32075472] ; [44.32075472  9.67924528],0
u3,1,0.102284,2.669572,[15  8] ; [ 9 13],[12.26666667 10.73333333] ; [11.73333333 10.26666667],0
r4,1,0.10543,2.621423,[38 14] ; [32 23],[34.01869159 17.98130841] ; [35.98130841 19.01869159],0
p4,1,0.131735,2.271935,[24 27] ; [18 37],[20.20754717 30.79245283] ; [21.79245283 33.20754717],0
u2,1,0.148111,2.091601,[17  7] ; [11 11],[14.60869565  9.39130435] ; [13.39130435  8.60869565],0
b2,1,0.178112,1.813305,[ 4 23] ; [10 24],[ 6.19672131 20.80327869] ; [ 7.80327869 26.19672131],0
b3,1,0.178112,1.813305,[ 4 23] ; [10 24],[ 6.19672131 20.80327869] ; [ 7.80327869 26.19672131],0
d5,1,0.191425,1.706618,[31 20] ; [40 15],[34.16037736 16.83962264] ; [36.83962264 18.16037736],0
n3,1,0.239918,1.381074,[12  5] ; [12 11],[10.2  6.8] ; [13.8  9.2],0
v3,1,0.248705,1.330566,[12 36] ; [ 8 43],[ 9.6969697 38.3030303] ; [10.3030303 40.6969697],0
r1,1,0.253179,1.305675,[36 15] ; [33 22],[33.19811321 17.80188679] ; [35.80188679 19.19811321],0
