Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,29.909704,[11 40] ; [54 22],[26.1023622 24.8976378] ; [38.8976378 37.1023622],1
p3,1,1.4e-05,18.868326,[16 36] ; [53 23],[28.03125 23.96875] ; [40.96875 35.03125],1
p6,1,0.000162,14.22865,[11 40] ; [41 33],[21.216 29.784] ; [30.784 43.216],1
p9,1,0.000488,12.159672,[34 16] ; [70  6],[41.26984127  8.73015873] ; [62.73015873 13.26984127],1
s6,1,0.001477,10.107143,[26 24] ; [60 16],[34.12698413 15.87301587] ; [51.87301587 24.12698413],0
p5,1,0.004275,8.163092,[ 2 49] ; [17 59],[ 7.62992126 43.37007874] ; [11.37007874 64.62992126],0
p7,1,0.005395,7.742072,[25 26] ; [55 20],[32.38095238 18.61904762] ; [47.61904762 27.38095238],0
v4,1,0.012894,6.183556,[42 10] ; [72  4],[46.3125  5.6875] ; [67.6875  8.3125],0
n5,1,0.014334,5.99653,[35 17] ; [65 11],[40.625 11.375] ; [59.375 16.625],0
p2,1,0.015974,5.805726,[35 17] ; [64 11],[40.53543307 11.46456693] ; [58.46456693 16.53543307],0
p10,1,0.020949,5.331062,[34 17] ; [64 12],[39.35433071 11.64566929] ; [58.64566929 17.35433071],0
s5,1,0.022268,5.224713,[17 34] ; [39 33],[23.2195122 27.7804878] ; [32.7804878 39.2195122],0
s8,1,0.022733,5.188809,[22 31] ; [47 29],[28.34883721 24.65116279] ; [40.65116279 35.34883721],0
v3,1,0.031072,4.648995,[14 36] ; [35 39],[19.75806452 30.24193548] ; [29.24193548 44.75806452],0
n6,1,0.052633,3.755529,[39 13] ; [67  9],[43.0625  8.9375] ; [62.9375 13.0625],0
s2,1,0.069296,3.299618,[23 29] ; [46 30],[28.03125 23.96875] ; [40.96875 35.03125],0
s7,1,0.082929,3.006536,[23 25] ; [46 26],[27.6 20.4] ; [41.4 30.6],0
r3,1,0.10581,2.615709,[47  6] ; [73  3],[49.30232558  3.69767442] ; [70.69767442  5.30232558],0
r4,1,0.106793,2.601048,[42 11] ; [68  8],[45.19379845  7.80620155] ; [64.80620155 11.19379845],0
b5,1,0.11109,2.538648,[27 26] ; [28 48],[22.59689922 30.40310078] ; [32.40310078 43.59689922],0
p11,1,0.119588,2.422705,[37 16] ; [62 14],[40.6744186 12.3255814] ; [58.3255814 17.6744186],0
a6,1,0.170017,1.882792,[23 30] ; [24 52],[19.31007752 33.68992248] ; [27.68992248 48.31007752],0
u4,1,0.213117,1.550128,[ 1 52] ; [ 5 71],[ 2.46511628 50.53488372] ; [ 3.53488372 72.46511628],0
p12,1,0.237682,1.394289,[ 1 49] ; [ 5 71],[ 2.38095238 47.61904762] ; [ 3.61904762 72.38095238],0
b1,1,0.279967,1.16725,[27 26] ; [46 30],[29.99224806 23.00775194] ; [43.00775194 32.99224806],0
s4,1,0.301169,1.069011,[ 9 43] ; [19 57],[11.375 40.625] ; [16.625 59.375],0
u3,1,0.305319,1.050816,[4 6] ; [8 5],[5.2173913 4.7826087] ; [6.7826087 6.2173913],0
n4,1,0.325181,0.967993,[41 11] ; [65 11],[43.0625  8.9375] ; [62.9375 13.0625],0
p1,1,0.330268,0.947846,[ 3 50] ; [ 8 68],[ 4.51937984 48.48062016] ; [ 6.48062016 69.51937984],0
a1,1,0.33967,0.911677,[ 2 51] ; [ 6 70],[ 3.28682171 49.71317829] ; [ 4.71317829 71.28682171],0
a8,1,0.355351,0.854258,[ 3 47] ; [ 8 66],[ 4.43548387 45.56451613] ; [ 6.56451613 67.43548387],0
d5,1,0.368727,0.807951,[51  2] ; [74  1],[51.7578125  1.2421875] ; [73.2421875  1.7578125],0
s3,1,0.384524,0.756187,[28 25] ; [46 30],[30.40310078 22.59689922] ; [43.59689922 32.40310078],0
n2,1,0.391366,0.734694,[11 10] ; [10  5],[12.25  8.75] ; [8.75 6.25],0
a4,1,0.420709,0.648334,[32 20] ; [52 24],[34.125 17.875] ; [49.875 26.125],0
b4,1,0.434894,0.609719,[27 26] ; [44 32],[29.17054264 23.82945736] ; [41.82945736 34.17054264],0
d3,1,0.441146,0.593299,[35 18] ; [55 21],[36.97674419 16.02325581] ; [53.02325581 22.97674419],0
u1,1,0.509837,0.434401,[ 6 47] ; [ 6 70],[ 4.93023256 48.06976744] ; [ 7.06976744 68.93023256],0
n1,1,0.534772,0.385316,[ 9 12] ; [8 7],[ 9.91666667 11.08333333] ; [7.08333333 7.91666667],0
b2,1,0.564567,0.331858,[17 18] ; [22 30],[15.68965517 19.31034483] ; [23.31034483 28.68965517],0
b3,1,0.564567,0.331858,[17 18] ; [22 30],[15.68965517 19.31034483] ; [23.31034483 28.68965517],0
a2,1,0.591085,0.288653,[ 8 45] ; [ 9 67],[ 6.98449612 46.01550388] ; [10.01550388 65.98449612],0
d2,1,0.599659,0.275511,[43  9] ; [60 16],[41.84375 10.15625] ; [61.15625 14.84375],0
u2,1,0.695895,0.152778,[5 5] ; [7 5],[5.45454545 4.54545455] ; [6.54545455 5.45454545],0
a5,1,0.698669,0.14986,[44  9] ; [65 11],[44.78294574  8.21705426] ; [64.21705426 11.78294574],0
v1,1,0.69942,0.149076,[27 25] ; [41 33],[28.06349206 23.93650794] ; [39.93650794 34.06349206],0
s1,1,0.722945,0.125689,[ 2 51] ; [ 2 73],[ 1.65625 51.34375] ; [ 2.34375 72.65625],0
v2,1,0.73513,0.114453,[26 25] ; [40 34],[26.928 24.072] ; [39.072 34.928],0
r1,1,0.757743,0.095139,[41 12] ; [57 19],[40.26356589 12.73643411] ; [57.73643411 18.26356589],0
a3,1,0.796923,0.066219,[43 10] ; [63 13],[43.5503876  9.4496124] ; [62.4496124 13.5503876],0
r2,1,0.822911,0.050088,[49  3] ; [69  5],[48.6984127  3.3015873] ; [69.3015873  4.6984127],0
n3,1,0.886436,0.020396,[13  8] ; [9 5],[13.2  7.8] ; [8.8 5.2],0
