Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,77.892823,[295  74] ; [63 92],[252.10305344 116.89694656] ; [105.89694656  49.10305344],1
r3,1,0.0,59.84833,[356  14] ; [114  41],[331.23809524  38.76190476] ; [138.76190476  16.23809524],1
p9,1,0.0,58.618813,[302  66] ; [74 77],[266.60500963 101.39499037] ; [109.39499037  41.60500963],1
p2,1,0.0,55.577351,[313  58] ; [85 73],[279.12665406  91.87334594] ; [118.87334594  39.12665406],1
r4,1,0.0,50.943302,[328  45] ; [96 62],[297.83804143  75.16195857] ; [126.16195857  31.83804143],1
n6,1,0.0,44.52599,[309  62] ; [87 69],[278.77798861  92.22201139] ; [117.22201139  38.77798861],1
v4,1,0.0,34.389442,[349  21] ; [120  36],[329.90494297  40.09505703] ; [139.09505703  16.90494297],1
b1,1,4.4e-05,16.689216,[121 252] ; [81 77],[141.89453861 231.10546139] ; [60.10546139 97.89453861],1
s1,1,5.7e-05,16.184172,[  6 361] ; [ 14 141],[ 14.06130268 352.93869732] ; [  5.93869732 149.06130268],1
r1,1,5.8e-05,16.176194,[286  86] ; [93 63],[267.02272727 104.97727273] ; [111.97727273  44.02272727],1
p8,1,5.8e-05,16.165474,[173 194] ; [ 44 112],[152.27342256 214.72657744] ; [64.72657744 91.27342256],1
p4,1,0.000122,14.766089,[191 179] ; [ 52 104],[170.93155894 199.06844106] ; [72.06844106 83.93155894],1
n5,1,0.000151,14.362875,[262 107] ; [84 72],[243.18857143 125.81142857] ; [102.81142857  53.18857143],1
n4,1,0.000209,13.752355,[272 100] ; [89 68],[253.86011342 118.13988658] ; [107.13988658  49.86011342],1
v2,1,0.00058,11.838006,[192 165] ; [56 95],[174.28346457 182.71653543] ; [73.71653543 77.28346457],1
p7,1,0.000809,11.221116,[211 153] ; [65 90],[193.57225434 170.42774566] ; [82.42774566 72.57225434],1
r2,1,0.001685,9.86398,[343  25] ; [130  24],[333.4559387  34.5440613] ; [139.5440613  14.4559387],0
n3,1,0.002412,9.205903,[67 17] ; [35 27],[58.68493151 25.31506849] ; [43.31506849 18.68493151],0
a6,1,0.002506,9.136131,[260 113] ; [88 69],[244.91320755 128.08679245] ; [103.08679245  53.91320755],0
v1,1,0.002524,9.123297,[173 192] ; [ 52 105],[157.32758621 207.67241379] ; [67.67241379 89.32758621],0
n2,1,0.011365,6.407311,[66 18] ; [38 26],[59.02702703 24.97297297] ; [44.97297297 19.02702703],0
a1,1,0.0162,5.781013,[ 11 362] ; [ 12 146],[ 16.15630885 356.84369115] ; [  6.84369115 151.15630885],0
u2,1,0.028693,4.785954,[72 61] ; [24 40],[64.81218274 68.18781726] ; [31.18781726 32.81218274],0
p12,1,0.035727,4.410067,[ 15 355] ; [  1 157],[ 11.21212121 358.78787879] ; [  4.78787879 153.21212121],0
u3,1,0.041361,4.161173,[71 63] ; [24 40],[64.29292929 69.70707071] ; [30.70707071 33.29292929],0
p3,1,0.048907,3.878534,[147 224] ; [ 48 109],[137.01704545 233.98295455] ; [57.98295455 99.01704545],0
s6,1,0.049031,3.874292,[184 183] ; [64 93],[173.69465649 193.30534351] ; [74.30534351 82.69465649],0
b4,1,0.063577,3.441535,[226 147] ; [82 76],[216.35404896 156.64595104] ; [91.64595104 66.35404896],0
d5,1,0.085017,2.966277,[285  88] ; [108  48],[277.10586011  95.89413989] ; [115.89413989  40.10586011],0
a7,1,0.085704,2.953267,[271 101] ; [102  54],[262.79545455 109.20454545] ; [110.20454545  45.79545455],0
a8,1,0.093341,2.815794,[ 41 301] ; [ 10 135],[ 35.81519507 306.18480493] ; [ 15.18480493 129.81519507],0
p6,1,0.101033,2.689155,[ 96 270] ; [ 30 124],[ 88.68461538 277.31538462] ; [ 37.31538462 116.68461538],0
a5,1,0.10621,2.609728,[247 126] ; [93 65],[238.83239171 134.16760829] ; [101.16760829  56.83239171],0
d4,1,0.115539,2.476771,[293  79] ; [113  43],[286.04545455  85.95454545] ; [119.95454545  36.04545455],0
s5,1,0.139334,2.185303,[ 81 286] ; [ 25 128],[ 74.81153846 292.18846154] ; [ 31.18846154 121.81153846],0
d3,1,0.18635,1.746244,[251 122] ; [95 60],[244.4280303 128.5719697] ; [101.5719697  53.4280303],0
s4,1,0.188227,1.731444,[ 55 312] ; [ 31 127],[ 60.11809524 306.88190476] ; [ 25.88190476 132.11809524],0
u1,1,0.216624,1.526596,[ 47 326] ; [ 14 144],[ 42.84934087 330.15065913] ; [ 18.15065913 139.84934087],0
d1,1,0.240916,1.375225,[186 187] ; [70 88],[179.826742 193.173258] ; [76.173258 81.826742],0
b3,1,0.286343,1.136734,[ 56 146] ; [27 52],[ 59.66548043 142.33451957] ; [23.33451957 55.66548043],0
b2,1,0.286343,1.136734,[ 56 146] ; [27 52],[ 59.66548043 142.33451957] ; [23.33451957 55.66548043],0
d2,1,0.2997,1.075528,[141 229] ; [67 89],[146.31178707 223.68821293] ; [61.68821293 94.31178707],0
v3,1,0.329187,0.952095,[109 253] ; [ 39 112],[104.43664717 257.56335283] ; [ 43.56335283 107.43664717],0
