Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,90.579176,[108  42] ; [ 27 126],[66.83168317 83.16831683] ; [68.16831683 84.83168317],1
d3,1,0.0,89.718327,[135  17] ; [56 98],[94.87581699 57.12418301] ; [96.12418301 57.87581699],1
d5,1,0.0,82.90337,[149   3] ; [82 72],[114.74509804  37.25490196] ; [116.25490196  37.74509804],1
d4,1,0.0,75.912229,[148   3] ; [86 68],[115.84918033  35.15081967] ; [118.15081967  35.84918033],1
a2,1,0.0,32.174017,[ 47 105] ; [  9 145],[ 27.81699346 124.18300654] ; [ 28.18300654 125.81699346],1
a4,1,0.0,31.033267,[84 66] ; [ 38 116],[60.19736842 89.80263158] ; [61.80263158 92.19736842],1
u1,1,0.0,28.78075,[ 33 119] ; [  3 151],[ 17.88235294 134.11764706] ; [ 18.11764706 135.88235294],1
a5,1,7e-06,20.204005,[123  29] ; [88 66],[104.81045752  47.18954248] ; [106.18954248  47.81045752],1
a6,1,9.2e-05,15.294387,[117  35] ; [86 68],[100.83660131  51.16339869] ; [102.16339869  51.83660131],1
v2,1,0.000152,14.349002,[88 60] ; [55 92],[71.74237288 76.25762712] ; [71.25762712 75.74237288],1
a3,1,0.000161,14.23417,[113  39] ; [82 71],[97.18032787 54.81967213] ; [97.81967213 55.18032787],1
a7,1,0.000788,11.268883,[116  35] ; [90 63],[102.32236842  48.67763158] ; [103.67763158  49.32236842],1
r4,1,0.000891,11.041281,[129  23] ; [106  48],[116.73202614  35.26797386] ; [118.26797386  35.73202614],1
r1,1,0.002088,9.470189,[119  32] ; [96 57],[106.79276316  44.20723684] ; [108.20723684  44.79276316],0
v4,1,0.007106,7.245856,[140  12] ; [125  28],[132.06557377  19.93442623] ; [132.93442623  20.06557377],0
r2,1,0.007298,7.197999,[135  13] ; [123  30],[126.85714286  21.14285714] ; [131.14285714  21.85714286],0
r3,1,0.014443,5.983169,[137  14] ; [123  29],[129.5709571  21.4290429] ; [130.4290429  21.5709571],0
p7,1,0.018471,5.5509,[74 76] ; [55 98],[63.86138614 86.13861386] ; [65.13861386 87.86138614],0
n6,1,0.022972,5.170627,[124  27] ; [108  44],[115.61716172  35.38283828] ; [116.38283828  35.61716172],0
n4,1,0.042553,4.113054,[110  42] ; [94 59],[101.66557377  50.33442623] ; [102.33442623  50.66557377],0
p11,1,0.073645,3.199847,[113  39] ; [100  54],[105.80392157  46.19607843] ; [107.19607843  46.80392157],0
b1,1,0.074812,3.17416,[ 52 100] ; [68 86],[59.60784314 92.39215686] ; [60.39215686 93.60784314],0
s1,1,0.079132,3.082644,[  3 148] ; [  9 143],[  5.98019802 145.01980198] ; [  6.01980198 145.98019802],0
p4,1,0.08267,3.01161,[67 84] ; [ 53 100],[59.60526316 91.39473684] ; [60.39473684 92.60526316],0
s4,1,0.092411,2.831871,[ 10 140] ; [ 19 135],[ 14.30921053 135.69078947] ; [ 14.69078947 139.30921053],0
n1,1,0.092905,2.823309,[10 34] ; [18 28],[13.68888889 30.31111111] ; [14.31111111 31.68888889],0
n2,1,0.121212,2.40159,[25 19] ; [34 13],[28.52747253 15.47252747] ; [30.47252747 16.52747253],0
b5,1,0.156521,2.007522,[96 56] ; [85 69],[89.90849673 62.09150327] ; [91.09150327 62.90849673],0
v1,1,0.182513,1.777039,[69 81] ; [58 93],[63.28903654 86.71096346] ; [63.71096346 87.28903654],0
u3,1,0.218991,1.510973,[21 18] ; [30 42],[17.91891892 21.08108108] ; [33.08108108 38.91891892],0
s5,1,0.232705,1.42425,[ 30 121] ; [ 22 128],[ 26.08637874 124.91362126] ; [ 25.91362126 124.08637874],0
s2,1,0.233324,1.42048,[ 18 133] ; [ 12 141],[ 14.90131579 136.09868421] ; [ 15.09868421 137.90131579],0
p2,1,0.260392,1.266672,[109  42] ; [102  52],[104.46229508  46.53770492] ; [106.53770492  47.46229508],0
s8,1,0.272702,1.203104,[ 31 120] ; [ 24 129],[ 27.31907895 123.68092105] ; [ 27.68092105 125.31907895],0
v3,1,0.280153,1.166348,[49 95] ; [ 42 107],[44.72354949 99.27645051] ; [ 46.27645051 102.72354949],0
p10,1,0.36737,0.812543,[107  45] ; [99 52],[103.33993399  48.66006601] ; [102.66006601  48.33993399],0
b4,1,0.41756,0.657173,[85 67] ; [79 75],[81.46405229 70.53594771] ; [82.53594771 71.46405229],0
s6,1,0.448406,0.574679,[59 92] ; [53 99],[55.81518152 95.18481848] ; [56.18481848 95.81518152],0
p3,1,0.465854,0.531793,[53 98] ; [ 48 106],[ 50.00327869 100.99672131] ; [ 50.99672131 103.00327869],0
p5,1,0.484149,0.489503,[ 13 138] ; [ 10 144],[ 11.38688525 139.61311475] ; [ 11.61311475 142.38688525],0
p8,1,0.49515,0.465315,[61 89] ; [56 96],[58.11258278 91.88741722] ; [58.88741722 93.11258278],0
p12,1,0.513349,0.427234,[  6 146] ; [  4 149],[  4.98360656 147.01639344] ; [  5.01639344 147.98360656],0
u2,1,0.623056,0.241596,[19 19] ; [32 39],[17.77981651 20.22018349] ; [33.22018349 37.77981651],0
a1,1,0.626426,0.236938,[  7 145] ; [  9 145],[  7.94771242 144.05228758] ; [  8.05228758 145.94771242],0
p9,1,0.63818,0.22113,[107  42] ; [104  46],[105.14715719  43.85284281] ; [105.85284281  44.14715719],0
p1,1,0.654533,0.200232,[  9 143] ; [ 11 142],[  9.96721311 142.03278689] ; [ 10.03278689 142.96721311],0
a8,1,0.655648,0.198853,[ 16 117] ; [ 15 130],[ 14.83093525 118.16906475] ; [ 16.16906475 128.83093525],0
n3,1,0.696187,0.152469,[25 19] ; [28 18],[25.91111111 18.08888889] ; [27.08888889 18.91111111],0
n5,1,0.839384,0.04108,[100  51] ; [103  50],[100.83223684  50.16776316] ; [102.16776316  50.83223684],0
b2,1,0.908941,0.013082,[32 64] ; [28 54],[32.35955056 63.64044944] ; [27.64044944 54.35955056],0
b3,1,0.908941,0.013082,[32 64] ; [28 54],[32.35955056 63.64044944] ; [27.64044944 54.35955056],0
s7,1,0.974795,0.000998,[ 28 115] ; [ 29 118],[ 28.10689655 114.89310345] ; [ 28.89310345 118.10689655],0
