Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,5e-05,16.433144,[28 32] ; [190  68],[41.13207547 18.86792453] ; [176.86792453  81.13207547],1
p10,1,0.000363,12.715273,[42 18] ; [227  30],[50.9148265  9.0851735] ; [218.0851735  38.9148265],1
p4,1,0.000508,12.087732,[38 22] ; [216  43],[47.77429467 12.22570533] ; [206.22570533  52.77429467],1
p2,1,0.001016,10.798925,[46 14] ; [238  22],[53.25  6.75] ; [230.75  29.25],0
p9,1,0.001394,10.213569,[47 13] ; [239  20],[53.79310345  6.20689655] ; [232.20689655  26.79310345],0
n6,1,0.004166,8.209843,[46 13] ; [235  23],[52.29968454  6.70031546] ; [228.70031546  29.29968454],0
n5,1,0.013039,6.163766,[40 19] ; [213  46],[46.94025157 12.05974843] ; [206.05974843  52.94025157],0
d2,1,0.015917,5.811965,[40 20] ; [128 131],[31.59874608 28.40125392] ; [136.40125392 122.59874608],0
p12,1,0.016503,5.748421,[ 2 58] ; [ 38 220],[ 7.54716981 52.45283019] ; [ 32.45283019 225.54716981],0
v4,1,0.018115,5.585003,[54  6] ; [252   8],[57.375  2.625] ; [248.625  11.375],0
p7,1,0.020346,5.381948,[44 15] ; [222  34],[49.82222222  9.17777778] ; [216.17777778  39.82222222],0
s1,1,0.022256,5.225697,[ 5 55] ; [  6 251],[ 2.08201893 57.91798107] ; [  8.91798107 248.08201893],0
b5,1,0.04612,3.977199,[43 17] ; [150 110],[36.1875 23.8125] ; [156.8125 103.1875],0
n4,1,0.051123,3.804243,[45 15] ; [222  38],[50.0625  9.9375] ; [216.9375  43.0625],0
b1,1,0.088094,2.908863,[31 29] ; [103 157],[25.125 34.875] ; [108.875 151.125],0
u1,1,0.106148,2.610659,[18 42] ; [ 53 207],[13.3125 46.6875] ; [ 57.6875 202.3125],0
v1,1,0.123244,2.375598,[32 28] ; [164  92],[37.21518987 22.78481013] ; [158.78481013  97.21518987],0
p5,1,0.133508,2.251228,[ 7 53] ; [ 52 208],[11.0625 48.9375] ; [ 47.9375 212.0625],0
a2,1,0.166534,1.913868,[20 40] ; [ 64 196],[15.75 44.25] ; [ 68.25 191.75],0
s7,1,0.187033,1.740834,[38 17] ; [150 102],[33.68078176 21.31921824] ; [154.31921824  97.68078176],0
d4,1,0.274131,1.195958,[48 12] ; [221  37],[50.75471698  9.24528302] ; [218.24528302  39.75471698],0
n1,1,0.304199,1.055695,[8 7] ; [18 29],[6.29032258 8.70967742] ; [19.70967742 27.29032258],0
r2,1,0.339524,0.912229,[59  1] ; [246  11],[57.72870662  2.27129338] ; [247.27129338   9.72870662],0
s2,1,0.34075,0.907607,[39 21] ; [151 108],[35.73667712 24.26332288] ; [154.26332288 104.73667712],0
u4,1,0.35442,0.857568,[ 3 57] ; [  7 253],[ 1.875 58.125] ; [  8.125 251.875],0
b4,1,0.373464,0.792108,[32 28] ; [155 105],[35.0625 24.9375] ; [151.9375 108.0625],0
a4,1,0.375294,0.786062,[33 27] ; [126 133],[29.90595611 30.09404389] ; [129.09404389 129.90595611],0
n3,1,0.376075,0.783495,[12  3] ; [32 15],[10.64516129  4.35483871] ; [33.35483871 13.64516129],0
v3,1,0.378391,0.775922,[21 37] ; [108 146],[23.98076923 34.01923077] ; [105.01923077 148.98076923],0
s6,1,0.439967,0.596368,[41 16] ; [195  59],[43.25401929 13.74598071] ; [192.74598071  61.25401929],0
p3,1,0.450397,0.569653,[37 23] ; [173  86],[39.4984326 20.5015674] ; [170.5015674  88.4984326],0
r4,1,0.459543,0.547009,[55  5] ; [245  15],[56.25  3.75] ; [243.75  16.25],0
a1,1,0.466728,0.529712,[ 3 57] ; [ 20 240],[ 4.3125 55.6875] ; [ 18.6875 241.3125],0
s8,1,0.485517,0.486445,[31 28] ; [149 110],[33.39622642 25.60377358] ; [146.60377358 112.39622642],0
d3,1,0.49554,0.464474,[44 14] ; [185  74],[41.89905363 16.10094637] ; [187.10094637  71.89905363],0
a3,1,0.506798,0.440672,[41 18] ; [191  68],[43.04402516 15.95597484] ; [188.95597484  70.04402516],0
d5,1,0.550622,0.356204,[47 12] ; [214  44],[48.57728707 10.42271293] ; [212.42271293  45.57728707],0
s4,1,0.625836,0.237749,[13 47] ; [ 48 206],[11.65605096 48.34394904] ; [ 49.34394904 204.65605096],0
a6,1,0.676788,0.173765,[41 19] ; [169  89],[39.62264151 20.37735849] ; [170.37735849  87.62264151],0
u2,1,0.683869,0.165803,[12  7] ; [40 29],[11.22727273  7.77272727] ; [40.77272727 28.22727273],0
p1,1,0.687383,0.161933,[ 7 52] ; [ 36 224],[ 7.95297806 51.04702194] ; [ 35.04702194 224.95297806],0
a7,1,0.711841,0.136445,[44 15] ; [187  72],[42.85849057 16.14150943] ; [188.14150943  70.85849057],0
a5,1,0.740826,0.109402,[44 16] ; [196  64],[45. 15.] ; [195.  65.],0
s3,1,0.744635,0.106094,[35 25] ; [157 102],[36.11285266 23.88714734] ; [155.88714734 103.11285266],0
a8,1,0.751036,0.100663,[ 7 44] ; [ 37 202],[ 7.73793103 43.26206897] ; [ 36.26206897 202.73793103],0
n2,1,0.758906,0.094199,[10  5] ; [34 14],[10.47619048  4.52380952] ; [33.52380952 14.47619048],0
d1,1,0.780398,0.07773,[39 21] ; [164  96],[38.0625 21.9375] ; [164.9375  95.0625],0
u3,1,0.821062,0.051157,[12  7] ; [41 27],[11.57471264  7.42528736] ; [41.42528736 26.57471264],0
v2,1,0.849662,0.035929,[36 24] ; [149 105],[35.35031847 24.64968153] ; [149.64968153 104.35031847],0
s5,1,0.873773,0.025239,[23 31] ; [109 140],[23.52475248 30.47524752] ; [108.47524752 140.52475248],0
b2,1,0.936957,0.006256,[14 17] ; [79 93],[14.20197044 16.79802956] ; [78.79802956 93.20197044],0
b3,1,0.936957,0.006256,[14 17] ; [79 93],[14.20197044 16.79802956] ; [78.79802956 93.20197044],0
r1,1,0.981584,0.000533,[49 11] ; [212  48],[48.9375 11.0625] ; [212.0625  47.9375],0
