Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,131.801672,[  3 113] ; [218 121],[56.34285714 59.65714286] ; [164.65714286 174.34285714],1
d3,1,0.0,88.343923,[31 85] ; [256  83],[73.16923077 42.83076923] ; [213.83076923 125.16923077],1
d5,1,0.0,68.060846,[53 63] ; [286  53],[86.42637363 29.57362637] ; [252.57362637  86.42637363],1
a3,1,1e-06,24.875274,[52 62] ; [242  97],[73.98675497 40.01324503] ; [220.01324503 118.98675497],1
a5,1,2e-06,22.847778,[56 60] ; [246  93],[76.99340659 39.00659341] ; [225.00659341 113.99340659],1
d2,1,2e-06,22.674891,[26 90] ; [161 177],[47.77973568 68.22026432] ; [139.22026432 198.77973568],1
r1,1,5e-06,20.662015,[64 50] ; [264  74],[82.72566372 31.27433628] ; [245.27433628  92.72566372],1
a7,1,1.7e-05,18.504055,[62 53] ; [255  84],[80.29735683 34.70264317] ; [236.70264317 102.29735683],1
a4,1,1.8e-05,18.422596,[24 91] ; [146 191],[43.25221239 71.74778761] ; [126.74778761 210.25221239],1
u1,1,7.3e-05,15.736411,[  2 114] ; [ 53 286],[ 14.02197802 101.97802198] ; [ 40.97802198 298.02197802],1
a6,1,8.4e-05,15.47339,[60 56] ; [243  96],[77.24835165 38.75164835] ; [225.75164835 113.24835165],1
v2,1,0.000155,14.314905,[34 74] ; [169 153],[50.98604651 57.01395349] ; [152.01395349 169.98604651],1
r3,1,0.000759,11.337885,[91 23] ; [310  29],[100.91390728  13.08609272] ; [300.08609272  38.91390728],1
a2,1,0.001552,10.016233,[ 10 106] ; [ 74 265],[21.41538462 94.58461538] ; [ 62.58461538 276.41538462],0
u2,1,0.004284,8.159283,[24 40] ; [57 37],[32.81012658 31.18987342] ; [48.18987342 45.81012658],0
b4,1,0.005353,7.756031,[54 62] ; [208 131],[66.7956044 49.2043956] ; [195.2043956 143.7956044],0
