Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,2e-06,22.98812,[67 30] ; [15 38],[53.02666667 43.97333333] ; [28.97333333 24.02666667],1
n6,1,0.001008,10.812861,[68 28] ; [23 30],[58.63087248 37.36912752] ; [32.36912752 20.63087248],0
u3,1,0.011817,6.338115,[19 25] ; [18  6],[23.94117647 20.05882353] ; [13.05882353 10.94117647],0
a5,1,0.016724,5.725116,[60 37] ; [22 31],[53.02666667 43.97333333] ; [28.97333333 24.02666667],0
s7,1,0.024996,5.024155,[27 61] ; [ 7 44],[21.52517986 66.47482014] ; [12.47482014 38.52517986],0
v3,1,0.031189,4.642534,[32 62] ; [ 9 43],[26.39726027 67.60273973] ; [14.60273973 37.39726027],0
b3,1,0.055844,3.656702,[24 39] ; [ 5 23],[20.07692308 42.92307692] ; [ 8.92307692 19.07692308],0
b2,1,0.055844,3.656702,[24 39] ; [ 5 23],[20.07692308 42.92307692] ; [ 8.92307692 19.07692308],0
u1,1,0.060252,3.530442,[13 84] ; [ 2 51],[ 9.7 87.3] ; [ 5.3 47.7],0
n1,1,0.075967,3.149139,[12 17] ; [ 5 21],[ 8.96363636 20.03636364] ; [ 8.03636364 17.96363636],0
r1,1,0.078687,3.091808,[72 25] ; [32 21],[67.25333333 29.74666667] ; [36.74666667 16.25333333],0
a1,1,0.082782,3.00942,[ 9 88] ; [ 1 52],[ 6.46666667 90.53333333] ; [ 3.53333333 49.46666667],0
r4,1,0.087833,2.913646,[70 27] ; [31 22],[65.31333333 31.68666667] ; [35.68666667 17.31333333],0
r2,1,0.096493,2.762577,[82 13] ; [40 13],[78.31081081 16.68918919] ; [43.68918919  9.31081081],0
p3,1,0.119233,2.427373,[32 64] ; [11 41],[27.89189189 68.10810811] ; [15.10810811 36.89189189],0
s1,1,0.171945,1.865899,[ 5 91] ; [ 6 47],[ 7.08724832 88.91275168] ; [ 3.91275168 49.08724832],0
d5,1,0.17936,1.80292,[69 28] ; [32 21],[65.31333333 31.68666667] ; [35.68666667 17.31333333],0
a2,1,0.180552,1.793072,[17 80] ; [ 5 48],[14.22666667 82.77333333] ; [ 7.77333333 45.22666667],0
v1,1,0.184124,1.764018,[34 63] ; [13 40],[30.39333333 66.60666667] ; [16.60666667 36.39333333],0
a4,1,0.198263,1.655124,[33 62] ; [13 40],[29.52702703 65.47297297] ; [16.47297297 36.52702703],0
p11,1,0.201161,1.633923,[49 48] ; [21 32],[45.26666667 51.73333333] ; [24.73333333 28.26666667],0
p1,1,0.210649,1.566957,[ 9 87] ; [ 2 51],[ 7.08724832 88.91275168] ; [ 3.91275168 49.08724832],0
