Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n1,1,0.00277,8.953373,[7 1] ; [13 29],[3.2 4.8] ; [16.8 25.2],0
d2,1,0.005399,7.740735,[14  4] ; [44 60],[8.55737705 9.44262295] ; [49.44262295 54.55737705],0
s6,1,0.010214,6.597151,[10  9] ; [25 80],[ 5.36290323 13.63709677] ; [29.63709677 75.36290323],0
p1,1,0.024998,5.024046,[ 4 15] ; [ 6 98],[ 1.54471545 17.45528455] ; [ 8.45528455 95.54471545],0
p10,1,0.048566,3.890308,[ 7 11] ; [19 85],[ 3.83606557 14.16393443] ; [22.16393443 81.83606557],0
a8,1,0.065323,3.396809,[ 3 14] ; [ 5 91],[ 1.20353982 15.79646018] ; [ 6.79646018 89.20353982],0
r1,1,0.077701,3.112348,[16  3] ; [66 38],[12.66666667  6.33333333] ; [69.33333333 34.66666667],0
n2,1,0.087381,2.921965,[7 2] ; [19 22],[4.68 4.32] ; [21.32 19.68],0
v1,1,0.190597,1.712995,[ 3 16] ; [32 73],[ 5.36290323 13.63709677] ; [29.63709677 75.36290323],0
u3,1,0.209206,1.57691,[2 5] ; [28 24],[3.55932203 3.44067797] ; [26.44067797 25.55932203],0
d5,1,0.226483,1.462816,[15  4] ; [68 37],[12.71774194  6.28225806] ; [70.28225806 34.71774194],0
b5,1,0.25695,1.285114,[ 8 11] ; [59 46],[10.26612903  8.73387097] ; [56.73387097 48.26612903],0
b3,1,0.281287,1.160861,[ 3 12] ; [22 42],[ 4.74683544 10.25316456] ; [20.25316456 43.74683544],0
b2,1,0.281287,1.160861,[ 3 12] ; [22 42],[ 4.74683544 10.25316456] ; [20.25316456 43.74683544],0
p4,1,0.29174,1.111576,[ 8 10] ; [33 71],[ 6.04918033 11.95081967] ; [34.95081967 69.04918033],0
d4,1,0.301072,1.069439,[14  4] ; [68 36],[12.09836066  5.90163934] ; [69.90163934 34.09836066],0
d1,1,0.30453,1.054251,[10  9] ; [42 63],[ 7.96774194 11.03225806] ; [44.03225806 60.96774194],0
a3,1,0.327443,0.958983,[12  7] ; [53 51],[10.04065041  8.95934959] ; [54.95934959 49.04065041],0
s8,1,0.327447,0.958969,[ 3 16] ; [ 9 96],[ 1.83870968 17.16129032] ; [10.16129032 94.83870968],0
n3,1,0.329071,0.95255,[6 2] ; [22 17],[4.76595745 3.23404255] ; [23.23404255 15.76595745],0
p11,1,0.343663,0.896719,[10  9] ; [43 62],[ 8.12096774 10.87903226] ; [44.87903226 60.12096774],0
r3,1,0.35609,0.851635,[15  3] ; [76 28],[13.42622951  4.57377049] ; [77.57377049 26.42622951],0
s7,1,0.359832,0.83848,[ 5 14] ; [17 81],[ 3.57264957 15.42735043] ; [18.42735043 79.57264957],0
p5,1,0.385469,0.753188,[ 1 18] ; [  2 102],[ 0.46341463 18.53658537] ; [  2.53658537 101.46341463],0
r2,1,0.391963,0.732844,[17  2] ; [83 19],[15.70247934  3.29752066] ; [84.29752066 17.70247934],0
n6,1,0.406106,0.69017,[13  6] ; [60 43],[11.36885246  7.63114754] ; [61.63114754 41.36885246],0
b1,1,0.428444,0.627038,[12  7] ; [56 49],[10.41935484  8.58064516] ; [57.58064516 47.41935484],0
a2,1,0.470556,0.520671,[ 2 17] ; [18 87],[ 3.06451613 15.93548387] ; [16.93548387 88.06451613],0
p8,1,0.486367,0.484553,[ 6 13] ; [25 79],[ 4.78861789 14.21138211] ; [26.21138211 77.78861789],0
