Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,36.857474,[2 7] ; [78  5],[7.82608696 1.17391304] ; [72.17391304 10.82608696],1
r2,1,3.2e-05,17.302812,[5 3] ; [81  2],[7.56043956 0.43956044] ; [78.43956044  4.56043956],1
s6,1,0.001958,9.588433,[4 5] ; [69 11],[7.38202247 1.61797753] ; [65.61797753 14.38202247],0
p7,1,0.018516,5.546694,[1 8] ; [43 39],[4.35164835 4.64835165] ; [39.64835165 42.35164835],0
s2,1,0.043895,4.060581,[4 5] ; [63 20],[6.55434783 2.44565217] ; [60.44565217 22.55434783],0
v4,1,0.0446,4.033706,[7 2] ; [79  4],[8.41304348 0.58695652] ; [77.58695652  5.41304348],0
d5,1,0.050371,3.829062,[5 4] ; [68 14],[7.21978022 1.78021978] ; [65.78021978 16.21978022],0
a5,1,0.055541,3.665784,[4 5] ; [62 21],[6.45652174 2.54347826] ; [59.54347826 23.45652174],0
v2,1,0.057532,3.607125,[2 7] ; [45 36],[4.7 4.3] ; [42.3 38.7],0
p1,1,0.085382,2.95935,[3 6] ; [10 72],[1.28571429 7.71428571] ; [11.71428571 70.28571429],0
r1,1,0.151224,2.059863,[6 3] ; [70 12],[7.51648352 1.48351648] ; [68.48351648 13.51648352],0
p3,1,0.175641,1.834126,[2 7] ; [38 45],[3.91304348 5.08695652] ; [36.08695652 46.91304348],0
n5,1,0.192419,1.699001,[8 1] ; [55 26],[6.3 2.7] ; [56.7 24.3],0
v1,1,0.207131,1.591368,[3 6] ; [46 37],[4.79347826 4.20652174] ; [44.20652174 38.79347826],0
p5,1,0.249319,1.327117,[2 7] ; [ 8 75],[0.97826087 8.02173913] ; [ 9.02173913 73.97826087],0
p9,1,0.282254,1.156207,[6 3] ; [67 15],[7.21978022 1.78021978] ; [65.78021978 16.21978022],0
a4,1,0.292423,1.108434,[3 6] ; [43 40],[4.5 4.5] ; [41.5 41.5],0
p12,1,0.294873,1.097237,[1 8] ; [ 3 80],[0.39130435 8.60869565] ; [ 3.60869565 79.39130435],0
d4,1,0.33285,0.937776,[6 3] ; [66 16],[7.12087912 1.87912088] ; [64.87912088 17.12087912],0
u3,1,0.347755,0.881633,[1 2] ; [13  8],[1.75 1.25] ; [12.25  8.75],0
b4,1,0.360628,0.835707,[4 5] ; [50 33],[5.2826087 3.7173913] ; [48.7173913 34.2826087],0
d1,1,0.360628,0.835707,[4 5] ; [50 33],[5.2826087 3.7173913] ; [48.7173913 34.2826087],0
s3,1,0.379665,0.771785,[5 4] ; [58 25],[6.16304348 2.83695652] ; [56.83695652 26.16304348],0
v3,1,0.388668,0.743106,[2 7] ; [29 50],[3.17045455 5.82954545] ; [27.82954545 51.17045455],0
n3,1,0.451801,0.566129,[4 4] ; [20 11],[4.92307692 3.07692308] ; [19.07692308 11.92307692],0
p6,1,0.475388,0.509424,[3 6] ; [38 45],[4.01086957 4.98913043] ; [36.98913043 46.01086957],0
u2,1,0.483578,0.490783,[1 2] ; [11  9],[1.56521739 1.43478261] ; [10.43478261  9.56521739],0
s4,1,0.485466,0.486559,[3 6] ; [19 64],[2.15217391 6.84782609] ; [19.84782609 63.15217391],0
d2,1,0.504784,0.444865,[4 5] ; [46 36],[4.94505495 4.05494505] ; [45.05494505 36.94505495],0
p2,1,0.543289,0.369478,[6 3] ; [63 20],[6.75 2.25] ; [62.25 20.75],0
a3,1,0.557857,0.343428,[6 3] ; [62 20],[6.72527473 2.27472527] ; [61.27472527 20.72527473],0
b1,1,0.562638,0.335158,[6 3] ; [47 36],[5.18478261 3.81521739] ; [47.81521739 35.18478261],0
s5,1,0.569281,0.323886,[3 5] ; [37 40],[3.76470588 4.23529412] ; [36.23529412 40.76470588],0
b5,1,0.572286,0.318873,[5 4] ; [54 29],[5.77173913 3.22826087] ; [53.22826087 29.77173913],0
n4,1,0.572827,0.317975,[6 3] ; [61 20],[6.7 2.3] ; [60.3 20.7],0
n1,1,0.581831,0.303283,[5 3] ; [16 15],[4.30769231 3.69230769] ; [16.69230769 14.30769231],0
a2,1,0.621129,0.244283,[2 7] ; [25 58],[2.64130435 6.35869565] ; [24.35869565 58.64130435],0
a7,1,0.661881,0.191246,[6 3] ; [61 22],[6.55434783 2.44565217] ; [60.44565217 22.55434783],0
b2,1,0.666483,0.185744,[2 5] ; [17 29],[2.50943396 4.49056604] ; [16.49056604 29.50943396],0
b3,1,0.666483,0.185744,[2 5] ; [17 29],[2.50943396 4.49056604] ; [16.49056604 29.50943396],0
d3,1,0.678181,0.17218,[6 3] ; [60 22],[6.52747253 2.47252747] ; [59.47252747 22.52747253],0
a6,1,0.697534,0.15105,[5 4] ; [51 31],[5.53846154 3.46153846] ; [50.46153846 31.53846154],0
u1,1,0.725162,0.1236,[2 7] ; [23 60],[2.44565217 6.55434783] ; [22.55434783 60.44565217],0
s8,1,0.812592,0.056209,[6 3] ; [52 31],[5.67391304 3.32608696] ; [52.32608696 30.67391304],0
p8,1,0.812592,0.056209,[3 6] ; [31 52],[3.32608696 5.67391304] ; [30.67391304 52.32608696],0
n2,1,0.821233,0.051058,[6 2] ; [22  9],[5.74358974 2.25641026] ; [22.25641026  8.74358974],0
n6,1,0.874964,0.024761,[7 2] ; [64 16],[7.17977528 1.82022472] ; [63.82022472 16.17977528],0
p4,1,0.895598,0.01722,[5 4] ; [48 35],[5.18478261 3.81521739] ; [47.81521739 35.18478261],0
p10,1,0.903515,0.014695,[6 3] ; [53 29],[5.83516484 3.16483516] ; [53.16483516 28.83516484],0
s1,1,0.906764,0.013717,[1 8] ; [ 8 73],[0.9 8.1] ; [ 8.1 72.9],0
