Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,3e-05,17.418125,[40 12] ; [ 9 21],[31.07317073 20.92682927] ; [17.92682927 12.07317073],1
p11,1,0.001485,10.097086,[38 17] ; [10 20],[31.05882353 23.94117647] ; [16.94117647 13.05882353],0
p2,1,0.020478,5.370716,[44  9] ; [18 12],[39.59036145 13.40963855] ; [22.40963855  7.59036145],0
v1,1,0.050133,3.83699,[23 28] ; [ 7 23],[18.88888889 32.11111111] ; [11.11111111 18.88888889],0
s3,1,0.054615,3.693804,[26 28] ; [ 8 22],[21.85714286 32.14285714] ; [12.14285714 17.85714286],0
s8,1,0.072587,3.22353,[17 38] ; [ 4 26],[13.58823529 41.41176471] ; [ 7.41176471 22.58823529],0
p3,1,0.153964,2.03253,[19 34] ; [ 6 23],[16.15853659 36.84146341] ; [ 8.84146341 20.15853659],0
a5,1,0.156285,2.009806,[29 26] ; [11 19],[25.88235294 29.11764706] ; [14.11764706 15.88235294],0
u2,1,0.172773,1.85872,[11 13] ; [9 4],[12.97297297 11.02702703] ; [7.02702703 5.97297297],0
p4,1,0.177645,1.817218,[25 29] ; [ 9 20],[22.12048193 31.87951807] ; [11.87951807 17.12048193],0
p6,1,0.199056,1.64929,[16 37] ; [ 5 24],[13.57317073 39.42682927] ; [ 7.42682927 21.57317073],0
s7,1,0.214364,1.541707,[23 31] ; [ 8 20],[20.41463415 33.58536585] ; [10.58536585 17.41463415],0
s1,1,0.246993,1.340232,[ 1 54] ; [ 2 28],[ 1.94117647 53.05882353] ; [ 1.05882353 28.94117647],0
r3,1,0.274529,1.193976,[37 18] ; [16 13],[34.70238095 20.29761905] ; [18.29761905 10.70238095],0
r1,1,0.336214,0.924816,[13 42] ; [10 20],[14.88235294 40.11764706] ; [ 8.11764706 21.88235294],0
s6,1,0.345934,0.888317,[26 29] ; [11 19],[23.94117647 31.05882353] ; [13.05882353 16.94117647],0
s4,1,0.360191,0.837228,[10 45] ; [ 8 22],[11.64705882 43.35294118] ; [ 6.35294118 23.64705882],0
s2,1,0.363342,0.826308,[20 35] ; [ 8 22],[18.11764706 36.88235294] ; [ 9.88235294 20.11764706],0
n4,1,0.374192,0.789696,[33 22] ; [15 15],[31.05882353 23.94117647] ; [16.94117647 13.05882353],0
n5,1,0.388933,0.742275,[34 20] ; [16 14],[32.14285714 21.85714286] ; [17.85714286 12.14285714],0
v2,1,0.398058,0.714186,[21 31] ; [15 15],[22.82926829 29.17073171] ; [13.17073171 16.82926829],0
p7,1,0.428861,0.625906,[24 27] ; [11 18],[22.3125 28.6875] ; [12.6875 16.3125],0
r2,1,0.434171,0.61164,[36 15] ; [18 11],[34.425 16.575] ; [19.575  9.425],0
b5,1,0.447503,0.57697,[34 21] ; [16 14],[32.35294118 22.64705882] ; [17.64705882 12.35294118],0
d3,1,0.488422,0.48,[33 21] ; [16 14],[31.5 22.5] ; [17.5 12.5],0
n3,1,0.510315,0.433421,[17 10] ; [9 8],[15.95454545 11.04545455] ; [10.04545455  6.95454545],0
p1,1,0.528387,0.397493,[ 2 53] ; [ 2 28],[ 2.58823529 52.41176471] ; [ 1.41176471 28.58823529],0
u1,1,0.528387,0.397493,[ 2 53] ; [ 2 28],[ 2.58823529 52.41176471] ; [ 1.41176471 28.58823529],0
a2,1,0.543527,0.369041,[ 5 50] ; [ 4 26],[ 5.82352941 49.17647059] ; [ 3.17647059 26.82352941],0
d4,1,0.58556,0.297332,[41 14] ; [20  9],[39.94047619 15.05952381] ; [21.05952381  7.94047619],0
b1,1,0.611297,0.258291,[28 27] ; [17 13],[29.11764706 25.88235294] ; [15.88235294 14.11764706],0
p8,1,0.613138,0.25563,[21 33] ; [10 20],[19.92857143 34.07142857] ; [11.07142857 18.92857143],0
d5,1,0.681642,0.168283,[38 17] ; [22  8],[38.82352941 16.17647059] ; [21.17647059  8.82352941],0
a1,1,0.697619,0.15096,[ 5 50] ; [ 2 28],[ 4.52941176 50.47058824] ; [ 2.47058824 27.52941176],0
u3,1,0.699454,0.149041,[10 13] ; [7 7],[10.56756757 12.43243243] ; [6.43243243 7.56756757],0
a3,1,0.718553,0.129883,[31 23] ; [16 14],[30.21428571 23.78571429] ; [16.78571429 13.21428571],0
d1,1,0.745755,0.105133,[24 31] ; [12 18],[23.29411765 31.70588235] ; [12.70588235 17.29411765],0
v3,1,0.756899,0.095824,[13 42] ; [ 8 22],[13.58823529 41.41176471] ; [ 7.41176471 22.58823529],0
n1,1,0.785671,0.07395,[ 9 18] ; [ 5 12],[ 8.59090909 18.40909091] ; [ 5.40909091 11.59090909],0
b2,1,0.816099,0.054087,[ 9 21] ; [ 4 11],[ 8.66666667 21.33333333] ; [ 4.33333333 10.66666667],0
b3,1,0.816099,0.054087,[ 9 21] ; [ 4 11],[ 8.66666667 21.33333333] ; [ 4.33333333 10.66666667],0
a4,1,0.818542,0.052634,[17 38] ; [10 20],[17.47058824 37.52941176] ; [ 9.52941176 20.47058824],0
s5,1,0.827227,0.047637,[ 8 44] ; [ 5 24],[ 8.34567901 43.65432099] ; [ 4.65432099 24.34567901],0
a6,1,0.830741,0.04569,[28 27] ; [16 14],[28.47058824 26.52941176] ; [15.52941176 14.47058824],0
n6,1,0.84495,0.038246,[36 19] ; [19 11],[35.58823529 19.41176471] ; [19.41176471 10.58823529],0
b4,1,0.850898,0.035334,[30 25] ; [17 13],[30.41176471 24.58823529] ; [16.58823529 13.41176471],0
a7,1,0.956227,0.003013,[30 25] ; [16 13],[30.11904762 24.88095238] ; [15.88095238 13.11904762],0
d2,1,0.982047,0.000506,[21 34] ; [11 18],[20.95238095 34.04761905] ; [11.04761905 17.95238095],0
n2,1,0.987695,0.000238,[19  8] ; [12  5],[19.02272727  7.97727273] ; [11.97727273  5.02272727],0
