Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,6.2e-05,16.046338,[28 11] ; [33 64],[17.49264706 21.50735294] ; [43.50735294 53.49264706],1
a5,1,0.004686,7.996893,[32  8] ; [56 47],[24.61538462 15.38461538] ; [63.38461538 39.61538462],0
v1,1,0.035546,4.418759,[23 17] ; [38 62],[17.42857143 22.57142857] ; [43.57142857 56.42857143],0
p12,1,0.122312,2.387467,[ 2 36] ; [  1 100],[ 0.82014388 37.17985612] ; [ 2.17985612 98.82014388],0
b4,1,0.125901,2.342326,[27 13] ; [55 48],[22.93706294 17.06293706] ; [59.06293706 43.93706294],0
d2,1,0.153222,2.039877,[13 27] ; [47 56],[16.78321678 23.21678322] ; [43.21678322 59.78321678],0
a2,1,0.176181,1.829549,[ 4 36] ; [20 83],[ 6.71328671 33.28671329] ; [17.28671329 85.71328671],0
r1,1,0.178003,1.814218,[33  7] ; [73 29],[29.85915493 10.14084507] ; [76.14084507 25.85915493],0
n4,1,0.18208,1.780565,[24 16] ; [49 54],[20.41958042 19.58041958] ; [52.58041958 50.41958042],0
b5,1,0.20296,1.620945,[21 19] ; [66 37],[24.33566434 15.66433566] ; [62.66433566 40.33566434],0
p8,1,0.227314,1.457588,[17 21] ; [34 67],[13.94244604 24.05755396] ; [37.05755396 63.94244604],0
p1,1,0.277313,1.18021,[ 5 35] ; [ 7 95],[ 3.38028169 36.61971831] ; [ 8.61971831 93.38028169],0
s5,1,0.341283,0.905605,[ 6 33] ; [22 75],[ 8.02941176 30.97058824] ; [19.97058824 77.02941176],0
u3,1,0.410259,0.678051,[7 5] ; [27 11],[8.16 3.84] ; [25.84 12.16],0
s6,1,0.420959,0.647635,[17 23] ; [51 51],[19.15492958 20.84507042] ; [48.84507042 53.15492958],0
s4,1,0.467242,0.528491,[ 5 35] ; [18 85],[ 6.43356643 33.56643357] ; [16.56643357 86.43356643],0
d5,1,0.482638,0.492896,[28 12] ; [78 25],[29.65034965 10.34965035] ; [76.34965035 26.65034965],0
n1,1,0.486126,0.485089,[3 7] ; [16 22],[3.95833333 6.04166667] ; [15.04166667 22.95833333],0
s2,1,0.500341,0.454213,[18 22] ; [40 63],[16.22377622 23.77622378] ; [41.77622378 61.22377622],0
p5,1,0.512701,0.42855,[ 3 36] ; [ 5 98],[ 2.1971831 36.8028169] ; [ 5.8028169 97.1971831],0
s1,1,0.537373,0.380431,[ 2 37] ; [ 3 98],[ 1.39285714 37.60714286] ; [ 3.60714286 97.39285714],0
n3,1,0.557084,0.344779,[8 3] ; [24 14],[7.18367347 3.81632653] ; [24.81632653 13.18367347],0
p9,1,0.58596,0.296699,[27 12] ; [65 36],[25.62857143 13.37142857] ; [66.37142857 34.62857143],0
r4,1,0.586286,0.296181,[32  8] ; [78 25],[30.76923077  9.23076923] ; [79.23076923 23.76923077],0
a8,1,0.600922,0.273608,[ 2 34] ; [ 8 89],[ 2.70676692 33.29323308] ; [ 7.29323308 89.70676692],0
p3,1,0.619988,0.245885,[15 23] ; [36 67],[13.74468085 24.25531915] ; [37.25531915 65.74468085],0
a3,1,0.622516,0.242347,[27 13] ; [65 38],[25.73426573 14.26573427] ; [66.26573427 36.73426573],0
b1,1,0.627716,0.235171,[18 22] ; [51 52],[19.3006993 20.6993007] ; [49.6993007 53.3006993],0
r3,1,0.63043,0.231478,[35  5] ; [86 16],[34.08450704  5.91549296] ; [86.91549296 15.08450704],0
b2,1,0.644515,0.212886,[ 7 13] ; [18 43],[ 6.17283951 13.82716049] ; [18.82716049 42.17283951],0
b3,1,0.644515,0.212886,[ 7 13] ; [18 43],[ 6.17283951 13.82716049] ; [18.82716049 42.17283951],0
p11,1,0.645975,0.211012,[22 18] ; [61 42],[23.21678322 16.78321678] ; [59.78321678 43.21678322],0
p7,1,0.647852,0.20862,[17 22] ; [46 50],[18.2 20.8] ; [44.8 51.2],0
a7,1,0.649209,0.206899,[28 12] ; [68 35],[26.85314685 13.14685315] ; [69.14685315 33.85314685],0
a6,1,0.651396,0.204145,[26 14] ; [71 32],[27.13286713 12.86713287] ; [69.86713287 33.13286713],0
p2,1,0.665171,0.187303,[25 13] ; [71 31],[26.05714286 11.94285714] ; [69.94285714 32.05714286],0
u2,1,0.692472,0.156423,[9 4] ; [24 14],[8.41176471 4.58823529] ; [24.58823529 13.41176471],0
d1,1,0.703293,0.145069,[18 22] ; [50 53],[19.02097902 20.97902098] ; [48.97902098 54.02097902],0
s7,1,0.706802,0.141492,[11 27] ; [31 65],[11.91044776 26.08955224] ; [30.08955224 65.91044776],0
a1,1,0.71126,0.137022,[ 3 37] ; [ 6 97],[ 2.51748252 37.48251748] ; [ 6.48251748 96.51748252],0
d3,1,0.720654,0.127867,[25 15] ; [67 35],[25.91549296 14.08450704] ; [66.08450704 35.91549296],0
s8,1,0.736351,0.113359,[12 28] ; [28 75],[11.18881119 28.81118881] ; [28.81118881 74.18881119],0
p10,1,0.741095,0.109167,[23 15] ; [58 43],[22.14388489 15.85611511] ; [58.85611511 42.14388489],0
p6,1,0.763063,0.090879,[ 8 30] ; [23 75],[ 8.66176471 29.33823529] ; [22.33823529 75.66176471],0
n5,1,0.793259,0.068686,[18 22] ; [43 58],[17.30496454 22.69503546] ; [43.69503546 57.30496454],0
u1,1,0.810608,0.057428,[ 3 37] ; [ 9 94],[ 3.35664336 36.64335664] ; [ 8.64335664 94.35664336],0
n2,1,0.82315,0.04995,[8 3] ; [27 12],[7.7 3.3] ; [27.3 11.7],0
v4,1,0.831003,0.045546,[35  5] ; [87 14],[34.60992908  5.39007092] ; [87.39007092 13.60992908],0
a4,1,0.832694,0.044626,[14 26] ; [38 65],[14.54545455 25.45454545] ; [37.45454545 65.54545455],0
p4,1,0.837987,0.041808,[16 22] ; [41 61],[15.47142857 22.52857143] ; [41.52857143 60.47142857],0
s3,1,0.902961,0.014865,[20 19] ; [54 49],[20.32394366 18.67605634] ; [53.67605634 49.32394366],0
d4,1,0.951383,0.003717,[30 10] ; [77 25],[30.14084507  9.85915493] ; [76.85915493 25.14084507],0
