Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,2.6e-05,17.670668,[222 125] ; [58  6],[236.39902676 110.60097324] ; [43.60097324 20.39902676],1
s2,1,5.7e-05,16.210161,[179 169] ; [51 14],[193.80145278 154.19854722] ; [36.19854722 28.80145278],1
s5,1,0.000379,12.631048,[104 237] ; [32 27],[115.94 225.06] ; [20.06 38.94],1
s3,1,0.003088,8.755014,[191 152] ; [49 16],[201.76470588 141.23529412] ; [38.23529412 26.76470588],0
p6,1,0.004412,8.106058,[122 225] ; [35 30],[132.23058252 214.76941748] ; [24.76941748 40.23058252],0
s8,1,0.011344,6.410597,[160 188] ; [41 24],[169.36561743 178.63438257] ; [31.63438257 33.36561743],0
u2,1,0.020763,5.346545,[51 24] ; [4 8],[47.4137931 27.5862069] ; [7.5862069 4.4137931],0
b5,1,0.028121,4.820651,[227 125] ; [51 14],[234.66666667 117.33333333] ; [43.33333333 21.66666667],0
v3,1,0.032106,4.592814,[151 179] ; [20 44],[143.22335025 186.77664975] ; [27.77664975 36.22335025],0
p10,1,0.038481,4.283633,[286  63] ; [60  5],[291.6763285  57.3236715] ; [54.3236715 10.6763285],0
s7,1,0.060491,3.523874,[166 168] ; [40 24],[172.87437186 161.12562814] ; [33.12562814 30.87437186],0
a8,1,0.066119,3.376838,[ 48 257] ; [ 4 56],[ 43.45205479 261.54794521] ; [ 8.54794521 51.45205479],0
p4,1,0.111643,2.530811,[222 127] ; [48 17],[227.60869565 121.39130435] ; [42.39130435 22.60869565],0
a1,1,0.160488,1.969619,[ 20 332] ; [ 1 64],[ 17.72661871 334.27338129] ; [ 3.27338129 61.72661871],0
n5,1,0.208663,1.58068,[263  87] ; [44 21],[258.91566265  91.08433735] ; [48.08433735 16.91566265],0
n4,1,0.212382,1.555111,[279  73] ; [47 18],[275.18465228  76.81534772] ; [50.81534772 14.18465228],0
p9,1,0.215092,1.536821,[293  52] ; [59  6],[296.19512195  48.80487805] ; [55.80487805  9.19512195],0
p11,1,0.233495,1.419443,[278  74] ; [47 18],[274.34052758  77.65947242] ; [50.65947242 14.34052758],0
n1,1,0.243499,1.360221,[28 51] ; [ 3 12],[26.05319149 52.94680851] ; [ 4.94680851 10.05319149],0
r1,1,0.260045,1.26852,[303  46] ; [53 12],[300.10628019  48.89371981] ; [55.89371981  9.10628019],0
n3,1,0.293108,1.105288,[53 27] ; [12  3],[54.73684211 25.26315789] ; [10.26315789  4.73684211],0
n6,1,0.321994,0.980829,[294  54] ; [58  7],[296.60048426  51.39951574] ; [55.39951574  9.60048426],0
u1,1,0.343749,0.8964,[109 243] ; [24 41],[112.26858513 239.73141487] ; [20.73141487 44.26858513],0
b1,1,0.356925,0.848685,[118 234] ; [18 47],[114.80095923 237.19904077] ; [21.19904077 43.80095923],0
r3,1,0.414046,0.667153,[337  14] ; [60  4],[335.77590361  15.22409639] ; [61.22409639  2.77590361],0
r2,1,0.427685,0.629101,[336  12] ; [63  1],[337.01941748  10.98058252] ; [61.98058252  2.01941748],0
b2,1,0.443276,0.587789,[ 89 138] ; [11 23],[ 86.97318008 140.02681992] ; [13.02681992 20.97318008],0
b3,1,0.443276,0.587789,[ 89 138] ; [11 23],[ 86.97318008 140.02681992] ; [13.02681992 20.97318008],0
n2,1,0.444509,0.584615,[56 24] ; [9 6],[54.73684211 25.26315789] ; [10.26315789  4.73684211],0
p12,1,0.483735,0.490432,[ 37 314] ; [ 5 60],[ 35.4375 315.5625] ; [ 6.5625 58.4375],0
r4,1,0.504498,0.445461,[323  29] ; [58  7],[321.61151079  30.38848921] ; [59.38848921  5.61151079],0
a6,1,0.505141,0.44412,[296  53] ; [53 12],[294.20531401  54.79468599] ; [54.79468599 10.20531401],0
a4,1,0.512734,0.428483,[199 152] ; [34 31],[196.59375 154.40625] ; [36.40625 28.59375],0
v2,1,0.514913,0.424071,[217 122] ; [37 25],[214.72817955 124.27182045] ; [39.27182045 22.72817955],0
u4,1,0.547174,0.362405,[ 10 342] ; [ 1 64],[  9.2853717 342.7146283] ; [ 1.7146283 63.2853717],0
s1,1,0.558082,0.343035,[ 11 335] ; [ 3 62],[ 11.78588808 334.21411192] ; [ 2.21411192 62.78588808],0
d5,1,0.584095,0.299661,[343   7] ; [63  2],[342.40963855   7.59036145] ; [63.59036145  1.40963855],0
d2,1,0.617692,0.249125,[247 102] ; [44 21],[245.3115942 103.6884058] ; [45.6884058 19.3115942],0
a2,1,0.619525,0.246535,[147 205] ; [25 40],[145.18944844 206.81055156] ; [26.81055156 38.18944844],0
p7,1,0.630793,0.230987,[213 128] ; [42 22],[214.7037037 126.2962963] ; [40.2962963 23.7037037],0
p1,1,0.655795,0.198672,[ 33 317] ; [ 5 60],[ 32.04819277 317.95180723] ; [ 5.95180723 59.04819277],0
a3,1,0.660296,0.193164,[277  73] ; [53 12],[278.31325301  71.68674699] ; [51.68674699 13.31325301],0
d3,1,0.660526,0.192886,[329  21] ; [62  3],[329.75903614  20.24096386] ; [61.24096386  3.75903614],0
p5,1,0.690661,0.158371,[ 37 311] ; [ 8 57],[ 37.91767554 310.08232446] ; [ 7.08232446 57.91767554],0
v4,1,0.722603,0.126012,[336  14] ; [63  2],[336.5060241  13.4939759] ; [62.4939759  2.5060241],0
v1,1,0.728874,0.120148,[191 149] ; [35 30],[189.72839506 150.27160494] ; [36.27160494 28.72839506],0
p3,1,0.753253,0.098818,[180 168] ; [35 30],[181.1622276 166.8377724] ; [33.8377724 31.1622276],0
p2,1,0.769652,0.085749,[291  59] ; [55 10],[291.80722892  58.19277108] ; [54.19277108 10.80722892],0
a5,1,0.826584,0.047998,[294  58] ; [55 10],[294.59952038  57.40047962] ; [54.40047962 10.59952038],0
b4,1,0.827459,0.047507,[217 135] ; [41 24],[217.78417266 134.21582734] ; [40.21582734 24.78417266],0
u3,1,0.926862,0.008426,[51 24] ; [8 4],[50.86206897 24.13793103] ; [8.13793103 3.86206897],0
p8,1,0.990911,0.00013,[187 160] ; [34 29],[187.04146341 159.95853659] ; [33.95853659 29.04146341],0
