Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.004541,8.053847,[16  1] ; [21 17],[11.43636364  5.56363636] ; [25.56363636 12.43636364],0
v4,1,0.007223,7.216546,[16  1] ; [22 16],[11.74545455  5.25454545] ; [26.25454545 11.74545455],0
r4,1,0.009337,6.757247,[14  3] ; [17 21],[9.58181818 7.41818182] ; [21.41818182 16.58181818],0
s8,1,0.013019,6.166519,[ 5 12] ; [ 2 36],[ 2.16363636 14.83636364] ; [ 4.83636364 33.16363636],0
s2,1,0.018034,5.592836,[9 8] ; [ 8 30],[ 5.25454545 11.74545455] ; [11.74545455 26.25454545],0
d2,1,0.025831,4.967301,[ 1 16] ; [13 25],[ 4.32727273 12.67272727] ; [ 9.67272727 28.32727273],0
v1,1,0.032604,4.566459,[9 8] ; [ 9 29],[ 5.56363636 11.43636364] ; [12.43636364 25.56363636],0
a8,1,0.049039,3.874006,[ 4 13] ; [ 2 35],[ 1.88888889 15.11111111] ; [ 4.11111111 32.88888889],0
p3,1,0.049719,3.850917,[8 9] ; [ 8 30],[ 4.94545455 12.05454545] ; [11.05454545 26.94545455],0
s3,1,0.055134,3.678019,[11  6] ; [14 24],[7.72727273 9.27272727] ; [17.27272727 20.72727273],0
a7,1,0.055134,3.678019,[11  6] ; [14 24],[7.72727273 9.27272727] ; [17.27272727 20.72727273],0
p8,1,0.057269,3.61476,[8 9] ; [ 8 29],[ 5.03703704 11.96296296] ; [10.96296296 26.03703704],0
b1,1,0.08326,3.000088,[11  6] ; [15 23],[8.03636364 8.96363636] ; [17.96363636 20.03636364],0
d4,1,0.087246,2.924466,[10  7] ; [13 25],[7.10909091 9.89090909] ; [15.89090909 22.10909091],0
d3,1,0.087374,2.922103,[9 8] ; [11 27],[ 6.18181818 10.81818182] ; [13.81818182 24.18181818],0
r1,1,0.095376,2.781218,[13  4] ; [20 18],[10.2  6.8] ; [22.8 15.2],0
r2,1,0.119019,2.430179,[15  2] ; [26 12],[12.67272727  4.32727273] ; [28.32727273  9.67272727],0
p7,1,0.131836,2.270747,[12  5] ; [18 19],[9.44444444 7.55555556] ; [20.55555556 16.44444444],0
u2,1,0.13244,2.263673,[6 4] ; [ 7 15],[4.0625 5.9375] ; [ 8.9375 13.0625],0
p6,1,0.136213,2.220227,[ 7 10] ; [ 8 29],[ 4.72222222 12.27777778] ; [10.27777778 26.72222222],0
p2,1,0.18292,1.773736,[10  7] ; [15 23],[7.72727273 9.27272727] ; [17.27272727 20.72727273],0
n6,1,0.185696,1.751437,[13  4] ; [22 16],[10.81818182  6.18181818] ; [24.18181818 13.81818182],0
v3,1,0.207821,1.586541,[ 7 10] ; [ 9 28],[ 5.03703704 11.96296296] ; [10.96296296 26.03703704],0
p4,1,0.207821,1.586541,[ 7 10] ; [ 9 28],[ 5.03703704 11.96296296] ; [10.96296296 26.03703704],0
s4,1,0.222895,1.485636,[ 1 16] ; [ 7 31],[ 2.47272727 14.52727273] ; [ 5.52727273 32.47272727],0
p11,1,0.25112,1.317062,[10  7] ; [16 22],[8.03636364 8.96363636] ; [17.96363636 20.03636364],0
s6,1,0.270093,1.216276,[8 9] ; [12 26],[ 6.18181818 10.81818182] ; [13.81818182 24.18181818],0
u3,1,0.284005,1.147826,[2 9] ; [ 8 14],[3.33333333 7.66666667] ; [ 6.66666667 15.33333333],0
s7,1,0.28556,1.140438,[ 5 12] ; [ 6 30],[ 3.52830189 13.47169811] ; [ 7.47169811 28.52830189],0
n1,1,0.420345,0.649351,[3 2] ; [ 8 12],[2.2 2.8] ; [ 8.8 11.2],0
p1,1,0.423818,0.639703,[ 1 16] ; [ 5 33],[ 1.85454545 15.14545455] ; [ 4.14545455 33.85454545],0
p5,1,0.565545,0.330194,[ 1 16] ; [ 1 36],[ 0.62962963 16.37037037] ; [ 1.37037037 35.62962963],0
a3,1,0.580847,0.304867,[ 6 11] ; [16 21],[ 6.92592593 10.07407407] ; [15.07407407 21.92592593],0
n5,1,0.598184,0.277744,[9 8] ; [23 15],[9.89090909 7.10909091] ; [22.10909091 15.89090909],0
a5,1,0.619695,0.246296,[ 7 10] ; [13 25],[ 6.18181818 10.81818182] ; [13.81818182 24.18181818],0
p10,1,0.641717,0.216503,[ 2 15] ; [ 6 30],[ 2.56603774 14.43396226] ; [ 5.43396226 30.56603774],0
b4,1,0.669976,0.181631,[10  7] ; [20 18],[9.27272727 7.72727273] ; [20.72727273 17.27272727],0
b2,1,0.678863,0.171409,[3 4] ; [10 19],[2.52777778 4.47222222] ; [10.47222222 18.52777778],0
b3,1,0.678863,0.171409,[3 4] ; [10 19],[2.52777778 4.47222222] ; [10.47222222 18.52777778],0
a6,1,0.732112,0.117181,[8 9] ; [16 22],[7.41818182 9.58181818] ; [16.58181818 21.41818182],0
n4,1,0.76812,0.086928,[11  6] ; [23 15],[10.50909091  6.49090909] ; [23.49090909 14.50909091],0
b5,1,0.873024,0.025542,[8 9] ; [17 21],[7.72727273 9.27272727] ; [17.27272727 20.72727273],0
d1,1,0.925549,0.008732,[ 1 16] ; [ 2 36],[ 0.92727273 16.07272727] ; [ 2.07272727 35.92727273],0
a1,1,0.925549,0.008732,[ 1 16] ; [ 2 36],[ 0.92727273 16.07272727] ; [ 2.07272727 35.92727273],0
s5,1,0.9476,0.004319,[ 2 14] ; [ 5 33],[ 2.07407407 13.92592593] ; [ 4.92592593 33.07407407],0
