Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,87.617858,[198  45] ; [131 180],[144.30866426  98.69133574] ; [184.69133574 126.30866426],1
v1,1,0.0,30.459769,[172  71] ; [147 163],[140.17540687 102.82459313] ; [178.82459313 131.17540687],1
s8,1,7.5e-05,15.68919,[138 104] ; [129 192],[114.76731794 127.23268206] ; [152.23268206 168.76731794],1
s7,1,7.7e-05,15.626538,[146  86] ; [142 168],[123.27675277 108.72324723] ; [164.72324723 145.27675277],1
p3,1,0.000605,11.760715,[153  90] ; [155 165],[132.93783304 110.06216696] ; [175.06216696 144.93783304],1
n5,1,0.00078,11.287077,[226  20] ; [261  57],[212.41489362  33.58510638] ; [274.58510638  43.41489362],1
d1,1,0.000867,11.09183,[169  78] ; [176 146],[149.76274165  97.23725835] ; [195.23725835 126.76274165],1
p5,1,0.001247,10.418858,[ 47 198] ; [ 31 288],[ 33.88297872 211.11702128] ; [ 44.11702128 274.88297872],0
p12,1,0.001489,10.092545,[ 36 207] ; [ 21 296],[ 24.73392857 218.26607143] ; [ 32.26607143 284.73392857],0
s4,1,0.003699,8.42608,[ 23 221] ; [ 57 258],[ 34.91949911 209.08050089] ; [ 45.08050089 269.91949911],0
a1,1,0.004368,8.124093,[ 20 227] ; [  9 313],[ 12.5887522 234.4112478] ; [ 16.4112478 305.5887522],0
a3,1,0.004974,7.888696,[196  49] ; [224  98],[181.48148148  63.51851852] ; [238.51851852  83.48148148],0
p1,1,0.009104,6.802382,[ 33 212] ; [ 22 297],[ 23.89184397 221.10815603] ; [ 31.10815603 287.89184397],0
s2,1,0.020863,5.33817,[138 104] ; [151 169],[124.44483986 117.55516014] ; [164.55516014 155.44483986],0
p7,1,0.021469,5.288326,[175  64] ; [201 113],[162.50271248  76.49728752] ; [213.49728752 100.50271248],0
r3,1,0.029822,4.719509,[242   3] ; [306  14],[237.62831858   7.37168142] ; [310.37168142   9.62831858],0
d2,1,0.033877,4.500912,[136 108] ; [150 171],[123.51150442 120.48849558] ; [162.48849558 158.51150442],0
n6,1,0.04089,4.180568,[229  16] ; [282  37],[221.97695035  23.02304965] ; [289.02304965  29.97695035],0
u4,1,0.047582,3.924684,[  8 239] ; [  3 319],[  4.77504394 242.22495606] ; [  6.22495606 315.77504394],0
p8,1,0.048932,3.877695,[150  89] ; [172 144],[138.66306306 100.33693694] ; [183.33693694 132.66306306],0
r4,1,0.058675,3.574454,[232  15] ; [288  34],[225.72934974  21.27065026] ; [294.27065026  27.72934974],0
s3,1,0.066496,3.36746,[147  89] ; [175 146],[136.43087971  99.56912029] ; [185.56912029 135.43087971],0
v4,1,0.086483,2.938652,[239   6] ; [302  17],[235.00886525   9.99113475] ; [305.99113475  13.00886525],0
p4,1,0.113497,2.504836,[166  77] ; [198 122],[157.10834813  85.89165187] ; [206.89165187 113.10834813],0
r1,1,0.141612,2.160351,[208  38] ; [256  65],[201.31216931  44.68783069] ; [262.68783069  58.31216931],0
p6,1,0.146901,2.104138,[105 135] ; [119 197],[ 96.69064748 143.30935252] ; [127.30935252 188.69064748],0
d5,1,0.154796,2.024345,[209  36] ; [260  62],[202.65432099  42.34567901] ; [266.34567901  55.65432099],0
a4,1,0.174444,1.844333,[124 121] ; [144 177],[116.00706714 128.99293286] ; [151.99293286 169.00706714],0
s5,1,0.187792,1.734856,[ 89 148] ; [100 211],[ 81.73905109 155.26094891] ; [107.26094891 203.73905109],0
