Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,55.082273,[84 63] ; [ 31 146],[52.17592593 94.82407407] ; [ 62.82407407 114.17592593],1
p2,1,0.0,28.219458,[128  19] ; [108  70],[106.74461538  40.25538462] ; [129.25538462  48.74461538],1
p6,1,2e-06,22.708535,[52 94] ; [ 23 153],[ 34.00621118 111.99378882] ; [ 40.99378882 135.00621118],1
s2,1,1.5e-05,18.707393,[90 55] ; [ 67 110],[70.69875776 74.30124224] ; [86.30124224 90.69875776],1
s6,1,9.2e-05,15.303344,[108  38] ; [94 84],[91.02469136 54.97530864] ; [110.97530864  67.02469136],1
u1,1,0.000118,14.827527,[49 98] ; [ 27 151],[ 34.37538462 112.62461538] ; [ 41.62461538 136.37538462],1
r4,1,0.00016,14.248449,[138   9] ; [141  37],[126.19384615  20.80615385] ; [152.80615385  25.19384615],1
s7,1,0.000277,13.218825,[74 65] ; [ 56 115],[58.29032258 80.70967742] ; [71.70967742 99.29032258],1
a5,1,0.000849,11.131933,[116  31] ; [110  68],[102.22153846  44.77846154] ; [123.77846154  54.22153846],1
a2,1,0.000898,11.026615,[58 89] ; [ 40 138],[ 44.32615385 102.67384615] ; [ 53.67384615 124.32615385],1
d1,1,0.000941,10.940301,[101  46] ; [90 88],[86.39076923 60.60923077] ; [104.60923077  73.39076923],1
s8,1,0.001529,10.043397,[68 79] ; [ 52 126],[54.27692308 92.72307692] ; [ 65.72307692 112.27692308],0
d5,1,0.001667,9.884746,[133  14] ; [137  40],[122.5  24.5] ; [147.5  29.5],0
s5,1,0.002639,9.041861,[49 94] ; [ 33 138],[ 37.34394904 105.65605096] ; [ 44.65605096 126.34394904],0
p7,1,0.003002,8.806216,[72 74] ; [ 57 116],[59.04075235 86.95924765] ; [ 69.95924765 103.04075235],0
d2,1,0.005214,7.803542,[83 63] ; [ 73 104],[70.51393189 75.48606811] ; [85.48606811 91.51393189],0
a4,1,0.006586,7.382627,[80 67] ; [ 70 108],[67.84615385 79.15384615] ; [82.15384615 95.84615385],0
p10,1,0.006615,7.374776,[117  28] ; [119  58],[106.27329193  38.72670807] ; [129.72670807  47.27329193],0
n6,1,0.00814,7.002391,[125  22] ; [129  48],[115.24074074  31.75925926] ; [138.75925926  38.24074074],0
v1,1,0.011042,6.458475,[74 67] ; [ 66 107],[62.86624204 78.13375796] ; [77.13375796 95.86624204],0
r3,1,0.011442,6.395379,[144   3] ; [161  15],[138.80804954   8.19195046] ; [166.19195046   9.80804954],0
p9,1,0.02037,5.379946,[121  24] ; [127  48],[112.375  32.625] ; [135.625  39.375],0
d3,1,0.023683,5.117701,[121  26] ; [126  50],[112.41176471  34.58823529] ; [134.58823529  41.41176471],0
n4,1,0.02525,5.006629,[114  32] ; [119  59],[104.99382716  41.00617284] ; [128.00617284  49.99382716],0
p5,1,0.03155,4.622769,[  9 135] ; [  3 175],[  5.36645963 138.63354037] ; [  6.63354037 171.36645963],0
v4,1,0.035975,4.398295,[141   6] ; [158  18],[136.07739938  10.92260062] ; [162.92260062  13.07739938],0
a6,1,0.057191,3.617038,[121  26] ; [130  47],[113.87962963  33.12037037] ; [137.12037037  39.87962963],0
r1,1,0.072674,3.221571,[118  27] ; [129  48],[111.22670807  33.77329193] ; [135.77329193  41.22670807],0
p11,1,0.090356,2.868026,[104  43] ; [110  68],[96.79384615 50.20615385] ; [117.20615385  60.79384615],0
p1,1,0.099956,2.70624,[ 11 136] ; [  6 171],[  7.71296296 139.28703704] ; [  9.28703704 167.71296296],0
s3,1,0.101998,2.674025,[85 58] ; [89 88],[77.75625 65.24375] ; [96.24375 80.75625],0
n5,1,0.136035,2.222252,[102  44] ; [109  67],[95.67080745 50.32919255] ; [115.32919255  60.67080745],0
b2,1,0.155373,2.018694,[38 57] ; [28 65],[33.35106383 61.64893617] ; [32.64893617 60.35106383],0
b3,1,0.155373,2.018694,[38 57] ; [28 65],[33.35106383 61.64893617] ; [32.64893617 60.35106383],0
r2,1,0.272294,1.205153,[138   8] ; [158  15],[135.47335423  10.52664577] ; [160.52664577  12.47335423],0
v2,1,0.309434,1.033091,[82 59] ; [88 80],[77.57281553 63.42718447] ; [92.42718447 75.57281553],0
n3,1,0.315653,1.006872,[29  8] ; [40 18],[26.87368421 10.12631579] ; [42.12631579 15.87368421],0
s1,1,0.343982,0.895535,[  7 137] ; [  5 171],[  5.4 138.6] ; [  6.6 169.4],0
p12,1,0.365714,0.818177,[  8 139] ; [  6 171],[  6.35185185 140.64814815] ; [  7.64814815 169.35185185],0
a3,1,0.400178,0.707792,[106  41] ; [120  57],[102.53703704  44.46296296] ; [123.46296296  53.53703704],0
n1,1,0.412977,0.670214,[11 26] ; [22 36],[12.85263158 24.14736842] ; [20.14736842 37.85263158],0
a1,1,0.464574,0.534852,[  5 142] ; [  9 169],[  6.33230769 140.66769231] ; [  7.66769231 170.33230769],0
u4,1,0.522077,0.409788,[  4 143] ; [  3 175],[  3.16615385 143.83384615] ; [  3.83384615 174.16615385],0
b1,1,0.529218,0.395893,[52 95] ; [ 69 109],[54.72923077 92.27076923] ; [ 66.27076923 111.72923077],0
b5,1,0.535368,0.384192,[103  44] ; [119  59],[100.41230769  46.58769231] ; [121.58769231  56.41230769],0
b4,1,0.57283,0.31797,[88 59] ; [112  66],[90.46153846 56.53846154] ; [109.53846154  68.46153846],0
s4,1,0.598342,0.277504,[ 27 118] ; [ 29 148],[ 25.2173913 119.7826087] ; [ 30.7826087 146.2173913],0
n2,1,0.622542,0.24231,[22 14] ; [39 20],[23.11578947 12.88421053] ; [37.88421053 21.11578947],0
u3,1,0.767366,0.087511,[26 14] ; [36 22],[25.30612245 14.69387755] ; [36.69387755 21.30612245],0
a8,1,0.77921,0.078596,[ 16 112] ; [ 23 146],[ 16.80808081 111.19191919] ; [ 22.19191919 146.80808081],0
v3,1,0.836682,0.042494,[47 91] ; [ 57 116],[46.14790997 91.85209003] ; [ 57.85209003 115.14790997],0
u2,1,0.8576,0.032195,[24 16] ; [34 21],[24.42105263 15.57894737] ; [33.57894737 21.42105263],0
d4,1,0.988856,0.000195,[123  24] ; [148  29],[122.9537037  24.0462963] ; [148.0462963  28.9537037],0
